TIME_PERIOD,TIME_IDENTIFIER,TRUST_GROUP_TYPE,TRUST_NAME,TRUST_UID,TRUST_ID,TRUST_COMPANIES_HOUSE_NUMBER,TRUST_UKPRN,TRUST_LEADREGION,INSTITUTIONS_MATPTINC,NUMINST_MATPTINC,NUMINST_FSM6CLA1A_MATPTINC,NUMINST_CONVERTER_MATPTINC,NUMINST_SPONSOR_MATPTINC,NUMINST_FREE_MATPTINC,NUMINST_3_MATPTINC,NUMINST_4PLUS_MATPTINC,TELIG_MATPTINC,KS1APS_MATPTINC,PFSM6CLA1A_MATPTINC,PNOTFSM6CLA1A_MATPTINC,PEALGRP2_MATPTINC,PSEN_MATPTINC,READ_PROGSCORE_EM_ADJ_WGTAVG,READ_PROGSCORE_ADJ_UPPER,READ_PROGSCORE_ADJ_LOWER,WRIT_PROGSCORE_EM_ADJ_WGTAVG,WRIT_PROGSCORE_ADJ_UPPER,WRIT_PROGSCORE_ADJ_LOWER,MAT_PROGSCORE_EM_ADJ_WGTAVG,MAT_PROGSCORE_ADJ_UPPER,MAT_PROGSCORE_ADJ_LOWER,READ_PROGSCORE_EM_ADJ_WGTAVG_FSM6CLA1A,READ_PROGSCORE_ADJ_UPPER_FSM6CLA1A,READ_PROGSCORE_ADJ_LOWER_FSM6CLA1A,WRIT_PROGSCORE_EM_ADJ_WGTAVG_FSM6CLA1A,WRIT_PROGSCORE_ADJ_UPPER_FSM6CLA1A,WRIT_PROGSCORE_ADJ_LOWER_FSM6CLA1A,MAT_PROGSCORE_EM_ADJ_WGTAVG_FSM6CLA1A,MAT_PROGSCORE_ADJ_UPPER_FSM6CLA1A,MAT_PROGSCORE_ADJ_LOWER_FSM6CLA1A,READ_PROGSCORE_EM_ADJ_WGTAVG_NOTFSM6CLA1A,READ_PROGSCORE_ADJ_UPPER_NOTFSM6CLA1A,READ_PROGSCORE_ADJ_LOWER_NOTFSM6CLA1A,WRIT_PROGSCORE_EM_ADJ_WGTAVG_NOTFSM6CLA1A,WRIT_PROGSCORE_ADJ_UPPER_NOTFSM6CLA1A,WRIT_PROGSCORE_ADJ_LOWER_NOTFSM6CLA1A,MAT_PROGSCORE_EM_ADJ_WGTAVG_NOTFSM6CLA1A,MAT_PROGSCORE_ADJ_UPPER_NOTFSM6CLA1A,MAT_PROGSCORE_ADJ_LOWER_NOTFSM6CLA1A,PRWM_EXP_WGTAVG,PRWM_EXP_WGTAVG_FSM6CLA1A,PRWM_EXP_WGTAVG_NOTFSM6CLA1A,READ_PROGSCORE_BANDING,WRIT_PROGSCORE_BANDING,MAT_PROGSCORE_BANDING,INSTITUTIONS_INMAT,NUMINST_INMAT,NUMINST_CONVERTER_INMAT,NUMINST_SPONSOR_INMAT,NUMINST_FREE_INMAT,TELIG_INMAT,PFSM6CLA1A_INMAT,PNOTFSM6CLA1A_INMAT
202223,AcademicYear,Multi-academy trust,NORTHERN LIGHTS LEARNING TRUST,16474,TR00182,7909140,10059523,North East,137831;145813;145814,3,3,3,0,0,0,3,62,8.4,16%,84%,3%,29%,-1.1,0.5,-2.6,1.6,3.1,0.1,-0.1,1.4,-1.5,-4.4,-0.5,-8.3,-0.6,3.1,-4.4,-1.3,2.4,-5,-0.4,1.3,-2.1,2.1,3.7,0.4,0.2,1.8,-1.4,79%,50%,85%,Average,Above average,Average,137831;138534;145813;145814;148986,5,5,0,0,148,34%,66%
202223,AcademicYear,Multi-academy trust,SHINE MULTI ACADEMY TRUST,16481,TR02474,8163448,10059986,East Midlands,138663;143796;143797;144607;146963,5,5,3,2,0,0,5,187,7.2,39%,61%,32%,19%,-0.3,0.6,-1.2,0.3,1.2,-0.6,0.9,1.8,0.1,-1.4,0.1,-2.9,-1.2,0.2,-2.6,-0.5,0.9,-1.9,0.4,1.6,-0.8,1.3,2.5,0.2,1.9,3,0.8,48%,31%,59%,Average,Average,Above average,138663;143796;143797;144607;146963;148284,6,4,2,0,245,34%,66%
202223,AcademicYear,Multi-academy trust,JAMES MONTGOMERY ACADEMY TRUST,16488,TR03486,10482806,10064194,Yorkshire and the Humber,140170;143480;143544;143581;144197;144536;146411;146492;146582;147374,10,10,9,1,0,3,7,421,8,SUPPMAT,SUPPMAT,3%,23%,-1.9,-1.3,-2.6,-0.7,-0.1,-1.3,-1.8,-1.3,-2.4,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,59%,SUPPMAT,SUPPMAT,Below average,Below average,Below average,140170;143480;143544;143581;144197;144536;146411;146467;146492;146582;147374;147920;147938;148013,14,12,2,0,572,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,SHEFFIELD SOUTH EAST TRUST,16490,TR03603,10460387,10064247,Yorkshire and the Humber,143546;143620;143798;143799;145413;147921,6,6,4,2,0,1,5,310,7.1,59%,41%,33%,26%,-0.9,-0.2,-1.7,-1.9,-1.2,-2.6,-1.2,-0.5,-1.9,-1.1,-0.1,-2,-1.9,-1,-2.8,-1.4,-0.5,-2.3,-0.7,0.5,-1.9,-2.1,-0.9,-3.2,-0.9,0.3,-2,37%,29%,48%,Below average,Below average,Below average,143546;143620;143798;143799;145413;147921,6,4,2,0,310,59%,41%
202223,AcademicYear,Multi-academy trust,EXCEED ACADEMIES TRUST,16492,TR03555,10050238,10064216,Yorkshire and the Humber,140076;143093;143095;143096;145173;145303,6,6,4,2,0,0,6,327,7.7,SUPPMAT,SUPPMAT,56%,26%,0,0.7,-0.7,2.4,3,1.7,3,3.7,2.4,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,72%,SUPPMAT,SUPPMAT,Average,Above average,Above average,140076;143093;143095;143096;145173;145303;148159;149093;149232,9,6,3,0,492,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,THE ROSE LEARNING TRUST,16493,TR03602,8820308,10060700,Yorkshire and the Humber,139035;140585;143451;143962;145080;146583;147553,7,7,7,0,0,1,6,359,7.4,38%,62%,20%,23%,-1.4,-0.7,-2,-1.9,-1.2,-2.5,-0.5,0.2,-1.1,-1.6,-0.5,-2.7,-2.7,-1.6,-3.7,-1.2,-0.2,-2.2,-1.2,-0.4,-2.1,-1.4,-0.6,-2.2,0,0.8,-0.8,46%,38%,51%,Below average,Below average,Average,139035;140585;143451;143962;145080;146583;147553,7,7,0,0,359,38%,62%
202223,AcademicYear,Multi-academy trust,THE PRIESTLEY ACADEMY TRUST,16494,TR03508,10410830,10064304,Yorkshire and the Humber,143565;143566;143568;143572;143573,5,5,5,0,0,0,5,321,7.3,39%,61%,85%,27%,-2.3,-1.6,-3,0.1,0.8,-0.6,-0.3,0.4,-0.9,-2.2,-1,-3.3,-0.5,0.6,-1.6,-0.6,0.4,-1.7,-2.4,-1.4,-3.3,0.5,1.4,-0.4,0,0.9,-0.9,46%,42%,49%,Below average,Average,Average,143565;143566;143568;143572;143573,5,5,0,0,321,39%,61%
202223,AcademicYear,Multi-academy trust,THE PILGRIM MULTI ACADEMY TRUST,16500,TR03502,10382748,10064303,South East,143832;144914;145081,3,3,3,0,0,0,3,80,8.1,SUPPMAT,SUPPMAT,11%,21%,1.7,3.2,0.3,-0.3,1.1,-1.6,0,1.3,-1.3,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,71%,SUPPMAT,SUPPMAT,Above average,Average,Average,143832;144914;145081,3,3,0,0,80,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,TENTERDEN SCHOOLS TRUST,16502,TR03667,7736448,10059261,South East,143788;143789;147563,3,3,3,0,0,1,2,91,8.1,25%,75%,8%,16%,-2.9,-1.6,-4.2,-1,0.3,-2.3,-4.1,-2.8,-5.3,-3.8,-1.3,-6.4,-1,1.4,-3.5,-6.1,-3.7,-8.5,-2.5,-1,-4.1,-1,0.5,-2.5,-3.3,-1.8,-4.8,46%,18%,56%,Well below average,Average,Well below average,143788;143789;147563,3,3,0,0,91,25%,75%
202223,AcademicYear,Multi-academy trust,REACH SOUTH ACADEMY TRUST,16503,TR03589,10151730,10064245,South West,142352;142354;143826;143827;143891;143892;144188;144385;144843;144844;146386;147905,12,12,8,2,2,1,11,572,7.6,SUPPMAT,SUPPMAT,24%,18%,0.7,1.3,0.2,1.5,2,1,0.1,0.6,-0.4,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,58%,SUPPMAT,SUPPMAT,Above average,Above average,Average,142352;142354;143826;143827;143891;143892;144188;144385;144843;144844;146386;147905,12,8,2,2,572,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,THOMAS DEACON EDUCATION TRUST,16519,TR02279,5090788,10058180,East of England,135263;143859;146050;146929;147096,5,5,3,2,0,0,5,283,7.4,SUPPMAT,SUPPMAT,39%,11%,-0.7,0,-1.5,0.4,1.1,-0.3,-0.9,-0.2,-1.7,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,51%,SUPPMAT,SUPPMAT,Average,Average,Below average,135263;143859;146050;146929;147096,5,3,2,0,283,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,TURNER SCHOOLS,16520,TR03610,10084743,10064312,South East,140433;145012;148068,3,3,0,3,0,1,2,123,7.7,48%,52%,17%,16%,1,2.1,-0.2,1.1,2.2,0,0.3,1.4,-0.8,0.3,1.9,-1.4,0.9,2.5,-0.6,-1.6,-0.1,-3.2,1.6,3.1,0,1.2,2.7,-0.3,2.1,3.5,0.6,62%,44%,80%,Average,Average,Average,140433;145012;148068,3,0,3,0,123,48%,52%
202223,AcademicYear,Multi-academy trust,WOLDS LEARNING PARTNERSHIP,16528,TR03550,10518602,10064324,Yorkshire and the Humber,143586;143587;146161,3,3,3,0,0,0,3,153,7.5,18%,82%,4%,21%,-0.4,0.6,-1.4,1.3,2.3,0.3,0.2,1.1,-0.8,-2.8,-0.4,-5.3,0.9,3.2,-1.4,-0.8,1.4,-3.1,0.1,1.2,-1,1.4,2.5,0.3,0.4,1.4,-0.7,56%,19%,63%,Average,Above average,Average,143586;143587;146161,3,3,0,0,153,18%,82%
202223,AcademicYear,Multi-academy trust,NURTURE ACADEMIES TRUST,16530,TR03606,10035639,10064281,Yorkshire and the Humber,143564;143567;143569;143571;144050;146435,6,6,5,1,0,0,6,322,7.6,SUPPMAT,SUPPMAT,74%,17%,0.8,1.5,0.1,-1.5,-0.8,-2.2,1.8,2.5,1.1,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,56%,SUPPMAT,SUPPMAT,Above average,Below average,Above average,143564;143567;143569;143571;144050;146435,6,5,1,0,322,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,STANLEY LEARNING PARTNERSHIP,16533,TR03601,10380011,10064273,North East,143585;145040;145983,3,3,3,0,0,0,3,108,7.5,58%,42%,1%,24%,3.1,4.3,1.9,0.6,1.7,-0.5,2.4,3.5,1.3,2.5,4,0.9,0.2,1.7,-1.3,1.7,3.2,0.3,4,5.9,2.2,1.2,2.9,-0.6,3.3,5.1,1.6,68%,59%,80%,Well above average,Average,Above average,143585;145040;145983;148465;148467;148874;149122,7,7,0,0,196,52%,48%
202223,AcademicYear,Multi-academy trust,BOLEYN TRUST,16534,TR03500,10488603,10064183,London,143881;143882;144140;145087;145235;145367;145627,7,7,6,1,0,0,7,546,8,43%,57%,76%,14%,3.5,4.1,3,2.5,3.1,2,3.3,3.9,2.8,3.8,4.6,2.9,2.2,3.1,1.4,2.9,3.6,2.1,3.3,4.1,2.6,2.8,3.5,2.1,3.7,4.4,3,84%,79%,87%,Well above average,Above average,Well above average,143881;143882;144140;144699;145087;145235;145367;145627,8,7,1,0,606,44%,56%
202223,AcademicYear,Multi-academy trust,EXETER LEARNING ACADEMY TRUST,16541,TR03525,10428979,10064214,South West,143188;143189;143191;143193,4,4,4,0,0,0,4,179,7.8,SUPPMAT,SUPPMAT,12%,24%,0.7,1.6,-0.3,0.7,1.6,-0.2,0,0.9,-0.9,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,67%,SUPPMAT,SUPPMAT,Average,Average,Average,143188;143189;143191;143193,4,4,0,0,179,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,THE DIOCESE OF WORCESTER MULTI ACADEMY TRUST,16557,TR03658,10390487,10064288,West Midlands,144257;144258;144259;144334;144418;144456;145837;145838;147497;147499,10,10,10,0,0,2,8,319,7.8,28%,72%,4%,19%,0.1,0.8,-0.6,-1.7,-1.1,-2.4,-0.3,0.4,-0.9,-1.4,-0.1,-2.8,-2.5,-1.2,-3.8,-2.1,-0.8,-3.3,0.8,1.6,-0.1,-1.4,-0.6,-2.2,0.4,1.2,-0.3,56%,35%,64%,Average,Below average,Average,144257;144258;144259;144334;144418;144456;145837;145838;147497;147498;147499,11,11,0,0,332,28%,72%
202223,AcademicYear,Multi-academy trust,HALES VALLEY TRUST,16562,TR03560,10476114,10064202,West Midlands,143537;143782;143783;143821;145305,5,5,2,3,0,0,5,334,7.8,34%,66%,11%,19%,-0.7,0,-1.4,-0.5,0.1,-1.2,-0.5,0.1,-1.2,-0.7,0.5,-1.8,-0.5,0.6,-1.7,-1.2,-0.1,-2.3,-0.7,0.1,-1.6,-0.5,0.3,-1.3,-0.2,0.6,-1,56%,38%,65%,Average,Average,Average,143537;143782;143783;143821;145305,5,2,3,0,334,34%,66%
202223,AcademicYear,Multi-academy trust,STOUR VALE ACADEMY TRUST,16572,TR00704,7865663,10059465,West Midlands,144301;146434;147155,3,3,1,2,0,1,2,150,7.4,46%,54%,21%,23%,2.2,3.2,1.1,2.6,3.6,1.6,2.3,3.3,1.3,2.2,3.7,0.7,2.9,4.3,1.4,1.9,3.3,0.5,2.2,3.6,0.7,2.4,3.8,1,2.7,4.1,1.3,61%,48%,72%,Above average,Above average,Above average,144301;146434;147155,3,1,2,0,150,46%,54%
202223,AcademicYear,Multi-academy trust,DIOCESE OF ST ALBANS MULTI-ACADEMY TRUST,16591,TR03616,10449374,10064166,East of England,143850;143856;144458;145426;146269,5,5,1,4,0,0,5,104,7.6,39%,61%,20%,19%,-0.2,1,-1.5,-1.1,0.1,-2.3,-1.6,-0.4,-2.8,-1.3,0.7,-3.3,-1.7,0.2,-3.6,-1.9,0,-3.8,0.5,2.1,-1.2,-0.7,0.9,-2.2,-1.5,0.1,-3,47%,40%,51%,Average,Average,Below average,139990;143850;143856;144458;145426;146269;148334;148982,8,3,5,0,192,29%,71%
202223,AcademicYear,Multi-academy trust,THE WINGS' CE TRUST,16608,TR03668,10606569,10064309,North West,144340;144371;144609,3,3,1,2,0,0,3,116,7.2,53%,47%,16%,35%,1.8,3,0.6,2.7,3.8,1.6,2.1,3.3,1,1.6,3.2,0,2.2,3.7,0.6,1.9,3.4,0.4,2,3.8,0.2,3.3,5,1.7,2.5,4.2,0.8,58%,45%,72%,Above average,Above average,Above average,144340;144371;144609,3,1,2,0,116,53%,47%
202223,AcademicYear,Multi-academy trust,EXCEED LEARNING PARTNERSHIP,16610,TR03611,10660150,10064215,Yorkshire and the Humber,140353;144077;144347;146463;147620,5,5,3,2,0,1,4,234,7.9,41%,59%,11%,20%,-0.2,0.7,-1,0.8,1.6,0,0.1,0.9,-0.7,0.3,1.6,-1,0.9,2.1,-0.4,-0.4,0.8,-1.6,-0.5,0.6,-1.5,0.7,1.8,-0.3,0.5,1.5,-0.5,71%,61%,78%,Average,Average,Average,140353;144076;144077;144347;144348;145935;146463;147620,8,4,4,0,373,39%,61%
202223,AcademicYear,Multi-academy trust,STOWE VALLEY MULTI ACADEMY TRUST,16616,TR03608,10445759,10064277,West Midlands,143468;143497;143906;144242;145393;146691,6,6,6,0,0,0,6,153,7.6,28%,72%,7%,22%,0.1,1.2,-0.9,1.8,2.8,0.8,0.1,1.1,-0.8,-0.9,1,-2.8,-0.5,1.3,-2.3,-1.4,0.4,-3.2,0.6,1.8,-0.7,2.8,4,1.6,0.8,1.9,-0.4,60%,42%,67%,Average,Above average,Average,143468;143497;143906;144242;145393;146691,6,6,0,0,153,28%,72%
202223,AcademicYear,Multi-academy trust,UTTOXETER LEARNING TRUST,16617,TR03591,10547353,10064318,West Midlands,144007;145375;145376,3,3,3,0,0,0,3,266,7.9,15%,85%,3%,19%,-0.6,0.2,-1.4,-0.7,0.1,-1.4,0.2,0.9,-0.6,-0.3,1.8,-2.3,-0.1,1.9,-2.1,-0.7,1.3,-2.7,-0.7,0.2,-1.5,-0.8,0,-1.6,0.3,1.1,-0.5,58%,41%,60%,Average,Average,Average,144007;145375;145376,3,3,0,0,266,15%,85%
202223,AcademicYear,Multi-academy trust,SEVERN BRIDGES MULTI ACADEMY TRUST,16619,TR03666,10651131,10064246,West Midlands,144202;144203;144434,3,3,3,0,0,0,3,147,7.8,SUPPMAT,SUPPMAT,7%,16%,-0.4,0.6,-1.4,-1.1,-0.1,-2.1,-0.4,0.6,-1.4,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,60%,SUPPMAT,SUPPMAT,Average,Below average,Average,144202;144203;144434,3,3,0,0,147,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,WEAVER TRUST LIMITED,16620,TR03654,10605768,10064322,North West,144058;146538;147809,3,3,2,1,0,1,2,112,7.5,SUPPMAT,SUPPMAT,2%,28%,3.5,4.7,2.3,3.6,4.7,2.4,3.4,4.5,2.3,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,75%,SUPPMAT,SUPPMAT,Well above average,Well above average,Well above average,144058;146538;147809;148459;148984,5,4,1,0,152,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,NEAT ACADEMY TRUST,16623,TR03641,10561094,10064236,North East,144269;144270;144272;144273,4,4,4,0,0,0,4,218,7.5,67%,33%,11%,29%,-1.3,-0.4,-2.2,-1,-0.2,-1.8,-1.3,-0.5,-2.1,-1.2,-0.1,-2.2,-1.3,-0.2,-2.3,-1.7,-0.7,-2.7,-1.6,-0.1,-3.1,-0.4,1,-1.9,-0.4,1,-1.8,52%,47%,63%,Below average,Below average,Below average,144269;144270;144272;144273,4,4,0,0,218,67%,33%
202223,AcademicYear,Multi-academy trust,RURAL CHURCH SCHOOLS ACADEMY TRUST,16625,TR03554,10646689,10064250,North West,143155;143158;143872,3,3,3,0,0,0,3,45,8.1,18%,82%,2%,22%,-0.1,1.8,-1.9,-0.8,1,-2.6,-1.5,0.2,-3.3,-1.4,3,-5.7,0.1,4.3,-4.1,-5,-0.9,-9.1,0.2,2.3,-1.8,-1,1,-3,-0.8,1.2,-2.7,62%,38%,68%,Average,Average,Average,143155;143158;143872,3,3,0,0,45,18%,82%
202223,AcademicYear,Multi-academy trust,GENESIS EDUCATION TRUST,16630,TR03188,10653595,10064209,London,144035;144238;144239,3,3,3,0,0,0,3,170,8.5,23%,77%,35%,10%,0.6,1.6,-0.3,2.1,3.1,1.2,3.2,4.1,2.3,-0.6,1.4,-2.7,1.5,3.4,-0.5,2.1,4,0.2,1,2.1,-0.1,2.3,3.4,1.3,3.5,4.6,2.5,88%,77%,91%,Average,Above average,Well above average,144035;144238;144239,3,3,0,0,170,23%,77%
202223,AcademicYear,Multi-academy trust,BOSCO CATHOLIC EDUCATION TRUST,16631,TR03680,10573272,10064181,South East,144401;146786;147937,3,3,2,1,0,1,2,123,7.5,SUPPMAT,SUPPMAT,30%,24%,0.7,1.9,-0.5,1.5,2.7,0.4,0,1.1,-1.2,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,56%,SUPPMAT,SUPPMAT,Average,Above average,Average,144401;146786;147937,3,2,1,0,123,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,INMAT,16636,TR03660,10427291,10064196,East Midlands,144170;144173;144177;144318;144393;144683;145446;146528,8,8,7,1,0,0,8,420,7.7,SUPPMAT,SUPPMAT,27%,13%,0.3,0.9,-0.3,-1.2,-0.6,-1.8,0.7,1.3,0.1,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,56%,SUPPMAT,SUPPMAT,Average,Below average,Above average,144170;144173;144177;144318;144393;144683;145446;146528,8,7,1,0,420,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,ORWELL MULTI ACADEMY TRUST,16641,TR03699,10650092,10064238,East of England,144212;144216;144217;145835;146532,5,5,4,1,0,0,5,201,7.5,SUPPMAT,SUPPMAT,27%,25%,-1.1,-0.2,-2,0.3,1.1,-0.6,-1.1,-0.2,-1.9,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,52%,SUPPMAT,SUPPMAT,Below average,Average,Below average,144212;144216;144217;145835;146532,5,4,1,0,201,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,EXCELSIOR MULTI ACADEMY TRUST,16643,TR01606,8314293,10060213,West Midlands,139162;141610;144390;146696,4,4,3,1,0,0,4,264,7.6,58%,42%,36%,18%,-0.5,0.3,-1.3,0.6,1.3,-0.2,1.2,2,0.5,-0.6,0.4,-1.7,0.6,1.6,-0.4,1,1.9,0,-0.3,0.9,-1.5,0.6,1.7,-0.6,1.6,2.7,0.4,61%,55%,68%,Average,Average,Above average,139162;141610;144390;146696,4,3,1,0,264,58%,42%
202223,AcademicYear,Multi-academy trust,THE HAWKSMOOR LEARNING TRUST,16647,TR01508,7489127,10058469,East Midlands,136480;144394;145903,3,3,1,1,1,0,3,152,8.1,11%,89%,3%,19%,0.4,1.4,-0.6,0.7,1.6,-0.3,0.9,1.9,0,0.1,3.1,-2.9,0.3,3.1,-2.6,-0.7,2.1,-3.5,0.5,1.5,-0.6,0.7,1.8,-0.3,1.1,2.1,0.1,69%,41%,73%,Average,Average,Average,136480;144394;145903,3,1,1,1,152,11%,89%
202223,AcademicYear,Multi-academy trust,MAGNA LEARNING PARTNERSHIP,16649,TR02045,7865850,10059466,South West,139386;146808;148024,3,3,2,1,0,2,1,81,7.6,26%,74%,6%,28%,0.7,2.1,-0.7,0.6,1.9,-0.7,-0.8,0.5,-2.2,-0.4,2.3,-3,0.4,3,-2.2,-2.3,0.3,-4.9,1.1,2.7,-0.6,0.7,2.2,-0.9,-0.4,1.2,-1.9,62%,31%,73%,Average,Average,Average,139386;146808;148024;148173;149207,5,4,1,0,185,28%,72%
202223,AcademicYear,Multi-academy trust,QEGSMAT,16650,TR01710,7698914,10059103,East Midlands,143622;143953;143968,3,3,2,1,0,0,3,89,7.2,SUPPMAT,SUPPMAT,1%,29%,-3.4,-2.1,-4.8,-3,-1.7,-4.3,-2.7,-1.4,-4,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,34%,SUPPMAT,SUPPMAT,Well below average,Well below average,Below average,143622;143953;143968;147572,4,3,1,0,114,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,HANLEY AND UPTON EDUCATIONAL TRUST,16652,TR00958,7690414,10058984,West Midlands,144256;144262;146678,3,3,3,0,0,0,3,90,7.7,24%,76%,3%,12%,0,1.3,-1.3,-0.6,0.6,-1.9,0.8,2,-0.5,0.4,3,-2.3,-0.1,2.4,-2.6,0.4,2.9,-2.1,-0.2,1.4,-1.7,-0.8,0.7,-2.3,0.9,2.3,-0.5,57%,41%,62%,Average,Average,Average,144256;144262;146678,3,3,0,0,90,24%,76%
202223,AcademicYear,Multi-academy trust,WAVENEY VALLEY ACADEMIES TRUST,16656,TR01927,7682294,10058936,East of England,145559;147567;148119,3,3,2,1,0,2,1,156,7.1,60%,40%,13%,22%,-2.4,-1.4,-3.4,-3.6,-2.7,-4.6,-3.4,-2.5,-4.4,-3.2,-1.9,-4.5,-5.3,-4.1,-6.5,-4.1,-2.9,-5.3,-1.2,0.3,-2.8,-1.1,0.4,-2.6,-2.4,-0.9,-3.9,32%,21%,49%,Below average,Well below average,Well below average,145559;147567;148119;148824,4,3,1,0,166,57%,43%
202223,AcademicYear,Multi-academy trust,TANDRIDGE LEARNING TRUST,16675,TR02394,8248059,10060113,South East,144229;144230;144231;144232,4,4,4,0,0,0,4,127,7.7,24%,76%,5%,29%,-0.7,0.5,-1.8,-0.2,0.9,-1.2,-1.6,-0.5,-2.7,-1.7,0.6,-4,-1.7,0.5,-4,-3.5,-1.3,-5.7,-0.4,0.9,-1.6,0.3,1.5,-0.9,-1,0.2,-2.2,60%,23%,71%,Average,Average,Below average,144229;144230;144231;144232,4,4,0,0,127,24%,76%
