TIME_PERIOD,TIME_IDENTIFIER,TRUST_GROUP_TYPE,TRUST_NAME,TRUST_UID,TRUST_ID,TRUST_COMPANIES_HOUSE_NUMBER,TRUST_UKPRN,TRUST_LEADREGION,INSTITUTIONS_MATPTINC,NUMINST_MATPTINC,NUMINST_FSM6CLA1A_MATPTINC,NUMINST_CONVERTER_MATPTINC,NUMINST_SPONSOR_MATPTINC,NUMINST_FREE_MATPTINC,NUMINST_3_MATPTINC,NUMINST_4PLUS_MATPTINC,TELIG_MATPTINC,KS1APS_MATPTINC,PFSM6CLA1A_MATPTINC,PNOTFSM6CLA1A_MATPTINC,PEALGRP2_MATPTINC,PSEN_MATPTINC,READ_PROGSCORE_EM_ADJ_WGTAVG,READ_PROGSCORE_ADJ_UPPER,READ_PROGSCORE_ADJ_LOWER,WRIT_PROGSCORE_EM_ADJ_WGTAVG,WRIT_PROGSCORE_ADJ_UPPER,WRIT_PROGSCORE_ADJ_LOWER,MAT_PROGSCORE_EM_ADJ_WGTAVG,MAT_PROGSCORE_ADJ_UPPER,MAT_PROGSCORE_ADJ_LOWER,READ_PROGSCORE_EM_ADJ_WGTAVG_FSM6CLA1A,READ_PROGSCORE_ADJ_UPPER_FSM6CLA1A,READ_PROGSCORE_ADJ_LOWER_FSM6CLA1A,WRIT_PROGSCORE_EM_ADJ_WGTAVG_FSM6CLA1A,WRIT_PROGSCORE_ADJ_UPPER_FSM6CLA1A,WRIT_PROGSCORE_ADJ_LOWER_FSM6CLA1A,MAT_PROGSCORE_EM_ADJ_WGTAVG_FSM6CLA1A,MAT_PROGSCORE_ADJ_UPPER_FSM6CLA1A,MAT_PROGSCORE_ADJ_LOWER_FSM6CLA1A,READ_PROGSCORE_EM_ADJ_WGTAVG_NOTFSM6CLA1A,READ_PROGSCORE_ADJ_UPPER_NOTFSM6CLA1A,READ_PROGSCORE_ADJ_LOWER_NOTFSM6CLA1A,WRIT_PROGSCORE_EM_ADJ_WGTAVG_NOTFSM6CLA1A,WRIT_PROGSCORE_ADJ_UPPER_NOTFSM6CLA1A,WRIT_PROGSCORE_ADJ_LOWER_NOTFSM6CLA1A,MAT_PROGSCORE_EM_ADJ_WGTAVG_NOTFSM6CLA1A,MAT_PROGSCORE_ADJ_UPPER_NOTFSM6CLA1A,MAT_PROGSCORE_ADJ_LOWER_NOTFSM6CLA1A,PRWM_EXP_WGTAVG,PRWM_EXP_WGTAVG_FSM6CLA1A,PRWM_EXP_WGTAVG_NOTFSM6CLA1A,READ_PROGSCORE_BANDING,WRIT_PROGSCORE_BANDING,MAT_PROGSCORE_BANDING,INSTITUTIONS_INMAT,NUMINST_INMAT,NUMINST_CONVERTER_INMAT,NUMINST_SPONSOR_INMAT,NUMINST_FREE_INMAT,TELIG_INMAT,PFSM6CLA1A_INMAT,PNOTFSM6CLA1A_INMAT
202223,AcademicYear,Multi-academy trust,ROYAL WOOTTON BASSETT ACADEMY TRUST,16676,TR01828,7569743,10058663,South West,140224;146421;147091,3,3,1,1,1,2,1,127,8.1,SUPPMAT,SUPPMAT,7%,24%,-2.7,-1.5,-3.8,-1.6,-0.5,-2.6,-5.3,-4.2,-6.4,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,40%,SUPPMAT,SUPPMAT,Below average,Below average,Well below average,140224;146421;147091,3,1,1,1,127,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,HORIZON ACADEMY TRUST,16679,TR00195,8411590,10060330,Yorkshire and the Humber,139508;140437;140587;144674;147259;147270,6,6,5,1,0,0,6,394,7.8,SUPPMAT,SUPPMAT,6%,19%,-0.2,0.4,-0.8,1.3,1.9,0.7,0.1,0.7,-0.5,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,63%,SUPPMAT,SUPPMAT,Average,Above average,Average,139508;140437;140587;144674;147259;147270;149259,7,6,1,0,427,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,IMPACT EDUCATION MULTI ACADEMY TRUST,16681,TR00943,8529006,10060453,Yorkshire and the Humber,140326;146677;147884;148134,4,4,2,2,0,2,2,190,7.2,SUPPMAT,SUPPMAT,57%,12%,0.5,1.5,-0.4,1.7,2.5,0.8,2.5,3.4,1.7,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,60%,SUPPMAT,SUPPMAT,Average,Above average,Above average,140326;146677;147884;148134,4,2,2,0,190,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,THE CHALLENGE ACADEMY TRUST,16682,TR03727,10689247,10064284,North West,144798;145710;147636;147637,4,4,4,0,0,2,2,201,8,SUPPMAT,SUPPMAT,8%,16%,0.2,1.1,-0.7,0,0.9,-0.8,0.9,1.7,0,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,68%,SUPPMAT,SUPPMAT,Average,Average,Average,144798;145710;147636;147637,4,4,0,0,201,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,HEART ACADEMIES TRUST,16683,TR00165,6969741,10058270,East of England,144528;144545;144546,3,3,3,0,0,0,3,200,6.9,34%,66%,57%,30%,1.6,2.6,0.7,-1.3,-0.4,-2.2,1.8,2.7,0.9,0.3,1.8,-1.3,-2.5,-1,-4,0.4,1.9,-1.1,2.4,3.6,1.2,-0.7,0.5,-1.8,2.6,3.7,1.4,38%,28%,44%,Above average,Below average,Above average,144528;144545;144546,3,3,0,0,200,34%,66%
202223,AcademicYear,Multi-academy trust,OAK TREES MULTI ACADEMY TRUST,16687,TR03540,10641561,10064639,North West,143501;143502;143503;143504;143505,5,5,5,0,0,0,5,254,7.8,25%,75%,4%,20%,1.7,2.5,0.9,0.3,1.1,-0.4,2,2.8,1.3,1.2,2.8,-0.3,0.4,1.9,-1.1,1.9,3.3,0.4,1.9,2.8,1,0.3,1.2,-0.6,2.1,2.9,1.2,69%,53%,74%,Above average,Average,Above average,143501;143502;143503;143504;143505;148292,6,6,0,0,322,24%,76%
202223,AcademicYear,Multi-academy trust,SOUTHERLY POINT CO-OPERATIVE MULTI-ACADEMY TRUST,16689,TR03465,10552443,10064638,South West,140630;140632;140635;140642;143967;143975;143977;143980;143985;143992;143994;143996;143998;144003,14,12,14,0,0,0,14,249,7.6,20%,80%,1%,24%,0.3,1.1,-0.5,-0.4,0.3,-1.2,-1.1,-0.3,-1.8,0,1.8,-1.7,-1,0.7,-2.7,-2.2,-0.6,-3.9,0.4,1.3,-0.5,-0.3,0.6,-1.1,-0.8,0.1,-1.6,50%,34%,54%,Average,Average,Below average,140630;140632;140635;140642;143967;143975;143977;143980;143985;143992;143994;143996;143998;144003,14,14,0,0,249,20%,80%
202223,AcademicYear,Multi-academy trust,INSPIRE PARTNERSHIP ACADEMY TRUST,16696,TR03522,10421212,10064647,London,140113;143178;143592;143593;143594;145112;145926;147769;147971,9,9,6,3,0,4,5,626,7.7,47%,53%,29%,23%,-1.8,-1.3,-2.3,1.5,2,1.1,0.5,1,0.1,-2.3,-1.5,-3,1.1,1.8,0.4,-0.7,-0.1,-1.4,-1.3,-0.6,-2,2,2.7,1.3,1.7,2.4,1.1,60%,52%,66%,Below average,Above average,Above average,140113;143178;143592;143593;143594;145112;145926;147769;147971,9,6,3,0,626,47%,53%
202223,AcademicYear,Multi-academy trust,CHRIST CHURCH CHURCH OF ENGLAND MULTI ACADEMY TRUST,16697,TR03715,10762038,10064618,North West,144408;145560;147159,3,3,1,2,0,0,3,109,7.4,SUPPMAT,SUPPMAT,18%,27%,1.8,3,0.6,0.8,1.9,-0.4,1.9,3,0.8,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,64%,SUPPMAT,SUPPMAT,Above average,Average,Above average,144408;145560;147159,3,1,2,0,109,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,EMPOWERING MINDS ACADEMY TRUST,16699,TR03679,10668193,10064621,Yorkshire and the Humber,144410;144411;144412;144539;147797,5,5,5,0,0,1,4,201,7.7,29%,71%,11%,18%,0.6,1.5,-0.3,1,1.8,0.2,1,1.8,0.1,0.2,1.9,-1.4,0.7,2.3,-0.8,0,1.6,-1.5,0.8,1.8,-0.3,1.1,2.1,0.1,1.3,2.3,0.3,70%,47%,79%,Average,Above average,Above average,144410;144411;144412;144539;147797,5,5,0,0,201,29%,71%
202223,AcademicYear,Multi-academy trust,HAMWIC EDUCATION TRUST,16700,TR03659,10749662,10064620,South East,138910;139632;139747;140263;141494;141728;142602;143314;143477;144602;144873;144874;145068;145222;145456;146475;146490,17,17,14,3,0,0,17,1217,7.7,32%,68%,18%,14%,-0.7,-0.4,-1.1,-1.3,-0.9,-1.6,-1.2,-0.9,-1.5,-1.9,-1.3,-2.5,-2.4,-1.8,-3,-2.6,-2,-3.2,-0.2,0.3,-0.6,-0.7,-0.3,-1.2,-0.5,-0.1,-0.9,53%,33%,62%,Below average,Below average,Below average,138910;139632;139747;140263;141494;141728;142602;143314;143477;144602;144873;144874;145068;145222;145456;146475;146490;148926,18,15,3,0,1256,33%,67%
202223,AcademicYear,Multi-academy trust,SDBE MULTI-ACADEMY TRUST,16702,TR03761,10385920,10066115,London,144889;144939;144941;144994;145614;145615;145616;145621;146669,9,9,7,2,0,0,9,314,8,SUPPMAT,SUPPMAT,28%,23%,1.2,1.9,0.5,0.4,1.1,-0.3,0.8,1.5,0.1,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,69%,SUPPMAT,SUPPMAT,Above average,Average,Above average,144889;144939;144941;144994;145614;145615;145616;145621;146669;149113,10,8,2,0,429,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,INSPIRING PRIMARIES ACADEMY TRUST,16705,TR00853,8540699,10060459,East Midlands,139854;144108;144110;144111;144112;144113;144114;144115;144116,9,7,9,0,0,0,9,211,7.9,16%,84%,2%,24%,0.4,1.3,-0.5,-1.3,-0.5,-2.2,-0.8,0,-1.6,-2,0.3,-4.2,-2.9,-0.8,-5,-1.9,0.2,-4,0.8,1.8,-0.1,-1,-0.1,-1.9,-0.6,0.3,-1.5,59%,38%,63%,Average,Below average,Average,139854;144108;144110;144111;144112;144113;144114;144115;144116,9,9,0,0,211,16%,84%
202223,AcademicYear,Multi-academy trust,SHERBORNE AREA SCHOOLS' TRUST,16706,TR02267,8130468,10059883,South West,141798;141810;144299;144413;144414;144415;144416;144417;144951;146896;147141;147145,12,12,11,1,0,3,9,331,7.7,25%,75%,5%,21%,-0.7,-0.1,-1.4,0.1,0.7,-0.6,-1.6,-0.9,-2.2,-1.6,-0.3,-3,-1.4,-0.1,-2.7,-3.1,-1.8,-4.4,-0.4,0.4,-1.2,0.6,1.3,-0.2,-1.1,-0.3,-1.8,51%,33%,56%,Below average,Average,Below average,141798;141810;144299;144413;144414;144415;144416;144417;144951;146896;147141;147145,12,11,1,0,331,25%,75%
202223,AcademicYear,Multi-academy trust,ELEVATE MULTI ACADEMY TRUST,16722,TR03690,10814201,10064617,Yorkshire and the Humber,144163;144168;144429;144840;145369;145370;146003;147095;147097;147762;147763,11,11,9,2,0,4,7,340,8,20%,80%,3%,24%,0.2,0.9,-0.5,1.7,2.4,1.1,-0.1,0.5,-0.7,-0.8,0.7,-2.3,-0.2,1.2,-1.7,-1.2,0.3,-2.6,0.5,1.2,-0.3,2.2,3,1.5,0.2,0.9,-0.5,67%,47%,71%,Average,Above average,Average,144163;144168;144429;144840;145369;145370;146003;147095;147097;147762;147763;148233,12,9,3,0,348,20%,80%
202223,AcademicYear,Multi-academy trust,ST GREGORY THE GREAT CATHOLIC ACADEMY TRUST,16724,TR03734,10785982,10064636,Yorkshire and the Humber,144824;147482;147483;147485;147486;147487,6,6,5,1,0,5,1,242,7.6,SUPPMAT,SUPPMAT,30%,17%,0.7,1.5,-0.2,2.1,2.9,1.3,1.6,2.3,0.8,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,68%,SUPPMAT,SUPPMAT,Average,Above average,Above average,144824;147482;147483;147484;147485;147486;147487;148739,8,7,1,0,300,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,THE COMPASS PARTNERSHIP OF SCHOOLS,16726,TR03593,10360957,10064633,London,143596;143597;143598;143599;143601,5,5,5,0,0,0,5,270,7.8,34%,66%,29%,27%,0.1,0.8,-0.7,1,1.7,0.2,1.1,1.8,0.4,-0.2,1.1,-1.5,1.3,2.5,0,0.2,1.4,-1.1,0.2,1.1,-0.8,0.8,1.7,-0.1,1.6,2.5,0.7,73%,68%,75%,Average,Above average,Above average,138901;138911;142935;143538;143596;143597;143598;143599;143601;148615,10,7,3,0,557,29%,71%
202223,AcademicYear,Multi-academy trust,VISION MULTI ACADEMY TRUST,16728,TR03713,10782002,10065211,North West,144572;144575;144593,3,3,3,0,0,0,3,159,7.5,SUPPMAT,SUPPMAT,35%,18%,1.1,2,0.1,-0.3,0.6,-1.3,1.4,2.4,0.5,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,60%,SUPPMAT,SUPPMAT,Above average,Average,Above average,144572;144575;144593;148867,4,4,0,0,190,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,THE KEYS ACADEMY TRUST,16732,TR03729,10818575,10064629,South East,144571;144637;145285;147377;147378;147379;147580,7,7,6,1,0,1,6,292,8,10%,90%,20%,15%,1.5,2.3,0.7,0,0.8,-0.7,1,1.7,0.2,-2.8,-0.5,-5.2,-2.8,-0.6,-5,-2.9,-0.7,-5.2,2,2.9,1.2,0.4,1.2,-0.4,1.4,2.2,0.7,66%,33%,70%,Above average,Average,Above average,144571;144637;145285;147377;147378;147379;147580,7,6,1,0,292,10%,90%
202223,AcademicYear,Multi-academy trust,OUR COMMUNITY MULTI ACADEMY TRUST,16746,TR03750,10842747,10065212,South East,144867;144868;144869,3,3,3,0,0,0,3,132,7.9,14%,86%,11%,24%,0.7,1.8,-0.4,1.6,2.6,0.5,-0.4,0.7,-1.4,1.4,4.4,-1.5,2.9,5.7,0.1,-1.4,1.3,-4.2,0.5,1.7,-0.7,1.3,2.5,0.2,-0.2,0.9,-1.3,65%,53%,67%,Average,Above average,Average,137467;137481;137483;139810;141660;142347;144867;144868;144869,9,7,2,0,261,23%,77%
202223,AcademicYear,Multi-academy trust,PICKWICK ACADEMY TRUST,16750,TR00582,7557894,10058613,South West,136630;141272;144704;144705;147595,5,5,4,1,0,1,4,291,7.7,SUPPMAT,SUPPMAT,3%,24%,0.1,0.8,-0.7,-0.4,0.3,-1.1,-0.2,0.5,-0.9,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,57%,SUPPMAT,SUPPMAT,Average,Average,Average,136630;141272;144704;144705;147595;148677;148678;148680,8,7,1,0,390,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,AVONREACH ACADEMY TRUST,16753,TR01639,7665364,10058875,West Midlands,144457;144586;144859,3,2,3,0,0,0,3,93,8.1,NELIG,88%,1%,18%,-1.3,0,-2.6,-0.6,0.6,-1.9,-1.2,0.1,-2.4,NELIG,NELIG,NELIG,NELIG,NELIG,NELIG,NELIG,NELIG,NELIG,-1.2,0.2,-2.6,-0.5,0.8,-1.9,-1.1,0.2,-2.4,62%,45%,65%,Average,Average,Average,144457;144586;144859,3,3,0,0,93,12%,88%
202223,AcademicYear,Multi-academy trust,QUALITY FIRST EDUCATION TRUST,16754,TR00177,7768645,10059304,London,137563;144621;145030;145204,4,4,3,1,0,0,4,215,8,27%,73%,29%,25%,1.9,2.8,1,2.5,3.4,1.7,1.7,2.5,0.9,-1.1,0.6,-2.8,1.7,3.3,0.1,0.3,1.9,-1.3,3,4,2,2.8,3.8,1.9,2.2,3.2,1.3,73%,44%,84%,Above average,Above average,Above average,137563;144621;145030;145204,4,3,1,0,215,27%,73%
202223,AcademicYear,Multi-academy trust,FOUR CS MAT,16757,TR00088,7333133,10058314,East of England,139370;145787;146753,3,3,2,1,0,0,3,308,7.4,33%,67%,47%,17%,1.2,1.9,0.5,0,0.7,-0.7,2,2.7,1.3,0.9,2.1,-0.4,-0.9,0.3,-2.2,1.5,2.7,0.3,1.4,2.3,0.5,0.4,1.3,-0.4,2.3,3.1,1.5,58%,45%,64%,Above average,Average,Above average,139370;145787;146753,3,2,1,0,308,33%,67%
202223,AcademicYear,Multi-academy trust,BISHOP BEWICK CATHOLIC EDUCATION TRUST,16761,TR01843,7841435,10059424,North East,141832;144971;145624,3,3,2,1,0,1,2,79,7.9,56%,44%,24%,13%,-0.6,0.8,-2,0.4,1.8,-0.9,1.4,2.7,0.1,-1.1,0.7,-3,-0.3,1.5,-2.1,1.1,2.8,-0.7,0,2.1,-2.1,1.3,3.3,-0.7,1.7,3.7,-0.2,69%,63%,76%,Average,Average,Above average,141832;144971;145624;148269;148270;148271;148272;148273;148282;148283;148443;148444;148445;148446;148447;148448;148449;148450;148451;148503;148504;148811;148812;148813;148814;148815;148816;148977;148978;148979;148980;148981,32,31,1,0,1020,33%,67%
202223,AcademicYear,Multi-academy trust,AGORA LEARNING PARTNERSHIP,16768,TR03710,10290954,10066099,East of England,144903;144904;144905;144906;144907;144908;145257;145351;145352,9,9,9,0,0,0,9,398,7.9,SUPPMAT,SUPPMAT,28%,19%,-0.1,0.5,-0.7,0.2,0.8,-0.4,1.1,1.7,0.5,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,68%,SUPPMAT,SUPPMAT,Average,Average,Above average,144903;144904;144905;144906;144907;144908;145257;145351;145352,9,9,0,0,398,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,THE TAPSCOTT LEARNING TRUST,16781,TR03662,10679504,10066128,London,144139;144141;144142;146915,4,4,4,0,0,0,4,308,8.1,46%,54%,65%,15%,-0.8,-0.1,-1.6,1,1.7,0.3,1.2,1.9,0.5,-1,0.1,-2.1,0.6,1.6,-0.5,0.9,1.9,-0.1,-0.7,0.3,-1.7,1.5,2.4,0.5,1.5,2.5,0.6,70%,63%,77%,Below average,Above average,Above average,144139;144141;144142;146915,4,4,0,0,308,46%,54%
202223,AcademicYear,Multi-academy trust,HORNCHURCH ACADEMY TRUST,16795,TR03742,10760863,10066100,London,138944;144590;144596,3,3,3,0,0,0,3,235,7.9,20%,80%,18%,14%,1.9,2.8,1.1,2.5,3.3,1.7,2,2.8,1.2,0.8,2.6,-1,1.2,2.9,-0.5,-0.1,1.5,-1.8,2.2,3.1,1.3,2.8,3.7,2,2.6,3.4,1.7,75%,67%,78%,Above average,Above average,Above average,138944;144590;144596,3,3,0,0,235,20%,80%
202223,AcademicYear,Multi-academy trust,IVY LEARNING TRUST,16797,TR03766,10874173,10066101,East of England,138215;143199;143202;145522;145968;146359;146868;147879,8,8,7,1,0,2,6,408,7.7,38%,63%,42%,17%,-0.7,0,-1.3,1.2,1.8,0.6,0.6,1.2,0,-1.4,-0.4,-2.5,0.8,1.8,-0.2,-1.2,-0.2,-2.1,-0.2,0.6,-1,1.5,2.2,0.7,1.7,2.4,0.9,60%,42%,71%,Average,Above average,Average,138215;140708;143199;143202;145522;145968;146359;146868;147879;148989,10,9,1,0,501,33%,67%
202223,AcademicYear,Multi-academy trust,KALEIDOSCOPE MULTI ACADEMY TRUST,16798,TR03767,10885386,10066102,South West,143464;144919;144920;144921;144923;144924;144928,7,7,7,0,0,0,7,344,7.7,SUPPMAT,SUPPMAT,12%,16%,-1.2,-0.5,-1.9,-0.9,-0.2,-1.6,-0.6,0,-1.3,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,56%,SUPPMAT,SUPPMAT,Below average,Below average,Average,143464;144919;144920;144921;144923;144924;144928,7,7,0,0,344,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,PRESTON HEDGES ACADEMY TRUST,16816,TR01672,8282041,10060156,East Midlands,139039;144758;146283,3,3,1,1,1,0,3,130,8.2,13%,87%,11%,6%,0.3,1.3,-0.8,3.1,4.2,2.1,1.4,2.5,0.4,1,4,-2,2.4,5.2,-0.5,1.3,4.1,-1.5,0.1,1.3,-1,3.3,4.4,2.2,1.5,2.6,0.4,76%,71%,77%,Average,Well above average,Above average,139039;144758;146283;148229,4,1,2,1,159,15%,85%
202223,AcademicYear,Multi-academy trust,XP SCHOOL TRUST LIMITED,16822,TR02952,8344767,10060272,Yorkshire and the Humber,144656;147130;147576,3,3,3,0,0,1,2,180,7.4,38%,62%,12%,34%,-1.4,-0.5,-2.4,NELIG,NELIG,NELIG,-0.3,0.6,-1.1,-1.6,-0.1,-3.2,NELIG,NELIG,NELIG,-1.6,-0.2,-3,-1.3,-0.1,-2.5,NELIG,NELIG,NELIG,0.5,1.6,-0.6,34%,23%,40%,Below average,Well below average,Average,144656;147130;147576;148408,4,4,0,0,232,39%,61%
202223,AcademicYear,Multi-academy trust,HUMBER EDUCATION TRUST,16827,TR01415,8682547,10060594,Yorkshire and the Humber,139511;139512;140246;140247;140275;140902;140906;144669;144670;144672;144676;144677,12,12,11,1,0,3,9,612,7.7,41%,59%,18%,21%,1.4,1.9,0.9,1.8,2.3,1.3,2,2.5,1.5,1.8,2.6,1,1.4,2.1,0.6,1.7,2.4,0.9,1.1,1.8,0.5,2.1,2.7,1.5,2.2,2.9,1.6,70%,60%,77%,Above average,Above average,Above average,139511;139512;140246;140247;140275;140902;140906;144669;144670;144672;144676;144677,12,11,1,0,612,41%,59%
202223,AcademicYear,Multi-academy trust,BIRMINGHAM DIOCESAN MULTI-ACADEMY TRUST,16828,TR03806,10729883,10066089,West Midlands,138432;138433;139126;139127;139174;139267;139269;140125;140139;140152;140153;140463;142358;143439;146107;146171;148084,17,17,11,6,0,1,16,533,7.6,44%,56%,27%,18%,-0.1,0.5,-0.7,-0.2,0.3,-0.7,-0.1,0.5,-0.6,-0.7,0.1,-1.6,-0.6,0.2,-1.4,-0.8,0,-1.6,0.4,1.1,-0.4,0.1,0.9,-0.6,0.5,1.2,-0.2,56%,51%,60%,Average,Average,Average,138432;138433;139126;139127;139174;139267;139269;140125;140139;140152;140153;140462;140463;142358;143439;146107;146171;148084,18,12,6,0,593,42%,58%
202223,AcademicYear,Multi-academy trust,EXTEND LEARNING ACADEMIES NETWORK,16847,TR03803,10896504,10066097,South West,144917;144918;144922;144925;144926;144927;145492;146066,8,8,7,1,0,0,8,426,7.4,42%,58%,7%,25%,-0.1,0.5,-0.7,-1.1,-0.5,-1.7,-1.3,-0.7,-1.9,-0.5,0.4,-1.5,-1.7,-0.8,-2.6,-1.7,-0.8,-2.6,0.2,1,-0.6,-0.7,0.1,-1.5,-1,-0.3,-1.8,46%,33%,54%,Average,Below average,Below average,144917;144918;144922;144925;144926;144927;145492;146066,8,7,1,0,426,42%,58%
202223,AcademicYear,Multi-academy trust,ST TERESA OF CALCUTTA CATHOLIC ACADEMY TRUST,16849,TR03764,10856800,10066118,North West,144934;144982;147631,3,3,1,2,0,1,2,95,7.4,49%,51%,20%,19%,0.4,1.8,-0.9,2.6,4,1.3,1.7,3,0.4,-0.4,1.6,-2.4,2.1,4,0.2,1.3,3.2,-0.5,1.3,3.2,-0.7,3.2,5,1.3,2.1,3.9,0.3,62%,49%,75%,Average,Above average,Above average,144934;144982;147631;147941,4,1,3,0,124,44%,56%
202223,AcademicYear,Multi-academy trust,TEMPLEFIELDS MULTI-ACADEMY TRUST,16850,TR03716,10859069,10066121,East of England,144663;144664;144665,3,3,3,0,0,0,3,117,7.4,37%,63%,17%,18%,2.3,3.4,1.1,1.8,2.9,0.7,2.9,4,1.8,1.6,3.5,-0.3,0.7,2.5,-1.1,1.1,2.8,-0.7,2.7,4.2,1.2,2.5,3.9,1,4,5.4,2.6,66%,56%,72%,Above average,Above average,Above average,144663;144664;144665,3,3,0,0,117,37%,63%
202223,AcademicYear,Multi-academy trust,OXFORD DIOCESAN BUCKS SCHOOLS TRUST,16855,TR03770,10943040,10066109,South East,145032;145033;145069;145216;145422;146048;147269;147488;147807;147876,10,8,9,1,0,3,7,399,8.1,15%,85%,23%,17%,1.2,1.9,0.6,1.2,1.8,0.6,0.5,1.1,-0.1,0.1,1.7,-1.6,-0.3,1.3,-2,-1.5,0.1,-3,1.4,2.1,0.7,1.4,2.1,0.8,0.9,1.5,0.2,71%,46%,75%,Above average,Above average,Average,145032;145033;145069;145216;145422;146048;147269;147488;147807;147876,10,9,1,0,399,15%,85%
202223,AcademicYear,Multi-academy trust,THE GRAND UNION PARTNERSHIP,16857,TR03819,10768218,10066123,South East,144424;145043;146009,3,3,3,0,0,0,3,185,7.7,SUPPMAT,SUPPMAT,39%,16%,0.3,1.3,-0.7,1.1,2,0.2,0.8,1.7,-0.1,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,61%,SUPPMAT,SUPPMAT,Average,Above average,Average,144424;145043;146009;149061,4,4,0,0,248,SUPPMAT,SUPPMAT
