RECTYPE,LEA,ESTAB,URN,SCHNAME,NFTYPE,FEEDER,ICLOSE,ALL_BAND,ALL_SCORE,ALL_UPPER,ALL_LOWER,ALL_COHORT,ALL_PROGRESSED,ALL_APPREN,ALL_HE,ALL_TOP3RD,ALL_RUSSELL,ALL_OXBRIDGE,ALL_HTECH,ACADAGEN_COHORT,ACADAGEN_PROGRESSED,ACADAGEN_SCORE,ACADAGEN_UPPER,ACADAGEN_LOWER,ACADAGEN_BAND,TLEV_COHORT,TLEV_PROGRESSED,TLEV_SCORE,TLEV_UPPER,TLEV_LOWER,TLEV_BAND,OTHER_COHORT,OTHER_PROGRESSED,OTHER_SCORE,OTHER_UPPER,OTHER_LOWER,OTHER_BAND,DIS_PROGRESSED,DIS_APPREN,DIS_HE,DIS_TOP3RD,DIS_RUSSELL,DIS_OXBRIDGE,DIS_HTECH
1,891,4635,137159,The National CofE Academy,ACC,0,0,3,-3,6,-12,70,71%,3%,67%,20%,17%,0%,1%,66,71%,-4,5,-13,3,4,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,891,4669,145643,The Minster School,ACC,0,0,3,3,9,-3,169,84%,4%,78%,40%,35%,4%,2%,169,84%,3,9,-3,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,58%,8%,50%,8%,8%,0%,0%
1,891,4700,138810,Christ The King Voluntary Academy,ACC,0,0,3,14,27,0,41,90%,0%,83%,27%,22%,0%,7%,41,90%,14,26,1,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,891,4756,140698,All Saints Catholic Voluntary Academy,ACC,0,0,3,3,13,-7,68,82%,3%,76%,29%,26%,3%,3%,68,82%,3,12,-6,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,83%,0%,83%,17%,17%,0%,0%
1,891,5401,136291,George Spencer Academy,ACC,0,0,3,-1,6,-8,136,77%,4%,71%,23%,21%,1%,1%,128,78%,-2,4,-8,3,8,63%,17,50,-16,3,0,0%,NA,NA,NA,NA,90%,0%,90%,20%,20%,SUPP,0%
1,891,6905,135583,Samworth Church Academy,AC,0,0,3,5,16,-6,52,81%,0%,75%,29%,27%,0%,6%,48,85%,7,18,-4,3,4,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,67%,0%,67%,44%,44%,0%,0%
1,891,8003,130777,West Nottinghamshire College,General Further Education College,0,0,4,-12,-8,-15,596,43%,2%,37%,4%,4%,0%,4%,234,56%,-14,-8,-19,4,212,34%,-9,-2,-15,4,150,35%,-12,-4,-19,4,35%,0%,32%,4%,3%,0%,2%
LA,891,,,,,,,NA,-4,NA,NA,3611,71%,2%,67%,25%,23%,1%,3%,3190,76%,-3,NA,NA,NA,259,36%,-8,NA,NA,NA,162,32%,-14,NA,NA,NA,73%,2%,69%,27%,24%,1%,3%
1,892,4000,137184,Nottingham Girls' Academy,AC,0,0,3,9,23,-5,32,84%,0%,84%,16%,16%,6%,0%,32,84%,9,22,-4,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,80%,0%,80%,10%,10%,0%,0%
1,892,4004,140984,Nottingham University Academy of Science and Technology,F,0,0,3,8,16,0,101,84%,2%,81%,42%,39%,4%,1%,81,91%,10,18,1,2,20,55%,3,24,-18,3,0,0%,NA,NA,NA,NA,81%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,892,4010,145952,The Bulwell Academy,AC,0,0,3,-22,2,-46,12,42%,0%,42%,0%,0%,0%,0%,12,42%,-22,0,-44,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,50%,0%,50%,0%,0%,0%,0%
1,892,4462,139765,The Nottingham Emmanuel School,ACC,0,0,3,9,21,-3,43,79%,5%,74%,12%,12%,2%,0%,41,78%,7,19,-5,3,2,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,82%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,892,4615,137798,Bluecoat Aspley Academy,ACC,0,0,2,15,20,9,251,86%,1%,83%,20%,17%,1%,2%,218,88%,13,18,7,2,33,76%,32,48,15,2,0,0%,NA,NA,NA,NA,84%,0%,83%,22%,19%,SUPP,1%
1,892,5404,138341,The Trinity Catholic School A Voluntary Academy,ACC,0,0,3,8,16,0,100,86%,0%,86%,30%,30%,0%,0%,100,86%,8,15,0,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,85%,0%,85%,31%,31%,0%,0%
1,892,6906,135761,Nottingham University Samworth Academy,AC,0,0,3,-8,14,-30,14,50%,0%,50%,21%,21%,0%,0%,13,54%,-6,15,-27,3,0,0%,NA,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,3,67%,0%,67%,17%,17%,0%,0%
1,892,6907,135881,Nottingham Academy,AC,0,0,3,10,19,0,81,73%,1%,70%,12%,12%,0%,1%,73,74%,9,18,0,3,6,83%,42,81,2,1,2,SUPP,SUPP,SUPP,SUPP,3,69%,SUPP,66%,9%,9%,0%,SUPP
1,892,8001,130776,Nottingham College,General Further Education College,0,0,3,1,3,-1,955,55%,1%,48%,6%,5%,SP,6%,373,69%,0,4,-4,3,69,51%,5,16,-6,3,513,46%,0,4,-4,3,55%,1%,49%,6%,5%,SUPP,5%
1,892,8601,147285,Bilborough College,ACC1619,0,0,3,3,5,0,798,80%,2%,75%,23%,22%,2%,3%,748,80%,1,3,-1,3,9,89%,42,73,10,1,41,63%,15,29,0,3,73%,3%,68%,17%,16%,2%,3%
LA,892,,,,,,,NA,4,NA,NA,2387,71%,2%,65%,16%,15%,1%,4%,1691,79%,4,NA,NA,NA,139,62%,16,NA,NA,NA,557,47%,1,NA,NA,NA,72%,2%,66%,17%,16%,1%,4%
1,893,4001,141176,Sir John Talbot's School,AC,0,0,3,4,18,-10,33,79%,0%,79%,15%,12%,0%,0%,32,81%,6,19,-7,3,1,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,71%,0%,71%,14%,14%,0%,0%
1,893,4391,139769,William Brookes School,ACC,0,0,3,-5,7,-17,44,75%,2%,73%,20%,23%,2%,0%,44,75%,-5,6,-16,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,80%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,893,4394,140922,Idsall School,ACC,0,0,3,0,8,-8,93,78%,1%,77%,28%,26%,0%,0%,93,78%,0,8,-8,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,893,4423,146580,The Grove School,ACC,0,0,3,-11,4,-26,28,61%,0%,61%,14%,7%,0%,0%,28,61%,-11,3,-25,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,893,4427,142153,Oldbury Wells School,ACC,0,0,3,-6,8,-20,34,74%,0%,68%,21%,21%,9%,6%,34,74%,-6,7,-19,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,893,4437,136979,The Marches School,ACC,0,0,3,-5,3,-13,86,77%,2%,74%,21%,29%,1%,0%,86,77%,-5,3,-13,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,893,4503,147508,The Thomas Adams School,ACC,0,0,5,-18,-8,-27,70,57%,1%,54%,14%,11%,0%,1%,70,57%,-18,-8,-27,4,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,50%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,893,8600,130800,Shrewsbury Colleges Group,Sixth Form College,0,0,4,-6,-3,-8,969,61%,2%,56%,16%,16%,1%,3%,631,74%,-4,0,-7,3,17,47%,3,26,-20,3,321,36%,-11,-5,-16,4,45%,1%,42%,5%,6%,1%,3%
LA,893,,,,,,,NA,-6,NA,NA,1371,64%,2%,60%,17%,17%,1%,2%,1032,73%,-5,NA,NA,NA,18,44%,1,NA,NA,NA,321,36%,-11,NA,NA,NA,66%,2%,61%,19%,18%,1%,2%
1,894,4364,136516,Newport Girls' High School Academy,ACC,0,0,3,2,11,-7,72,90%,0%,90%,58%,50%,4%,0%,72,90%,2,11,-7,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,894,5400,137446,Haberdashers' Adams,ACC,0,0,3,3,9,-3,149,94%,5%,89%,60%,56%,5%,0%,149,94%,3,9,-3,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,894,6900,123627,Thomas Telford School,CTC,0,0,3,1,6,-4,250,81%,6%,74%,28%,27%,4%,SP,250,81%,1,5,-3,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,70%,SUPP,57%,35%,39%,0%,SUPP
1,894,6905,135149,Madeley Academy,AC,0,0,3,-1,7,-9,100,75%,3%,72%,11%,9%,0%,0%,100,75%,-1,6,-8,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,68%,4%,64%,8%,4%,0%,0%
1,894,6906,135582,Haberdashers' Abraham Darby,AC,0,0,3,-2,7,-11,79,68%,3%,66%,10%,10%,1%,0%,79,68%,-2,6,-10,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,56%,0%,56%,11%,11%,SUPP,0%
1,894,8000,130796,Telford College,General Further Education College,0,0,4,-8,-4,-11,471,44%,1%,39%,3%,2%,0%,4%,166,63%,-7,0,-13,3,89,33%,-8,2,-18,3,216,34%,-9,-2,-15,4,36%,0%,32%,2%,1%,0%,4%
LA,894,,,,,,,NA,-3,NA,NA,1127,66%,3%,62%,21%,19%,2%,2%,822,79%,-1,NA,NA,NA,89,33%,-8,NA,NA,NA,216,34%,-9,NA,NA,NA,71%,3%,66%,24%,22%,2%,1%
1,895,4002,140813,Cheshire Studio School,SS,0,0,5,-23,-3,-42,18,28%,0%,28%,0%,0%,0%,0%,8,38%,-26,1,-53,3,10,20%,-21,9,-51,3,0,0%,NA,NA,NA,NA,0%,0%,0%,0%,0%,0%,0%
1,895,4004,142890,Crewe Engineering and Design UTC,UTC,0,0,3,-4,10,-18,34,47%,9%,35%,6%,6%,0%,3%,12,67%,-1,21,-23,3,22,36%,-5,15,-25,3,0,0%,NA,NA,NA,NA,50%,SUPP,33%,0%,0%,0%,SUPP
1,895,4116,140791,Tytherington School,ACC,0,0,4,-11,-2,-19,93,69%,4%,61%,31%,25%,0%,3%,92,70%,-10,-1,-18,4,0,0%,NA,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,3,60%,10%,40%,20%,20%,0%,10%
1,895,4121,140108,Alsager School,ACC,0,0,3,-1,7,-9,88,77%,2%,74%,31%,22%,0%,1%,88,77%,-1,7,-9,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,67%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,895,4123,136340,Sandbach High School and Sixth Form College,ACC,0,0,4,-10,-2,-17,136,65%,1%,64%,26%,23%,0%,0%,126,68%,-8,-1,-14,4,10,20%,-26,4,-56,3,0,0%,NA,NA,NA,NA,45%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,895,4143,111419,Malbank School and Sixth Form College,FD,0,0,3,-2,10,-14,48,75%,2%,73%,27%,23%,0%,0%,48,75%,-2,9,-13,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,895,4163,138002,Knutsford Academy,ACC,0,0,3,9,19,-1,66,89%,0%,89%,39%,32%,3%,0%,66,89%,9,18,0,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,89%,0%,89%,22%,22%,0%,0%
1,895,4165,137449,Holmes Chapel Comprehensive School,ACC,0,0,3,-8,0,-16,108,69%,5%,63%,27%,22%,0%,1%,108,69%,-8,0,-15,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,60%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,895,4211,146387,Poynton High School,ACC,0,0,3,0,7,-7,135,81%,3%,79%,40%,33%,1%,0%,135,81%,0,6,-6,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,895,4220,136279,Brine Leas School,ACC,0,0,3,4,10,-2,150,86%,3%,83%,37%,36%,3%,1%,150,86%,4,10,-2,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,90%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,895,4225,111443,Wilmslow High School,CY,0,0,3,-3,2,-8,204,79%,1%,76%,46%,40%,2%,1%,204,79%,-3,2,-8,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,89%,SUPP,78%,33%,28%,0%,SUPP
1,895,4226,136655,Congleton High School,ACC,0,0,3,-8,0,-16,104,62%,4%,58%,15%,13%,0%,0%,83,70%,-6,2,-14,3,15,40%,-6,18,-30,3,6,0%,-38,1,-77,3,50%,0%,50%,0%,0%,0%,0%
1,895,4227,138662,Eaton Bank Academy,ACC,0,0,3,-4,10,-18,33,70%,0%,70%,18%,12%,0%,0%,33,70%,-4,9,-17,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,895,4801,139139,All Hallows Catholic College,ACC,0,0,3,8,17,-1,81,88%,5%,83%,43%,32%,2%,0%,81,88%,8,16,0,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,895,5401,136278,The Fallibroome Academy,ACC,0,0,3,4,10,-2,149,87%,3%,84%,43%,34%,5%,1%,149,87%,4,10,-2,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,83%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,895,6010,137491,Sandbach School,F,0,0,3,-8,0,-16,89,70%,4%,63%,22%,17%,0%,2%,88,69%,-8,0,-16,3,1,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,895,8010,130619,Cheshire College - South & West,General Further Education College,0,0,4,-8,-5,-10,892,45%,2%,40%,8%,7%,SP,3%,258,69%,-6,-1,-10,4,20,30%,-14,7,-35,3,614,36%,-9,-5,-12,4,36%,1%,32%,5%,3%,0%,3%
1,895,8012,130621,Macclesfield College,General Further Education College,0,0,4,-7,-3,-10,468,38%,1%,32%,1%,SP,0%,5%,1,SUPP,SUPP,SUPP,SUPP,3,1,SUPP,SUPP,SUPP,SUPP,3,466,38%,-7,-2,-11,4,42%,2%,31%,SUPP,SUPP,0%,8%
1,895,8300,130623,Reaseheath College,Agriculture and Horticulture College,0,0,4,-11,-7,-14,499,34%,1%,24%,2%,1%,0%,9%,6,83%,3,34,-28,3,207,42%,-4,2,-10,3,286,28%,-16,-10,-21,4,32%,0%,26%,1%,1%,0%,6%
LA,895,,,,,,,NA,-6,NA,NA,3395,56%,2%,51%,17%,15%,1%,3%,1736,76%,-2,NA,NA,NA,286,39%,-6,NA,NA,NA,1373,35%,-10,NA,NA,NA,58%,2%,53%,19%,16%,1%,3%
1,896,4002,143817,Queen's Park High School,AC,0,0,3,-4,11,-19,29,66%,7%,59%,10%,10%,0%,0%,29,66%,-4,10,-18,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,896,4003,144742,Chester International School,SS,0,0,3,-24,5,-53,8,38%,0%,38%,13%,13%,0%,0%,8,38%,-24,3,-51,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,896,4009,146742,Ellesmere Port Church of England College,AC,0,0,3,3,21,-15,21,62%,0%,57%,0%,0%,0%,5%,20,65%,7,24,-10,3,0,0%,NA,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,3,43%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,896,4100,138318,Neston High School,ACC,0,0,3,-2,5,-9,116,72%,2%,70%,22%,16%,0%,1%,116,72%,-2,5,-9,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,53%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,896,4135,138483,Tarporley High School and Sixth Form College,ACC,0,0,3,-5,4,-14,76,75%,1%,74%,24%,21%,1%,0%,76,75%,-5,3,-13,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,896,4149,136645,Christleton High School,ACC,0,0,3,1,8,-6,122,78%,1%,77%,26%,23%,1%,0%,122,78%,1,8,-6,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,71%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,896,4153,111422,Upton-by-Chester High School,FD,0,0,3,5,13,-3,102,85%,3%,81%,36%,27%,1%,1%,102,85%,5,12,-2,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,86%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,896,4158,111424,Bishop Heber High School,FD,0,0,4,-11,-3,-18,123,68%,2%,64%,32%,24%,0%,2%,123,68%,-11,-3,-18,4,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,896,4167,111429,The Whitby High School,FD,0,0,4,-11,-2,-19,101,66%,2%,64%,18%,17%,1%,0%,100,67%,-10,-2,-17,4,1,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,81%,0%,81%,31%,31%,SUPP,0%
1,896,4221,111440,Helsby High School,CY,0,0,3,-7,0,-14,119,68%,5%,61%,20%,15%,0%,2%,119,68%,-7,0,-14,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,36%,0%,36%,7%,7%,0%,0%
1,896,4603,139343,"The Catholic High School, Chester",ACC,0,0,3,8,19,-3,52,85%,0%,85%,25%,19%,0%,0%,52,85%,8,18,-2,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,896,4610,111450,St Nicholas Catholic High School,VA,0,0,3,-4,4,-12,93,74%,2%,70%,30%,25%,2%,2%,93,74%,-4,4,-12,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,896,4611,111451,Ellesmere Port Catholic High School,VA,0,1,3,9,22,-4,36,81%,3%,78%,6%,6%,0%,0%,36,81%,9,22,-4,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,896,4623,136543,The Bishops' Blue Coat Church of England High School,ACC,0,0,3,-11,0,-21,58,71%,2%,67%,33%,26%,0%,2%,58,71%,-11,0,-21,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,88%,SUPP,75%,0%,0%,0%,SUPP
1,896,8602,145748,Sir John Deane's College,ACC1619,0,0,2,5,7,2,810,87%,3%,83%,45%,38%,1%,SP,772,88%,6,8,3,2,0,0%,NA,NA,NA,NA,38,47%,-1,14,-16,3,69%,0%,69%,35%,35%,0%,0%
LA,896,,,,,,,NA,0,NA,NA,1866,79%,2%,76%,34%,28%,1%,1%,1826,80%,0,NA,NA,NA,1,0%,-62,NA,NA,NA,39,46%,-2,NA,NA,NA,80%,3%,77%,34%,28%,1%,1%
1,908,4002,143649,Callington Community College,ACC,0,0,3,1,15,-13,35,66%,0%,63%,14%,11%,0%,3%,31,65%,-2,12,-16,3,4,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,908,4003,144740,Callywith College,F1619,0,0,4,-7,-2,-11,422,61%,2%,59%,14%,16%,0%,SP,348,62%,-10,-5,-14,4,6,50%,7,46,-32,3,68,56%,9,20,-2,3,51%,2%,49%,8%,10%,0%,0%
1,908,4005,145843,Treviglas Academy,AC,0,0,3,-8,6,-22,35,49%,0%,49%,11%,9%,0%,0%,18,56%,-13,5,-31,3,0,0%,NA,NA,NA,NA,17,41%,-3,20,-26,3,22%,0%,22%,0%,0%,0%,0%
1,908,4009,139155,Launceston College,ACC,0,0,3,-8,1,-17,81,64%,1%,60%,21%,32%,4%,2%,81,64%,-8,0,-16,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,33%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,908,4143,136575,Saltash Community School,ACC,0,0,3,-9,2,-20,50,64%,0%,60%,6%,12%,2%,4%,50,64%,-9,2,-20,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,908,4144,112041,Torpoint Community College,FD,0,0,5,-18,-4,-31,37,54%,3%,51%,8%,8%,0%,0%,35,51%,-21,-7,-34,5,2,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,908,4146,143981,Helston Community College,ACC,0,0,4,-16,-7,-24,101,53%,2%,49%,14%,13%,3%,3%,81,58%,-15,-6,-23,4,17,41%,-12,11,-35,3,3,SUPP,SUPP,SUPP,SUPP,3,29%,0%,29%,0%,0%,0%,0%
1,908,4150,112045,Budehaven Community School,FD,0,0,3,-5,4,-14,72,72%,1%,69%,19%,17%,1%,1%,72,72%,-5,4,-14,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,57%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,908,4152,137223,Falmouth School,ACC,0,0,4,-15,-4,-25,68,57%,1%,51%,22%,18%,0%,4%,56,55%,-23,-12,-33,5,12,67%,19,46,-8,3,0,0%,NA,NA,NA,NA,56%,SUPP,44%,11%,11%,0%,SUPP
1,908,4154,136383,Bodmin College,ACC,0,0,3,-2,7,-11,71,69%,1%,59%,10%,7%,0%,8%,60,73%,-2,8,-12,3,0,0%,NA,NA,NA,NA,11,45%,2,30,-26,3,63%,SUPP,50%,25%,13%,0%,SUPP
1,908,4158,136524,Camborne Science and International Academy,ACC,0,0,3,-4,5,-13,82,72%,2%,61%,21%,15%,2%,9%,76,76%,-3,5,-11,3,0,0%,NA,NA,NA,NA,6,17%,-28,11,-67,3,46%,0%,31%,8%,8%,0%,15%
1,908,4165,136533,Newquay Tretherras,ACC,0,0,4,-13,-5,-20,112,61%,0%,59%,17%,20%,2%,2%,102,62%,-15,-7,-22,4,9,44%,1,32,-30,3,1,SUPP,SUPP,SUPP,SUPP,3,55%,0%,55%,9%,9%,0%,0%
1,908,4167,144291,Liskeard School and Community College,ACC,0,0,3,-10,2,-22,44,59%,2%,57%,14%,18%,0%,0%,37,57%,-18,-5,-30,4,7,71%,29,65,-7,3,0,0%,NA,NA,NA,NA,44%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,908,8000,130627,Cornwall College,General Further Education College,0,0,4,-13,-9,-16,632,32%,1%,24%,2%,2%,0%,7%,37,78%,3,15,-9,3,175,27%,-18,-10,-25,4,420,30%,-12,-7,-16,4,26%,0%,17%,1%,1%,0%,9%
1,908,8005,130629,Truro and Penwith College,General Further Education College,0,0,4,-6,-4,-7,1836,60%,1%,56%,17%,16%,1%,4%,1030,72%,-8,-5,-10,4,94,51%,6,15,-3,3,712,44%,-4,0,-7,3,47%,1%,41%,7%,7%,0%,5%
LA,908,,,,,,,NA,-8,NA,NA,3678,56%,1%,51%,14%,14%,1%,4%,2114,68%,-9,NA,NA,NA,326,39%,-7,NA,NA,NA,1238,40%,-6,NA,NA,NA,58%,1%,54%,15%,15%,1%,4%
1,916,4001,136306,Sir Thomas Rich's School,ACC,0,0,3,0,5,-5,194,90%,4%,87%,54%,54%,2%,0%,194,90%,0,5,-5,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,67%,0%,67%,33%,33%,0%,0%
1,916,4002,136666,Denmark Road High School,ACC,0,0,3,0,9,-9,84,88%,2%,85%,43%,44%,2%,1%,84,88%,0,8,-8,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,916,4010,144761,SGS Berkeley Green UTC,UTC,0,0,3,1,13,-11,42,52%,7%,36%,7%,5%,0%,10%,5,SUPP,SUPP,SUPP,SUPP,3,37,49%,1,16,-14,3,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,916,4018,147300,Holmleigh Park High School,AC,0,0,5,-18,-7,-28,64,52%,2%,48%,0%,5%,0%,2%,64,52%,-18,-8,-27,4,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,69%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,916,4024,136772,Cleeve School,ACC,0,0,3,-3,3,-9,147,73%,5%,67%,13%,13%,1%,0%,147,73%,-3,3,-9,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,56%,0%,56%,11%,11%,SUPP,0%
1,916,4032,115723,Archway School,CY,0,0,3,-10,0,-20,69,61%,1%,59%,6%,6%,0%,0%,69,61%,-10,0,-19,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,71%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,916,4513,137097,Farmor's School,ACC,0,0,3,-7,1,-15,92,73%,1%,72%,28%,22%,3%,0%,92,73%,-7,1,-15,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,916,4600,136982,St Peter's Catholic High School and Sixth Form Centre,ACC,0,0,3,-6,1,-13,136,68%,3%,62%,17%,15%,1%,3%,134,69%,-6,0,-12,3,2,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,45%,0%,41%,5%,5%,SUPP,5%
1,916,5400,136767,Ribston Hall High School,ACC,0,0,3,3,11,-5,100,87%,1%,85%,19%,25%,1%,1%,100,87%,3,10,-4,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,89%,SUPP,78%,11%,33%,SUPP,SUPP
1,916,5401,137123,Marling School,ACC,0,0,3,-3,4,-10,110,85%,2%,83%,51%,53%,5%,0%,110,85%,-3,4,-10,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,916,5402,136874,Stroud High School,ACC,0,0,3,-8,0,-15,121,81%,2%,79%,51%,50%,2%,0%,121,81%,-8,0,-15,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,916,5403,136353,Pate's Grammar School,ACC,0,0,3,4,9,-1,203,98%,1%,96%,84%,82%,16%,0%,203,98%,4,9,-1,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,100%,0%,100%,83%,83%,17%,0%
