RECTYPE,LEA,ESTAB,URN,SCHNAME,NFTYPE,FEEDER,ICLOSE,ALL_BAND,ALL_SCORE,ALL_UPPER,ALL_LOWER,ALL_COHORT,ALL_PROGRESSED,ALL_APPREN,ALL_HE,ALL_TOP3RD,ALL_RUSSELL,ALL_OXBRIDGE,ALL_HTECH,ACADAGEN_COHORT,ACADAGEN_PROGRESSED,ACADAGEN_SCORE,ACADAGEN_UPPER,ACADAGEN_LOWER,ACADAGEN_BAND,TLEV_COHORT,TLEV_PROGRESSED,TLEV_SCORE,TLEV_UPPER,TLEV_LOWER,TLEV_BAND,OTHER_COHORT,OTHER_PROGRESSED,OTHER_SCORE,OTHER_UPPER,OTHER_LOWER,OTHER_BAND,DIS_PROGRESSED,DIS_APPREN,DIS_HE,DIS_TOP3RD,DIS_RUSSELL,DIS_OXBRIDGE,DIS_HTECH
1,318,4006,138825,Grey Court School,ACC,0,0,3,2,9,-5,120,84%,1%,83%,40%,36%,2%,1%,120,84%,2,9,-5,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,88%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,318,4010,138651,Orleans Park School,ACC,0,0,3,3,10,-4,110,88%,1%,87%,44%,41%,2%,0%,110,88%,3,10,-4,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,71%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,318,4013,138460,Teddington School,ACC,0,0,3,2,12,-8,59,80%,3%,76%,32%,29%,0%,0%,59,80%,2,12,-8,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,93%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,318,4021,138461,Waldegrave School,ACC,0,0,3,6,12,0,184,93%,1%,92%,53%,48%,3%,1%,184,93%,6,11,0,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,89%,SUPP,78%,33%,33%,0%,SUPP
1,318,4603,102929,Christ's Church of England Comprehensive Secondary School,VA,0,0,3,10,19,0,79,91%,1%,89%,41%,42%,1%,1%,79,91%,10,18,1,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,100%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,318,6907,136208,Richmond Park Academy,AC,0,0,3,14,28,0,35,86%,0%,83%,17%,14%,0%,3%,35,86%,14,27,0,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,93%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
LA,318,,,,,,,NA,8,NA,NA,975,80%,1%,78%,29%,27%,1%,1%,754,85%,5,NA,NA,NA,7,29%,-18,NA,NA,NA,214,62%,17,NA,NA,NA,83%,1%,81%,33%,31%,1%,1%
1,319,4000,136799,Carshalton Boys Sports College,ACC,0,0,3,-4,3,-11,111,68%,1%,66%,21%,16%,2%,1%,94,72%,-5,3,-13,3,0,0%,NA,NA,NA,NA,17,41%,-4,19,-27,3,61%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,319,4002,136797,Carshalton High School for Girls,ACC,0,0,2,12,21,2,80,85%,1%,83%,19%,16%,0%,1%,80,85%,12,20,3,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,94%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,319,4007,136800,Greenshaw High School,ACC,0,0,3,0,6,-6,145,83%,1%,81%,26%,22%,1%,1%,145,83%,0,6,-6,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,85%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,319,4008,147538,Oaks Park High School,ACC,0,0,3,0,10,-10,65,66%,2%,65%,3%,0%,0%,0%,65,66%,0,9,-9,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,56%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,319,4011,136914,Glenthorne High School,ACC,0,0,3,1,7,-5,154,79%,1%,78%,21%,19%,0%,0%,154,79%,1,7,-5,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,71%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,319,4019,136756,Overton Grange School,ACC,0,0,3,-3,6,-12,84,73%,0%,73%,18%,14%,1%,0%,83,73%,-3,5,-11,3,0,0%,NA,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,3,67%,0%,67%,11%,11%,SUPP,0%
1,319,5400,136621,Wilson's School,ACC,0,0,3,5,11,-1,155,97%,0%,97%,87%,81%,14%,0%,155,97%,5,11,-1,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,88%,0%,88%,75%,63%,0%,0%
1,319,5401,136795,Nonsuch High School for Girls,ACC,0,0,3,5,11,-1,167,96%,1%,95%,75%,68%,7%,1%,167,96%,5,11,-1,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,100%,SUPP,86%,43%,50%,0%,SUPP
1,319,5402,103009,The John Fisher School,VA,0,0,2,15,22,7,130,85%,5%,80%,25%,21%,2%,0%,98,90%,11,18,3,2,0,0%,NA,NA,NA,NA,32,69%,26,42,9,1,78%,11%,67%,39%,28%,0%,0%
1,319,5403,136785,Cheam High School,ACC,0,0,4,-9,-3,-14,211,67%,2%,64%,15%,10%,0%,SP,208,67%,-9,-3,-14,4,0,0%,NA,NA,NA,NA,3,SUPP,SUPP,SUPP,SUPP,3,67%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,319,5404,136787,Sutton Grammar School,ACC,0,0,3,3,9,-3,143,95%,3%,92%,80%,69%,8%,0%,143,95%,3,9,-3,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,100%,0%,100%,100%,75%,13%,0%
1,319,5405,136789,Wallington High School for Girls,ACC,0,0,3,5,10,0,223,96%,2%,94%,65%,57%,2%,0%,223,96%,5,10,0,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,96%,8%,88%,56%,48%,0%,0%
1,319,5406,103013,St Philomena's Catholic High School for Girls,VA,0,0,2,14,21,6,122,93%,3%,88%,26%,25%,2%,2%,122,93%,14,21,6,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,90%,0%,90%,0%,0%,0%,0%
1,319,5407,136798,Wallington County Grammar School,ACC,0,0,3,4,10,-2,168,95%,1%,93%,67%,57%,4%,1%,168,95%,4,10,-2,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,100%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
LA,319,,,,,,,NA,3,NA,NA,1958,85%,2%,83%,44%,38%,3%,SP,1905,86%,3,NA,NA,NA,0,0%,NA,NA,NA,NA,53,57%,13,NA,NA,NA,86%,2%,84%,46%,40%,4%,SP
1,320,4003,141030,Big Creative Academy,F1619,0,0,3,4,11,-3,130,46%,0%,46%,0%,0%,0%,0%,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,130,46%,4,12,-4,3,37%,0%,37%,0%,0%,0%,0%
1,320,4063,103097,Heathcote School & Science College,CY,0,0,3,0,7,-7,120,73%,0%,73%,15%,14%,1%,0%,120,73%,0,7,-7,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,73%,0%,73%,9%,6%,SUPP,0%
1,320,4064,143385,Norlington School and 6th Form,ACC,0,0,3,-6,14,-26,17,76%,0%,76%,41%,35%,0%,0%,17,76%,-6,12,-24,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,100%,0%,100%,67%,67%,0%,0%
1,320,4076,145708,Lammas School and Sixth Form,ACC,0,0,1,21,40,1,19,89%,0%,89%,11%,11%,0%,0%,19,89%,21,38,3,1,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,90%,0%,90%,SUPP,SUPP,0%,0%
1,320,4603,103106,Holy Family Catholic School,VA,0,0,2,12,20,3,92,85%,0%,85%,17%,15%,2%,0%,89,85%,12,20,3,2,0,0%,NA,NA,NA,NA,3,SUPP,SUPP,SUPP,SUPP,3,85%,0%,85%,5%,5%,0%,0%
1,320,5400,137558,Highams Park School,ACC,0,0,2,12,19,4,141,84%,1%,82%,26%,21%,2%,0%,135,83%,10,16,3,2,6,100%,61,100,21,1,0,0%,NA,NA,NA,NA,96%,0%,96%,24%,24%,0%,0%
1,320,5401,138691,Chingford Foundation School,ACC,0,0,3,5,14,-4,84,85%,6%,76%,31%,35%,0%,2%,84,85%,5,13,-3,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,80%,7%,73%,20%,27%,0%,0%
1,320,6905,132727,Walthamstow Academy,AC,0,0,3,5,14,-4,70,84%,1%,83%,49%,47%,0%,0%,70,84%,5,14,-4,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,89%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,320,8001,130456,Waltham Forest College,General Further Education College,0,0,3,-1,5,-7,158,38%,0%,33%,0%,0%,0%,5%,2,SUPP,SUPP,SUPP,SUPP,5,0,0%,NA,NA,NA,NA,156,38%,-1,6,-8,3,44%,0%,37%,0%,0%,0%,7%
1,320,8600,130457,Leyton Sixth Form College,Sixth Form College,0,0,1,19,21,16,933,80%,1%,77%,11%,10%,SP,2%,537,83%,10,13,6,2,0,0%,NA,NA,NA,NA,396,75%,31,35,26,1,81%,SP,78%,11%,8%,SUPP,2%
1,320,8601,130458,Sir George Monoux College,Sixth Form College,0,0,1,25,28,21,437,80%,1%,78%,9%,8%,0%,1%,180,87%,15,20,9,1,0,0%,NA,NA,NA,NA,257,75%,33,38,27,1,77%,SUPP,75%,10%,10%,0%,SUPP
LA,320,,,,,,,NA,15,NA,NA,2216,75%,1%,73%,13%,12%,SP,1%,1268,82%,9,NA,NA,NA,6,100%,61,NA,NA,NA,942,65%,22,NA,NA,NA,76%,1%,73%,15%,13%,SP,1%
1,330,4000,136944,Birmingham Ormiston Academy,AC,0,0,3,2,6,-2,325,74%,SP,69%,10%,7%,0%,5%,279,74%,-1,3,-5,3,14,93%,37,62,11,2,32,72%,21,37,4,2,70%,SUPP,64%,9%,9%,0%,SUPP
1,330,4003,138222,Aston University Engineering Academy,UTC,0,0,1,21,27,14,151,85%,2%,79%,9%,8%,0%,3%,105,89%,18,25,10,1,0,0%,NA,NA,NA,NA,46,76%,25,39,10,2,78%,0%,73%,9%,9%,0%,5%
1,330,4004,138586,Nishkam High School,F,0,0,3,6,16,-4,62,89%,2%,87%,39%,39%,2%,0%,62,89%,6,15,-3,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,75%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,330,4006,139048,Greenwood Academy,AC,0,0,3,-9,10,-28,18,56%,6%,50%,6%,6%,0%,0%,18,56%,-9,9,-27,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,64%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,330,4009,142219,Waverley School,ACC,0,0,1,19,29,8,59,92%,3%,88%,14%,14%,0%,0%,59,92%,19,29,8,1,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,100%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,330,4010,139788,Waverley Studio College,SS,0,0,1,19,30,7,57,68%,0%,65%,0%,0%,0%,4%,42,71%,16,28,3,1,15,60%,27,51,2,2,0,0%,NA,NA,NA,NA,67%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,330,4012,137346,Hillcrest School and Sixth Form Centre,ACC,0,0,3,6,26,-14,17,82%,0%,82%,24%,24%,0%,0%,17,82%,6,24,-12,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,88%,0%,88%,SUPP,SUPP,0%,0%
1,330,4014,140863,The University of Birmingham School,F,0,0,3,5,12,-2,110,89%,2%,86%,31%,31%,1%,1%,110,89%,5,12,-2,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,94%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,330,4027,144721,John Willmott School,AC,0,0,3,2,16,-12,33,76%,3%,73%,15%,15%,0%,0%,33,76%,2,15,-11,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,73%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,330,4060,136592,King Edward VI Lordswood School for Girls,ACC,0,0,2,11,19,2,88,80%,0%,80%,19%,19%,0%,0%,74,85%,13,22,3,2,14,50%,2,27,-23,3,0,0%,NA,NA,NA,NA,80%,0%,80%,20%,20%,0%,0%
1,330,4084,139888,Washwood Heath Academy,ACC,0,0,1,31,45,16,32,97%,0%,97%,6%,6%,0%,0%,32,97%,31,44,17,1,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,95%,0%,95%,SUPP,SUPP,0%,0%
1,330,4115,103493,Bordesley Green Girls' School & Sixth Form,CY,0,0,3,5,11,-1,174,73%,1%,70%,9%,9%,0%,3%,159,77%,7,13,0,3,15,33%,-15,9,-39,3,0,0%,NA,NA,NA,NA,69%,SUPP,64%,12%,10%,0%,SUPP
1,330,4129,143438,Dame Elizabeth Cadbury School,ACC,0,0,3,-2,15,-19,22,68%,0%,68%,23%,23%,0%,0%,22,68%,-2,14,-18,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,88%,0%,88%,25%,25%,0%,0%
1,330,4207,138937,King Edward VI Handsworth Wood Girls' Academy,ACC,0,0,1,20,30,9,59,90%,3%,86%,20%,20%,0%,0%,59,90%,20,30,9,1,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,81%,0%,81%,19%,19%,0%,0%
1,330,4220,136882,Aston Manor Academy,ACC,0,0,2,14,23,4,76,82%,1%,80%,14%,14%,0%,0%,71,82%,12,21,2,2,1,SUPP,SUPP,SUPP,SUPP,3,4,SUPP,SUPP,SUPP,SUPP,3,83%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,330,4223,103509,Holte School,CY,0,0,2,14,22,5,91,84%,1%,80%,11%,11%,0%,2%,87,83%,12,20,3,2,4,SUPP,SUPP,SUPP,SUPP,1,0,0%,NA,NA,NA,NA,80%,SUPP,78%,15%,15%,0%,SUPP
1,330,4227,139841,Broadway Academy,ACC,0,0,1,16,25,6,83,83%,1%,82%,7%,7%,0%,0%,83,83%,16,24,7,1,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,89%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,330,4237,103514,Swanshurst School,CY,0,0,1,17,23,10,151,87%,1%,85%,14%,13%,1%,1%,138,91%,19,25,12,1,13,46%,1,27,-25,3,0,0%,NA,NA,NA,NA,88%,SUPP,86%,10%,10%,SUPP,SUPP
1,330,4240,139746,Hamstead Hall Academy,ACC,0,0,1,22,30,13,94,90%,1%,87%,11%,11%,0%,2%,94,90%,22,30,13,1,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,96%,SUPP,92%,4%,4%,0%,SUPP
1,330,4241,137034,Holyhead School,ACC,0,0,2,15,22,7,125,82%,1%,79%,18%,18%,0%,2%,93,84%,9,17,0,3,18,78%,32,54,9,2,14,79%,32,57,6,1,80%,SUPP,77%,20%,20%,0%,SUPP
1,330,4245,103519,Moseley School and Sixth Form,FD,0,0,1,16,26,5,61,85%,0%,85%,10%,10%,0%,0%,61,85%,16,26,5,1,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,84%,0%,84%,13%,13%,0%,0%
1,330,4300,136778,Sutton Coldfield Grammar School for Girls,ACC,0,0,3,3,10,-4,126,95%,5%,90%,59%,58%,5%,0%,126,95%,3,9,-3,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,88%,6%,81%,44%,44%,6%,0%
1,330,4307,138136,The Arthur Terry School,ACC,0,0,3,3,8,-2,199,83%,3%,79%,24%,22%,0%,1%,198,83%,3,8,-2,3,1,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,86%,0%,86%,14%,14%,0%,0%
1,330,4331,137053,Plantsbrook School,ACC,0,0,3,7,14,0,136,84%,3%,81%,28%,24%,0%,0%,136,84%,7,13,0,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,75%,0%,75%,25%,8%,0%,0%
1,330,4606,103531,St Paul's School for Girls,VA,0,0,2,12,21,2,71,94%,3%,92%,42%,41%,4%,0%,71,94%,12,21,2,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,88%,0%,88%,19%,19%,0%,0%
1,330,4616,141835,St Thomas Aquinas Catholic School,ACC,0,0,3,2,12,-8,63,75%,0%,73%,24%,19%,0%,2%,53,77%,0,10,-10,3,2,SUPP,SUPP,SUPP,SUPP,3,8,50%,-3,30,-36,3,78%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,330,4660,137988,Bishop Vesey's Grammar School,ACC,0,0,3,4,9,-1,196,96%,4%,91%,64%,62%,3%,1%,196,96%,4,9,-1,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,100%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,330,4661,140524,Bishop Walsh Catholic School,ACC,0,0,3,4,12,-4,93,81%,6%,73%,27%,26%,2%,1%,93,81%,4,12,-4,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,91%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,330,4663,147707,St Edmund Campion Catholic School,ACC,0,0,3,4,14,-6,60,72%,0%,67%,13%,13%,0%,5%,60,72%,4,14,-6,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,69%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,330,4804,146124,Archbishop Ilsley Catholic School,ACC,0,0,3,2,12,-8,58,76%,2%,72%,19%,21%,0%,2%,58,76%,2,12,-8,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,78%,SUPP,72%,17%,17%,0%,SUPP
1,330,5402,143562,King Edward VI Handsworth Grammar School for Boys,ACC,0,0,3,8,15,0,128,95%,1%,94%,43%,44%,2%,1%,128,95%,8,14,1,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,96%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,330,5403,143435,Fortis Academy,ACC,0,0,2,12,20,3,98,85%,1%,83%,13%,13%,0%,1%,98,85%,12,19,4,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,83%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,330,5404,137047,King Edward VI Handsworth School,ACC,0,0,3,1,8,-6,134,92%,4%,88%,51%,52%,3%,0%,134,92%,1,7,-5,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,89%,0%,89%,37%,37%,0%,0%
1,330,5405,137046,King Edward VI Five Ways School,ACC,0,0,2,7,12,1,209,98%,1%,97%,74%,72%,6%,0%,209,98%,7,12,1,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,100%,0%,100%,65%,65%,4%,0%
1,330,5406,137044,King Edward VI Camp Hill School for Girls,ACC,0,0,3,5,11,-1,157,98%,0%,98%,76%,77%,10%,0%,157,98%,5,11,-1,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,100%,0%,100%,69%,81%,6%,0%
1,330,5407,137045,King Edward VI Camp Hill School for Boys,ACC,0,0,3,4,10,-2,155,97%,1%,96%,76%,76%,12%,0%,155,97%,4,10,-2,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,96%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,330,5408,137043,King Edward VI Aston School,ACC,0,0,3,2,9,-5,131,90%,0%,90%,47%,45%,1%,0%,131,90%,2,8,-4,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,91%,0%,91%,53%,50%,SUPP,0%
1,330,5410,136908,Fairfax,ACC,0,0,3,7,14,0,112,79%,4%,73%,12%,12%,0%,2%,112,79%,7,14,0,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,78%,4%,74%,9%,9%,0%,0%
1,330,5412,138695,George Dixon Academy,ACC,0,0,1,23,37,8,33,94%,0%,94%,24%,24%,0%,0%,33,94%,23,36,9,1,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,100%,0%,100%,SUPP,SUPP,0%,0%
1,330,5413,103560,Bishop Challoner Catholic College,VA,0,0,3,10,19,0,84,92%,1%,89%,37%,37%,0%,1%,81,91%,8,16,0,3,3,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,94%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,330,5414,136590,Kings Norton Girls' School,ACC,0,0,3,7,15,-1,94,93%,2%,89%,44%,44%,0%,1%,94,93%,7,15,-1,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,100%,SUPP,95%,50%,50%,0%,SUPP
1,330,5416,103563,Colmers School and Sixth Form College,FD,0,0,3,-1,15,-17,27,74%,0%,70%,4%,4%,0%,4%,27,74%,-1,14,-16,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,67%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,330,6906,136152,King Edward VI Sheldon Heath Academy,AC,0,0,3,5,13,-3,86,78%,0%,77%,24%,23%,1%,1%,86,78%,5,13,-3,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,79%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,330,6908,135970,Ark St Alban's Academy,AC,0,0,1,21,31,10,69,93%,1%,90%,22%,22%,0%,1%,69,93%,21,30,11,1,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,93%,SUPP,91%,21%,21%,0%,SUPP
1,330,6909,136032,North Birmingham Academy,AC,0,0,2,15,23,6,88,82%,1%,77%,6%,6%,0%,3%,83,82%,14,22,5,2,5,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,87%,SUPP,84%,5%,5%,0%,SUPP
1,330,8006,130461,South and City College Birmingham,General Further Education College,0,0,2,7,10,3,589,54%,1%,43%,2%,2%,0%,9%,129,69%,3,9,-3,3,83,46%,4,14,-6,3,377,50%,9,13,4,2,47%,0%,36%,2%,2%,0%,11%
1,330,8030,130466,Birmingham Metropolitan College,General Further Education College,0,0,3,1,3,-1,1269,56%,1%,49%,4%,4%,0%,6%,655,64%,0,3,-3,3,65,49%,6,17,-5,3,549,46%,1,5,-3,3,58%,1%,51%,3%,3%,0%,6%
1,330,8600,130468,Joseph Chamberlain Sixth Form College,Sixth Form College,0,0,1,20,22,17,837,83%,SP,81%,11%,11%,SP,2%,470,87%,11,14,7,2,11,91%,39,67,10,2,356,77%,31,36,25,1,83%,0%,81%,12%,12%,SUPP,2%
LA,330,,,,,,,NA,8,NA,NA,7209,78%,1%,74%,21%,21%,1%,3%,5559,84%,7,NA,NA,NA,264,56%,12,NA,NA,NA,1386,57%,13,NA,NA,NA,79%,2%,75%,25%,24%,1%,2%
1,331,4000,142339,Barr's Hill School and Community College,ACC,0,0,3,-7,10,-24,22,59%,0%,59%,5%,5%,0%,0%,22,59%,-7,9,-23,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,75%,0%,75%,SUPP,SUPP,0%,0%
1,331,4003,140961,WMG Academy for Young Engineers,UTC,0,0,3,-6,3,-15,73,49%,7%,40%,8%,5%,0%,3%,25,68%,-5,10,-20,3,48,40%,-7,6,-20,3,0,0%,NA,NA,NA,NA,67%,SUPP,50%,8%,0%,0%,SUPP
1,331,4007,141992,Cardinal Wiseman Catholic School,AC,0,0,2,13,22,3,76,84%,0%,80%,18%,14%,1%,4%,76,84%,13,21,4,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,88%,0%,81%,13%,6%,SUPP,6%
1,331,4008,145179,Stoke Park School,AC,0,0,3,5,15,-5,67,78%,0%,76%,10%,10%,0%,1%,66,79%,6,15,-3,3,1,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,63%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,331,4010,146436,Foxford Community School,AC,0,0,3,11,21,0,58,78%,2%,71%,14%,12%,2%,5%,58,78%,11,21,0,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,87%,SUPP,78%,9%,4%,SUPP,SUPP
1,331,4026,138023,Coundon Court,ACC,0,0,3,0,7,-7,118,81%,4%,73%,17%,14%,0%,3%,118,81%,0,7,-7,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,100%,0%,90%,0%,0%,0%,10%
1,331,4028,139292,Caludon Castle School,ACC,0,0,3,3,9,-3,181,79%,1%,77%,24%,22%,2%,2%,178,80%,4,9,-1,3,0,0%,NA,NA,NA,NA,3,SUPP,SUPP,SUPP,SUPP,3,78%,SUPP,75%,22%,22%,SUPP,SUPP
1,331,4030,142960,Lyng Hall School,ACC,0,0,3,3,17,-11,31,68%,0%,65%,6%,6%,0%,3%,31,68%,3,17,-11,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,60%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,331,4033,137209,West Coventry Academy,ACC,0,0,3,4,12,-4,90,76%,3%,70%,6%,6%,0%,2%,89,76%,5,13,-3,3,0,0%,NA,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,3,79%,SUPP,71%,14%,14%,0%,SUPP
1,331,4034,140248,President Kennedy School Academy,ACC,0,0,2,10,18,1,102,86%,4%,79%,24%,23%,0%,3%,102,86%,10,17,2,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,79%,4%,75%,25%,25%,0%,0%
1,331,4037,136963,Finham Park School,ACC,0,0,3,7,13,0,169,83%,2%,81%,26%,25%,1%,1%,168,84%,7,13,0,3,1,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,69%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,331,4043,137225,The Westwood Academy,ACC,0,0,3,16,41,-9,11,91%,0%,82%,0%,0%,0%,9%,11,91%,16,39,-7,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,331,4701,147345,Bishop Ullathorne Catholic School,ACC,0,0,3,5,16,-6,51,86%,2%,84%,29%,22%,2%,0%,51,86%,5,15,-5,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,92%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,331,4707,147346,Cardinal Newman Catholic School,ACC,0,0,2,11,19,2,96,89%,1%,86%,23%,20%,0%,1%,96,89%,11,18,3,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,70%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,331,4800,137272,Blue Coat Church of England School and Music College,ACC,0,0,2,10,17,2,137,90%,1%,88%,20%,18%,1%,1%,136,90%,10,16,3,2,0,0%,NA,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,3,79%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,331,6905,135335,Grace Academy Coventry,AC,0,0,3,2,18,-14,26,69%,0%,58%,8%,8%,0%,12%,26,69%,2,17,-13,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,67%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,331,6906,136126,Sidney Stringer Academy,AC,0,0,2,11,17,4,158,82%,1%,75%,16%,16%,3%,6%,158,82%,11,17,4,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,87%,0%,77%,13%,13%,3%,10%
