RECTYPE,LEA,ESTAB,URN,SCHNAME,NFTYPE,FEEDER,ICLOSE,TOT_COHORT,TOT_OVERALL,TOT_APPREN,TOT_EDUCATION,TOT_FE,TOT_HE,TOT_OTHER_EDU,TOT_EMPLOYMENT,TOT_NOT_SUSTAINED,TOT_NOT_CAPTURED,TOT_OVERALLPER,TOT_APPRENPER,TOT_EDUCATIONPER,TOT_FEPER,TOT_HEPER,TOT_OTHER_EDUPER,TOT_EMPLOYMENTPER,TOT_NOT_SUSTAINEDPER,TOT_NOT_CAPTUREDPER,TOT_COHORT_DIS,TOT_OVERALL_DIS,TOT_APPREN_DIS,TOT_EDUCATION_DIS,TOT_FE_DIS,TOT_HE_DIS,TOT_OTHER_EDU_DIS,TOT_EMPLOYMENT_DIS,TOT_NOT_SUSTAINED_DIS,TOT_NOT_CAPTURED_DIS,TOT_OVERALLPER_DIS,TOT_APPRENPER_DIS,TOT_EDUCATIONPER_DIS,TOT_FEPER_DIS,TOT_HEPER_DIS,TOT_OTHER_EDUPER_DIS,TOT_EMPLOYMENTPER_DIS,TOT_NOT_SUSTAINEDPER_DIS,TOT_NOT_CAPTUREDPER_DIS,TOT_COHORT_NONDIS,TOT_OVERALL_NONDIS,TOT_APPREN_NONDIS,TOT_EDUCATION_NONDIS,TOT_FE_NONDIS,TOT_HE_NONDIS,TOT_OTHER_EDU_NONDIS,TOT_EMPLOYMENT_NONDIS,TOT_NOT_SUSTAINED_NONDIS,TOT_NOT_CAPTURED_NONDIS,TOT_OVERALLPER_NONDIS,TOT_APPRENPER_NONDIS,TOT_EDUCATIONPER_NONDIS,TOT_FEPER_NONDIS,TOT_HEPER_NONDIS,TOT_OTHER_EDUPER_NONDIS,TOT_EMPLOYMENTPER_NONDIS,TOT_NOT_SUSTAINEDPER_NONDIS,TOT_NOT_CAPTUREDPER_NONDIS,L3_COHORT,L3_OVERALL,L3_APPREN,L3_EDUCATION,L3_FE,L3_HE,L3_OTHER_EDU,L3_EMPLOYMENT,L3_NOT_SUSTAINED,L3_NOT_CAPTURED,L3_OVERALLPER,L3_APPRENPER,L3_EDUCATIONPER,L3_FEPER,L3_HEPER,L3_OTHER_EDUPER,L3_EMPLOYMENTPER,L3_NOT_SUSTAINEDPER,L3_NOT_CAPTUREDPER,L3_COHORT_DIS,L3_OVERALL_DIS,L3_APPREN_DIS,L3_EDUCATION_DIS,L3_FE_DIS,L3_HE_DIS,L3_OTHER_EDU_DIS,L3_EMPLOYMENT_DIS,L3_NOT_SUSTAINED_DIS,L3_NOT_CAPTURED_DIS,L3_OVERALLPER_DIS,L3_APPRENPER_DIS,L3_EDUCATIONPER_DIS,L3_FEPER_DIS,L3_HEPER_DIS,L3_OTHER_EDUPER_DIS,L3_EMPLOYMENTPER_DIS,L3_NOT_SUSTAINEDPER_DIS,L3_NOT_CAPTUREDPER_DIS,L3_COHORT_NONDIS,L3_OVERALL_NONDIS,L3_APPREN_NONDIS,L3_EDUCATION_NONDIS,L3_FE_NONDIS,L3_HE_NONDIS,L3_OTHER_EDU_NONDIS,L3_EMPLOYMENT_NONDIS,L3_NOT_SUSTAINED_NONDIS,L3_NOT_CAPTURED_NONDIS,L3_OVERALLPER_NONDIS,L3_APPRENPER_NONDIS,L3_EDUCATIONPER_NONDIS,L3_FEPER_NONDIS,L3_HEPER_NONDIS,L3_OTHER_EDUPER_NONDIS,L3_EMPLOYMENTPER_NONDIS,L3_NOT_SUSTAINEDPER_NONDIS,L3_NOT_CAPTUREDPER_NONDIS,L2_COHORT,L2_OVERALL,L2_APPREN,L2_EDUCATION,L2_FE,L2_HE,L2_OTHER_EDU,L2_EMPLOYMENT,L2_NOT_SUSTAINED,L2_NOT_CAPTURED,L2_OVERALLPER,L2_APPRENPER,L2_EDUCATIONPER,L2_FEPER,L2_HEPER,L2_OTHER_EDUPER,L2_EMPLOYMENTPER,L2_NOT_SUSTAINEDPER,L2_NOT_CAPTUREDPER,L2_COHORT_DIS,L2_OVERALL_DIS,L2_APPREN_DIS,L2_EDUCATION_DIS,L2_FE_DIS,L2_HE_DIS,L2_OTHER_EDU_DIS,L2_EMPLOYMENT_DIS,L2_NOT_SUSTAINED_DIS,L2_NOT_CAPTURED_DIS,L2_OVERALLPER_DIS,L2_APPRENPER_DIS,L2_EDUCATIONPER_DIS,L2_FEPER_DIS,L2_HEPER_DIS,L2_OTHER_EDUPER_DIS,L2_EMPLOYMENTPER_DIS,L2_NOT_SUSTAINEDPER_DIS,L2_NOT_CAPTUREDPER_DIS,L2_COHORT_NONDIS,L2_OVERALL_NONDIS,L2_APPREN_NONDIS,L2_EDUCATION_NONDIS,L2_FE_NONDIS,L2_HE_NONDIS,L2_OTHER_EDU_NONDIS,L2_EMPLOYMENT_NONDIS,L2_NOT_SUSTAINED_NONDIS,L2_NOT_CAPTURED_NONDIS,L2_OVERALLPER_NONDIS,L2_APPRENPER_NONDIS,L2_EDUCATIONPER_NONDIS,L2_FEPER_NONDIS,L2_HEPER_NONDIS,L2_OTHER_EDUPER_NONDIS,L2_EMPLOYMENTPER_NONDIS,L2_NOT_SUSTAINEDPER_NONDIS,L2_NOT_CAPTUREDPER_NONDIS,LALLOTH_COHORT,LALLOTH_OVERALL,LALLOTH_APPREN,LALLOTH_EDUCATION,LALLOTH_FE,LALLOTH_HE,LALLOTH_OTHER_EDU,LALLOTH_EMPLOYMENT,LALLOTH_NOT_SUSTAINED,LALLOTH_NOT_CAPTURED,LALLOTH_OVERALLPER,LALLOTH_APPRENPER,LALLOTH_EDUCATIONPER,LALLOTH_FEPER,LALLOTH_HEPER,LALLOTH_OTHER_EDUPER,LALLOTH_EMPLOYMENTPER,LALLOTH_NOT_SUSTAINEDPER,LALLOTH_NOT_CAPTUREDPER,LALLOTH_COHORT_DIS,LALLOTH_OVERALL_DIS,LALLOTH_APPREN_DIS,LALLOTH_EDUCATION_DIS,LALLOTH_FE_DIS,LALLOTH_HE_DIS,LALLOTH_OTHER_EDU_DIS,LALLOTH_EMPLOYMENT_DIS,LALLOTH_NOT_SUSTAINED_DIS,LALLOTH_NOT_CAPTURED_DIS,LALLOTH_OVERALLPER_DIS,LALLOTH_APPRENPER_DIS,LALLOTH_EDUCATIONPER_DIS,LALLOTH_FEPER_DIS,LALLOTH_HEPER_DIS,LALLOTH_OTHER_EDUPER_DIS,LALLOTH_EMPLOYMENTPER_DIS,LALLOTH_NOT_SUSTAINEDPER_DIS,LALLOTH_NOT_CAPTUREDPER_DIS,LALLOTH_COHORT_NONDIS,LALLOTH_OVERALL_NONDIS,LALLOTH_APPREN_NONDIS,LALLOTH_EDUCATION_NONDIS,LALLOTH_FE_NONDIS,LALLOTH_HE_NONDIS,LALLOTH_OTHER_EDU_NONDIS,LALLOTH_EMPLOYMENT_NONDIS,LALLOTH_NOT_SUSTAINED_NONDIS,LALLOTH_NOT_CAPTURED_NONDIS,LALLOTH_OVERALLPER_NONDIS,LALLOTH_APPRENPER_NONDIS,LALLOTH_EDUCATIONPER_NONDIS,LALLOTH_FEPER_NONDIS,LALLOTH_HEPER_NONDIS,LALLOTH_OTHER_EDUPER_NONDIS,LALLOTH_EMPLOYMENTPER_NONDIS,LALLOTH_NOT_SUSTAINEDPER_NONDIS,LALLOTH_NOT_CAPTUREDPER_NONDIS
1,826,6905,135665,The Milton Keynes Academy,AC,0,0,49,42,3,20,1,19,0,19,5,2,86%,6%,41%,2%,39%,0%,39%,10%,4%,17,15,1,7,SUPP,SUPP,0,7,2,0,88%,6%,41%,SUPP,SUPP,0%,41%,12%,0%,32,27,2,13,SUPP,SUPP,0,12,3,2,84%,6%,41%,SUPP,SUPP,0%,38%,9%,6%,35,32,0,19,1,18,0,13,1,2,91%,0%,54%,3%,51%,0%,37%,3%,6%,11,SUPP,0,SUPP,SUPP,SUPP,0,SUPP,SUPP,0,SUPP,0%,SUPP,SUPP,SUPP,0%,SUPP,SUPP,0%,24,SUPP,0,SUPP,SUPP,SUPP,0,SUPP,SUPP,2,SUPP,0%,SUPP,SUPP,SUPP,0%,SUPP,SUPP,8%,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,10,7,3,1,0,1,0,3,3,0,70%,30%,10%,0%,10%,0%,30%,30%,0%,5,SUPP,SUPP,SUPP,0,SUPP,0,SUPP,SUPP,0,SUPP,SUPP,SUPP,0%,SUPP,0%,SUPP,SUPP,0%,5,SUPP,SUPP,SUPP,0,SUPP,0,SUPP,SUPP,0,SUPP,SUPP,SUPP,0%,SUPP,0%,SUPP,SUPP,0%
1,826,8004,130609,Milton Keynes College,General Further Education College,0,0,863,648,78,265,110,154,1,305,163,52,75%,9%,31%,13%,18%,SP,35%,19%,6%,220,135,11,53,SUPP,24,SUPP,71,73,12,61%,5%,24%,SUPP,11%,SUPP,32%,33%,5%,643,513,67,212,SUPP,130,SUPP,234,90,40,80%,10%,33%,SUPP,20%,SUPP,36%,14%,6%,419,357,20,193,46,146,1,144,47,15,85%,5%,46%,11%,35%,SP,34%,11%,4%,64,53,1,32,SUPP,23,SUPP,20,10,1,83%,2%,50%,SUPP,36%,SUPP,31%,16%,2%,355,304,19,161,SUPP,123,SUPP,124,37,14,86%,5%,45%,SUPP,35%,SUPP,35%,10%,4%,204,144,29,32,28,4,0,83,47,13,71%,14%,16%,14%,2%,0%,41%,23%,6%,61,36,4,9,9,0,0,23,21,4,59%,7%,15%,15%,0%,0%,38%,34%,7%,143,108,25,23,19,4,0,60,26,9,76%,17%,16%,13%,3%,0%,42%,18%,6%,240,147,29,40,36,4,0,78,69,24,61%,12%,17%,15%,2%,0%,33%,29%,10%,95,46,6,12,11,1,0,28,42,7,48%,6%,13%,12%,1%,0%,29%,44%,7%,145,101,23,28,25,3,0,50,27,17,70%,16%,19%,17%,2%,0%,34%,19%,12%
LA,826,,,,,,,2417,2037,140,1269,126,1112,31,628,269,111,84%,6%,53%,5%,46%,1%,26%,11%,5%,520,400,15,245,30,205,5,140,105,20,76%,3%,47%,6%,39%,1%,27%,20%,4%,1895,1640,125,1025,95,905,25,490,165,90,86%,7%,54%,5%,48%,1%,26%,9%,5%,1900,1702,74,1193,61,1102,30,435,135,63,90%,4%,63%,3%,58%,2%,23%,7%,3%,340,300,5,220,SUPP,205,SUPP,75,30,5,89%,2%,65%,SUPP,60%,SUPP,22%,9%,2%,1560,1400,70,970,SUPP,900,SUPP,360,105,55,90%,4%,62%,SUPP,58%,SUPP,23%,7%,4%,233,160,30,33,28,4,1,97,55,18,69%,13%,14%,12%,2%,SP,42%,24%,8%,70,40,5,10,SUPP,SUPP,SUPP,30,25,5,59%,6%,13%,SUPP,SUPP,SUPP,41%,35%,6%,160,120,25,25,SUPP,SUPP,SUPP,70,30,15,73%,16%,15%,SUPP,SUPP,SUPP,42%,19%,9%,284,175,36,43,37,6,0,96,79,30,62%,13%,15%,13%,2%,0%,34%,28%,11%,110,55,5,10,SUPP,SUPP,0,35,45,10,49%,6%,11%,SUPP,SUPP,0%,32%,42%,9%,175,120,30,30,SUPP,SUPP,0,60,35,20,70%,17%,18%,SUPP,SUPP,0%,35%,19%,12%
1,830,4000,142741,Swanwick Hall School,ACC,0,0,38,37,3,21,0,21,0,13,1,0,97%,8%,55%,0%,55%,0%,34%,3%,0%,4,SUPP,SUPP,SUPP,0,SUPP,0,SUPP,SUPP,0,SUPP,SUPP,SUPP,0%,SUPP,0%,SUPP,SUPP,0%,34,SUPP,SUPP,SUPP,0,SUPP,0,12,SUPP,0,SUPP,SUPP,SUPP,0%,SUPP,0%,35%,SUPP,0%,35,35,2,21,0,21,0,12,0,0,100%,6%,60%,0%,60%,0%,34%,0%,0%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,830,4004,141377,Outwood Academy Newbold,AC,0,0,51,49,4,28,0,28,0,17,2,0,96%,8%,55%,0%,55%,0%,33%,4%,0%,6,6,1,3,0,3,0,2,0,0,100%,17%,50%,0%,50%,0%,33%,0%,0%,45,43,3,25,0,25,0,15,2,0,96%,7%,56%,0%,56%,0%,33%,4%,0%,51,49,4,28,0,28,0,17,2,0,96%,8%,55%,0%,55%,0%,33%,4%,0%,6,6,1,3,0,3,0,2,0,0,100%,17%,50%,0%,50%,0%,33%,0%,0%,45,43,3,25,0,25,0,15,2,0,96%,7%,56%,0%,56%,0%,33%,4%,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,830,4006,142405,David Nieper Academy,AC,0,0,9,8,0,3,0,3,0,5,0,1,89%,0%,33%,0%,33%,0%,56%,0%,11%,5,SUPP,0,SUPP,0,SUPP,0,SUPP,0,SUPP,SUPP,0%,SUPP,0%,SUPP,0%,SUPP,0%,SUPP,4,SUPP,0,SUPP,0,SUPP,0,SUPP,0,SUPP,SUPP,0%,SUPP,0%,SUPP,0%,SUPP,0%,SUPP,8,8,0,3,0,3,0,5,0,0,100%,0%,38%,0%,38%,0%,63%,0%,0%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,830,4009,145500,John Port Spencer Academy,AC,0,0,153,141,16,93,2,90,1,32,10,2,92%,10%,61%,1%,59%,1%,21%,7%,1%,6,5,0,4,0,SUPP,SUPP,1,1,0,83%,0%,67%,0%,SUPP,SUPP,17%,17%,0%,147,136,16,89,2,SUPP,SUPP,31,9,2,93%,11%,61%,1%,SUPP,SUPP,21%,6%,1%,153,141,16,93,2,90,1,32,10,2,92%,10%,61%,1%,59%,1%,21%,7%,1%,6,5,0,4,0,SUPP,SUPP,1,1,0,83%,0%,67%,0%,SUPP,SUPP,17%,17%,0%,147,136,16,89,2,SUPP,SUPP,31,9,2,93%,11%,61%,1%,SUPP,SUPP,21%,6%,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,830,4010,146099,Tupton Hall School,AC,0,0,147,135,7,86,2,83,1,42,6,6,92%,5%,59%,1%,56%,1%,29%,4%,4%,16,16,1,12,0,SUPP,SUPP,3,0,0,100%,6%,75%,0%,SUPP,SUPP,19%,0%,0%,131,119,6,74,2,SUPP,SUPP,39,6,6,91%,5%,56%,2%,SUPP,SUPP,30%,5%,5%,147,135,7,86,2,83,1,42,6,6,92%,5%,59%,1%,56%,1%,29%,4%,4%,16,16,1,12,0,SUPP,SUPP,3,0,0,100%,6%,75%,0%,SUPP,SUPP,19%,0%,0%,131,119,6,74,2,SUPP,SUPP,39,6,6,91%,5%,56%,2%,SUPP,SUPP,30%,5%,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,830,4011,146374,Kirk Hallam Community Academy,ACC,0,0,51,48,6,36,2,34,0,6,3,0,94%,12%,71%,4%,67%,0%,12%,6%,0%,9,SUPP,SUPP,6,SUPP,SUPP,0,SUPP,SUPP,0,SUPP,SUPP,67%,SUPP,SUPP,0%,SUPP,SUPP,0%,42,SUPP,SUPP,30,SUPP,SUPP,0,SUPP,SUPP,0,SUPP,SUPP,71%,SUPP,SUPP,0%,SUPP,SUPP,0%,46,43,4,35,1,34,0,4,3,0,93%,9%,76%,2%,74%,0%,9%,7%,0%,8,8,0,SUPP,SUPP,SUPP,0,SUPP,0,0,100%,0%,SUPP,SUPP,SUPP,0%,SUPP,0%,0%,38,35,4,SUPP,SUPP,SUPP,0,SUPP,3,0,92%,11%,SUPP,SUPP,SUPP,0%,SUPP,8%,0%,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,830,4052,136716,The Long Eaton School,ACC,0,0,74,67,14,31,1,30,0,22,6,1,91%,19%,42%,1%,41%,0%,30%,8%,1%,12,SUPP,SUPP,8,SUPP,SUPP,0,2,SUPP,SUPP,SUPP,SUPP,67%,SUPP,SUPP,0%,17%,SUPP,SUPP,62,SUPP,SUPP,23,SUPP,SUPP,0,20,SUPP,SUPP,SUPP,SUPP,37%,SUPP,SUPP,0%,32%,SUPP,SUPP,70,63,11,31,1,30,0,21,6,1,90%,16%,44%,1%,43%,0%,30%,9%,1%,11,SUPP,SUPP,8,SUPP,SUPP,0,SUPP,0,SUPP,SUPP,SUPP,73%,SUPP,SUPP,0%,SUPP,0%,SUPP,59,SUPP,SUPP,23,SUPP,SUPP,0,SUPP,6,SUPP,SUPP,SUPP,39%,SUPP,SUPP,0%,SUPP,10%,SUPP,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,830,4054,146451,Wilsthorpe School,ACC,0,0,45,38,3,28,2,26,0,7,7,0,84%,7%,62%,4%,58%,0%,16%,16%,0%,11,9,1,6,0,6,0,2,2,0,82%,9%,55%,0%,55%,0%,18%,18%,0%,34,29,2,22,2,20,0,5,5,0,85%,6%,65%,6%,59%,0%,15%,15%,0%,45,38,3,28,2,26,0,7,7,0,84%,7%,62%,4%,58%,0%,16%,16%,0%,11,9,1,6,0,6,0,2,2,0,82%,9%,55%,0%,55%,0%,18%,18%,0%,34,29,2,22,2,20,0,5,5,0,85%,6%,65%,6%,59%,0%,15%,15%,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,830,4089,112939,Aldercar High School,CY,0,0,20,13,1,9,0,7,2,3,6,1,65%,5%,45%,0%,35%,10%,15%,30%,5%,5,SUPP,SUPP,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,SUPP,SUPP,15,9,SUPP,8,0,SUPP,SUPP,SUPP,SUPP,SUPP,60%,SUPP,53%,0%,SUPP,SUPP,SUPP,SUPP,SUPP,16,12,0,9,0,7,2,3,3,1,75%,0%,56%,0%,44%,13%,19%,19%,6%,3,SUPP,0,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,0%,SUPP,SUPP,SUPP,SUPP,SUPP,13,SUPP,0,8,0,SUPP,SUPP,SUPP,3,SUPP,SUPP,0%,62%,0%,SUPP,SUPP,SUPP,23%,SUPP,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
