"CHAINID","UID","GROUP-TYPE","CHAINNAME","LEADRSC","SCHOOLS","SCHOOLSDIS","TELIG","KS1APS","PFSM6CLA1A","PNOTFSM6CLA1A","PEALGRP2","SCHOOLS_CONVERTERS","SCHOOLS_SPONSORLED","SCHOOLS_FREE","SCHOOLS3","SCHOOLS4P","READPROG_DESCR","READPROGSCORE_P_ADJUSTED_WGTAVG","READPROG_LOWER_ADJ","READPROG_UPPER_ADJ","READPROGSCORE_P_ADJUSTED_DIS_WGTAVG","READPROG_FSM6CLA1A_LOWER_ADJ","READPROG_FSM6CLA1A_UPPER_ADJ","READPROGSCORE_P_ADJUSTED_NONDIS_WGTAVG","READPROG_NOTFSM6CLA1A_LOWER_ADJ","READPROG_NOTFSM6CLA1A_UPPER_ADJ","WRITPROG_DESCR","WRITPROGSCORE_P_ADJUSTED_WGTAVG","WRITPROG_LOWER_ADJ","WRITPROG_UPPER_ADJ","WRITPROGSCORE_P_ADJUSTED_DIS_WGTAVG","WRITPROG_FSM6CLA1A_LOWER_ADJ","WRITPROG_FSM6CLA1A_UPPER_ADJ","WRITPROGSCORE_P_ADJUSTED_NONDIS_WGTAVG","WRITPROG_NOTFSM6CLA1A_LOWER_ADJ","WRITPROG_NOTFSM6CLA1A_UPPER_ADJ","MATPROG_DESCR","MATPROGSCORE_P_ADJUSTED_WGTAVG","MATPROG_LOWER_ADJ","MATPROG_UPPER_ADJ","MATPROGSCORE_P_ADJUSTED_DIS_WGTAVG","MATPROG_FSM6CLA1A_LOWER_ADJ","MATPROG_FSM6CLA1A_UPPER_ADJ","MATPROGSCORE_P_ADJUSTED_NONDIS_WGTAVG","MATPROG_NOTFSM6CLA1A_LOWER_ADJ","MATPROG_NOTFSM6CLA1A_UPPER_ADJ","READPROGSCORE_P_WGTAVG","READPROG_LOWER","READPROG_UPPER","READPROGSCORE_P_DIS_WGTAVG","READPROG_FSM6CLA1A_LOWER","READPROG_FSM6CLA1A_UPPER","READPROGSCORE_P_NONDIS_WGTAVG","READPROG_NOTFSM6CLA1A_LOWER","READPROG_NOTFSM6CLA1A_UPPER","WRITPROGSCORE_P_WGTAVG","WRITPROG_LOWER","WRITPROG_UPPER","WRITPROGSCORE_P_DIS_WGTAVG","WRITPROG_FSM6CLA1A_LOWER","WRITPROG_FSM6CLA1A_UPPER","WRITPROGSCORE_P_NONDIS_WGTAVG","WRITPROG_NOTFSM6CLA1A_LOWER","WRITPROG_NOTFSM6CLA1A_UPPER","MATPROGSCORE_P_WGTAVG","MATPROG_LOWER","MATPROG_UPPER","MATPROGSCORE_P_DIS_WGTAVG","MATPROG_FSM6CLA1A_LOWER","MATPROG_FSM6CLA1A_UPPER","MATPROGSCORE_P_NONDIS_WGTAVG","MATPROG_NOTFSM6CLA1A_LOWER","MATPROG_NOTFSM6CLA1A_UPPER","RWMEXP_WGTAVG","RWMEXP_DIS_WGTAVG","RWMEXP_NONDIS_WGTAVG","PSEN","SCHOOL-URNS"
"SP00003",2054,"School sponsor","Academies Enterprise Trust (AET)","National Sponsor Unit",33,33,1385,15.9,46.7,53.3,33.6,7,26,0,0,33,3,0.1,-0.3,0.4,"0.4","-0.1","0.9",-0.2,-0.7,0.2,2,1,0.7,1.3,"0.9","0.5","1.4",1.1,0.6,1.5,2,0.4,0.2,0.7,"0.3","-0.2","0.7",0.6,0.2,1,0.1,-0.3,0.4,"0.4","-0.1","0.9",-0.3,-0.7,0.2,1,0.7,1.3,"0.9","0.4","1.4",1.1,0.6,1.5,0.4,0.1,0.7,"0.2","-0.2","0.7",0.6,0.2,1,"68%","63%","71%",19.2,"137378, 137381, 137405, 138072, 138074, 138117, 138369, 138410, 138440, 138588, 138589, 138674, 138677, 138678, 138679, 138782, 138786, 138854, 138864, 138867, 138973, 138982, 138985, 139003, 139004, 139005, 139006, 139131, 139132, 139207, 139476, 139868, 139885"
"TR00015",2062,"Multi-academy trust","ACADEMY TRANSFORMATION TRUST","East of England and North East London",8,8,246,15.5,48,52,15,2,6,0,1,7,4,-1.8,-2.6,-1,"-2.6","-3.7","-1.4",-1.2,-2.3,-0.1,3,-0.3,-1.1,0.4,"-2.1","-3.1","-1",1.3,0.3,2.3,4,-1.7,-2.4,-1,"-2.7","-3.7","-1.7",-0.7,-1.7,0.2,-1.9,-2.7,-1.1,"-2.6","-3.8","-1.5",-1.2,-2.3,-0.1,-0.3,-1.1,0.4,"-2.1","-3.1","-1",1.3,0.2,2.3,-1.7,-2.4,-1,"-2.8","-3.8","-1.8",-0.7,-1.7,0.3,"51%","39%","62%",16.3,"138540, 138996, 139058, 139226, 139641, 142027, 142194, 144499"
"TR01229",2070,"Multi-academy trust","ACORN EDUCATION TRUST","South West",3,3,89,16.2,19.1,80.9,4.5,2,1,0,1,2,3,-0.6,-1.9,0.8,"-3.2","-6.1","-0.3",0.1,-1.3,1.6,4,-1.7,-2.9,-0.4,"-3","-5.7","-0.3",-1.3,-2.6,0.1,3,-0.1,-1.2,1.1,"-1.2","-3.8","1.3",0.2,-1,1.5,-0.6,-2,0.7,"-3.6","-6.6","-0.6",0.1,-1.4,1.6,-1.7,-2.9,-0.4,"-3","-5.8","-0.3",-1.3,-2.7,0.1,-0.1,-1.2,1.1,"-1.2","-3.8","1.4",0.2,-1.1,1.5,"64%","64%","64%",27,"141148, 141619, 143009"
"TR03028",2071,"Multi-academy trust","ACORN MULTI ACADEMY TRUST","South West",6,6,95,16.5,23.2,76.8,2.1,5,1,0,1,5,2,1.8,0.5,3,"1.6","-1.1","4.2",1.8,0.4,3.2,3,-0.5,-1.6,0.7,"-2.7","-5.2","-0.3",0.2,-1.1,1.5,3,0.8,-0.3,1.9,"-1.9","-4.2","0.4",1.6,0.3,2.8,1.8,0.5,3,"1.6","-1.1","4.3",1.8,0.3,3.3,-0.6,-1.8,0.6,"-3","-5.5","-0.5",0.1,-1.2,1.5,0.8,-0.4,1.9,"-1.9","-4.3","0.4",1.6,0.3,2.8,"70%","46%","78%",17.9,"141523, 141524, 141525, 141527, 142046, 142250"
"TR03058",5445,"Multi-academy trust","AD ASTRA ACADEMY TRUST","North",3,3,123,16.4,52.8,47.2,4.9,3,0,0,1,2,3,-0.4,-1.6,0.7,"-0.3","-1.8","1.2",-0.5,-2.2,1.2,3,-0.6,-1.7,0.4,"-1.8","-3.2","-0.4",0.5,-1,2.1,3,-0.5,-1.5,0.5,"-0.8","-2.1","0.5",-0.1,-1.5,1.4,-0.4,-1.6,0.7,"-0.3","-1.8","1.3",-0.5,-2.2,1.2,-0.6,-1.7,0.4,"-1.8","-3.2","-0.4",0.5,-1,2.1,-0.5,-1.5,0.5,"-0.8","-2.2","0.5",-0.1,-1.6,1.4,"66%","60%","73%",17.1,"141627, 141717, 142965"
"TR02658",2081,"Multi-academy trust","ADVENTURE LEARNING ACADEMY TRUST","South West",4,4,132,16.2,29.5,70.5,2.3,0,4,0,0,4,3,-0.9,-2,0.1,"-1.6","-3.5","0.4",-0.7,-1.9,0.6,2,1,0.1,2,"1.5","-0.4","3.3",0.9,-0.3,2,4,-2.9,-3.8,-2,"-3.2","-4.9","-1.4",-2.8,-3.9,-1.7,-1,-2,0.1,"-1.7","-3.7","0.3",-0.7,-2,0.6,1,0,2,"1.5","-0.4","3.3",0.8,-0.4,2,-2.9,-3.9,-2,"-3.2","-4.9","-1.4",-2.8,-4,-1.7,"56%","46%","60%",19.7,"140837, 140838, 140839, 141616"
"TR00048",2112,"Multi-academy trust","ALL SAINTS CATHOLIC COLLEGIATE","West Midlands",4,4,148,16.6,35.8,64.2,23,4,0,0,0,4,3,-0.8,-1.8,0.2,"-1.3","-3","0.4",-0.6,-1.9,0.7,3,-0.9,-1.9,0,"-1.9","-3.4","-0.3",-0.4,-1.6,0.8,3,-0.1,-1,0.8,"-1.1","-2.6","0.3",0.5,-0.6,1.6,-0.9,-1.9,0.2,"-1.4","-3.1","0.3",-0.6,-1.9,0.7,-1,-1.9,0,"-1.9","-3.5","-0.3",-0.4,-1.6,0.8,-0.1,-1,0.8,"-1.2","-2.7","0.3",0.5,-0.6,1.6,"69%","64%","72%",23.6,"140287, 140296, 140297, 140298"
"TR03329",15787,"Multi-academy trust","AMADEUS PRIMARY ACADEMIES  TRUST","South East and South London",4,4,270,17.9,18.9,81.1,12.2,4,0,0,0,4,3,-0.6,-1.3,0.2,"-0.6","-2.3","1.1",-0.6,-1.4,0.3,3,-0.5,-1.2,0.1,"-0.4","-2","1.1",-0.6,-1.3,0.2,4,-0.8,-1.4,-0.1,"-1.3","-2.8","0.1",-0.6,-1.3,0.1,-0.6,-1.4,0.1,"-0.7","-2.4","1",-0.6,-1.5,0.2,-0.5,-1.3,0.2,"-0.4","-2","1.2",-0.6,-1.3,0.2,-0.8,-1.5,-0.1,"-1.3","-2.9","0.2",-0.7,-1.4,0.1,"76%","53%","81%",7,"142228, 142229, 142294, 142295"
"TR02316",2128,"Multi-academy trust","AMBITIONS ACADEMIES TRUST","South West",3,3,229,16.4,33.2,66.8,31.4,0,3,0,0,3,3,-0.2,-1.1,0.6,"-1.8","-3.2","-0.4",0.6,-0.4,1.6,2,2,1.2,2.8,"0.3","-1","1.6",2.9,1.9,3.8,2,0.9,0.1,1.6,"-0.6","-1.8","0.7",1.6,0.7,2.5,-0.2,-1.1,0.6,"-1.8","-3.3","-0.4",0.6,-0.5,1.6,2,1.2,2.8,"0.3","-1","1.6",2.9,1.9,3.8,0.9,0.1,1.6,"-0.6","-1.9","0.7",1.6,0.7,2.5,"68%","41%","82%",10.9,"138860, 141671, 141745"
"TR01286",3698,"Multi-academy trust","AN DARAS MULTI ACADEMY TRUST","South West",5,5,99,16,35.4,64.6,9.1,5,0,0,3,2,4,-2.6,-3.9,-1.4,"-4","-6.1","-1.9",-1.9,-3.5,-0.3,3,-0.9,-2,0.3,"-0.9","-2.9","1",-0.9,-2.4,0.6,4,-2.9,-4,-1.8,"-4.1","-5.9","-2.2",-2.2,-3.6,-0.8,-2.8,-4.1,-1.5,"-4.1","-6.2","-1.9",-2.1,-3.7,-0.4,-1,-2.2,0.2,"-0.9","-2.9","1",-1.1,-2.6,0.4,-3,-4.2,-1.9,"-4.1","-6","-2.2",-2.4,-3.9,-1,"49%","34%","58%",20.2,"140513, 140514, 142551, 142564, 142804"
"TR00429",2597,"Multi-academy trust","ANTHEM SCHOOLS TRUST","East Midlands and Humber",8,8,324,16,39.5,60.5,34.3,2,4,2,0,8,4,-1.1,-1.8,-0.4,"-2.6","-3.7","-1.5",-0.1,-1,0.8,3,-0.1,-0.8,0.5,"-0.6","-1.6","0.4",0.2,-0.6,1,3,0.3,-0.3,0.9,"-0.6","-1.5","0.4",0.9,0.1,1.7,-1.1,-1.8,-0.4,"-2.6","-3.7","-1.5",-0.1,-1,0.8,-0.1,-0.8,0.5,"-0.6","-1.6","0.4",0.2,-0.6,1.1,0.3,-0.4,0.9,"-0.7","-1.6","0.3",0.9,0.1,1.7,"65%","49%","74%",21,"137281, 138063, 138291, 138372, 138992, 139709, 139907, 140833"
"TR00322",2143,"Multi-academy trust","AQUINAS CHURCH OF ENGLAND EDUCATION TRUST LIMITED","South East and South London",8,8,370,16.6,21.4,78.6,14.9,6,2,0,2,6,2,1.8,1.2,2.5,"1.2","-0.2","2.6",2,1.3,2.7,2,1.1,0.5,1.7,"0.3","-0.9","1.6",1.3,0.6,2,2,1.2,0.6,1.7,"-0.4","-1.7","0.8",1.6,1,2.2,1.8,1.2,2.5,"1.2","-0.2","2.7",2,1.3,2.7,1.1,0.5,1.7,"0.3","-1","1.7",1.3,0.6,2,1.2,0.6,1.7,"-0.4","-1.7","0.8",1.6,0.9,2.2,"73%","55%","78%",15.1,"139984, 140648, 140729, 141352, 141529, 141567, 141896, 143097"
"TR00081",2157,"Multi-academy trust","ARK SCHOOLS","National Sponsor Unit",17,17,863,16.8,50.9,49.1,44.3,1,14,2,1,16,2,0.5,0.1,0.9,"0","-0.6","0.6",1,0.4,1.6,3,-0.1,-0.5,0.3,"-0.5","-1","0",0.4,-0.2,1,3,0.4,0,0.8,"-0.2","-0.8","0.3",1.1,0.6,1.6,0.5,0.1,0.9,"0","-0.6","0.6",1,0.4,1.6,-0.1,-0.5,0.3,"-0.5","-1.1","0.1",0.4,-0.2,1,0.4,0,0.8,"-0.3","-0.8","0.3",1.1,0.6,1.7,"74%","70%","78%",12.4,"135242, 135584, 135600, 137114, 137323, 137331, 137578, 138397, 138680, 139645, 139713, 139820, 139830, 141020, 141021, 141022, 143148"
"SP00192",2184,"School sponsor","Askel Veur - Diocese of Truro","South West",11,9,207,16.4,28,72,3.9,7,4,0,5,6,4,-1.5,-2.3,-0.6,"-2.5","-4.2","-0.9",-1,-2,0,4,-1.1,-1.8,-0.3,"-1.4","-2.9","0.1",-0.9,-1.8,0,4,-2.6,-3.4,-1.9,"-4.7","-6.1","-3.3",-1.8,-2.7,-1,-1.6,-2.5,-0.7,"-2.9","-4.5","-1.3",-1.1,-2.1,-0.1,-1.1,-1.9,-0.3,"-1.6","-3.1","-0.1",-0.9,-1.9,0,-2.8,-3.6,-2,"-5.2","-6.7","-3.8",-1.9,-2.7,-1,"55%","45%","60%",15,"139089, 139090, 139091, 139092, 139093, 140232, 140334, 140342, 140347, 140477, 141622"
"TR00103",2186,"Multi-academy trust","ASPIRATIONS ACADEMIES TRUST","North West London and South Central",6,6,429,16.6,36.1,63.9,30.8,2,4,0,0,6,3,-0.5,-1.2,0.1,"-1","-2","0",-0.3,-1,0.5,3,0.1,-0.5,0.6,"-0.8","-1.7","0.1",0.6,-0.1,1.3,3,-0.2,-0.7,0.3,"-0.5","-1.4","0.4",-0.1,-0.7,0.6,-0.6,-1.2,0,"-1","-2","0",-0.3,-1.1,0.5,0,-0.5,0.6,"-0.8","-1.7","0.1",0.6,-0.2,1.3,-0.3,-0.8,0.3,"-0.5","-1.4","0.4",-0.1,-0.8,0.6,"68%","63%","71%",14.7,"138501, 139298, 139692, 140158, 140718, 141089"
"TR02430",2189,"Multi-academy trust","ASPIRE ACADEMIES TRUST","North West London and South Central",3,3,194,15.4,24.2,75.8,24.2,2,1,0,0,3,3,-0.3,-1.2,0.7,"-1.2","-3.1","0.6",0.1,-1,1.1,4,-0.9,-1.8,-0.1,"-1.6","-3.3","0.1",-0.7,-1.7,0.2,2,1,0.2,1.8,"-0.4","-2","1.3",1.4,0.5,2.3,-0.4,-1.3,0.6,"-1.3","-3.2","0.7",-0.1,-1.1,1,-0.9,-1.8,-0.1,"-1.6","-3.3","0.1",-0.8,-1.7,0.2,0.9,0.1,1.7,"-0.4","-2","1.3",1.3,0.4,2.2,"51%","36%","55%",19.1,"136857, 137238, 138507"
"TR00579",2192,"Multi-academy trust","ASPIRE ACADEMY TRUST","South West",18,17,558,15.9,30.3,69.7,2,14,4,0,5,13,3,-0.1,-0.6,0.4,"0.1","-0.9","1",-0.2,-0.8,0.4,2,0.6,0.1,1.1,"0.2","-0.7","1",0.8,0.3,1.4,3,-0.1,-0.5,0.4,"-0.6","-1.4","0.2",0.2,-0.4,0.7,-0.1,-0.7,0.4,"0.1","-0.9","1",-0.2,-0.8,0.4,0.6,0.1,1.1,"0.1","-0.7","1",0.8,0.2,1.4,-0.1,-0.5,0.4,"-0.6","-1.4","0.2",0.2,-0.4,0.7,"62%","44%","69%",18.3,"136318, 136597, 137076, 137142, 137183, 137758, 138963, 139073, 139960, 140318, 140897, 141283, 142144, 142303, 142389, 143099, 143165, 143171"
"TR00105",2195,"Multi-academy trust","ASTON COMMUNITY EDUCATION TRUST","East Midlands and Humber",3,3,120,16,57.5,42.5,4.2,1,2,0,0,3,4,-2,-3.1,-0.9,"-2.5","-4","-1",-1.3,-3,0.4,3,0.8,-0.2,1.8,"0.7","-0.6","2.1",1,-0.6,2.5,4,-1.1,-2.1,-0.1,"-1.2","-2.5","0.1",-1,-2.5,0.5,-2,-3.2,-0.9,"-2.5","-4","-1",-1.4,-3.1,0.4,0.8,-0.2,1.9,"0.7","-0.7","2.1",1,-0.6,2.6,-1.2,-2.2,-0.2,"-1.2","-2.5","0.1",-1.1,-2.6,0.4,"63%","57%","73%",17.5,"138357, 141102, 142139"
"TR03436",16104,"Multi-academy trust","ASTREA ACADEMY TRUST","East Midlands and Humber",13,13,522,15.5,56.3,43.7,22.2,8,5,0,13,0,4,-1.2,-1.7,-0.7,"-1.8","-2.5","-1",-0.5,-1.3,0.4,3,-0.3,-0.8,0.2,"-0.7","-1.4","0",0.3,-0.5,1,3,-0.2,-0.7,0.2,"-0.6","-1.3","0",0.3,-0.4,1,-1.2,-1.8,-0.7,"-1.8","-2.5","-1",-0.5,-1.3,0.4,-0.3,-0.8,0.2,"-0.7","-1.4","0",0.2,-0.6,1,-0.2,-0.7,0.2,"-0.6","-1.3","0",0.3,-0.5,1,"60%","53%","69%",22.8,"138415, 138700, 138701, 138702, 139297, 142933, 142934, 142937, 143061, 143194, 144481, 144482, 144483"
"TR03037",2199,"Multi-academy trust","ATLANTIC CENTRE OF EXCELLENCE MULTI ACADEMY TRUST","South West",5,5,267,16.3,31.1,68.9,4.1,5,0,0,1,4,4,-1.2,-2,-0.5,"-2.9","-4.3","-1.6",-0.5,-1.4,0.4,5,-3.5,-4.2,-2.8,"-4.6","-5.8","-3.3",-3,-3.9,-2.2,4,-2.1,-2.7,-1.4,"-2.9","-4.1","-1.8",-1.7,-2.5,-0.9,-1.3,-2,-0.5,"-3","-4.3","-1.6",-0.5,-1.4,0.4,-3.6,-4.3,-2.9,"-5","-6.2","-3.7",-3.1,-3.9,-2.2,-2.1,-2.8,-1.5,"-3.1","-4.3","-1.9",-1.7,-2.5,-0.9,"57%","37%","66%",18,"136760, 136862, 136869, 142242, 142958"
"TR00111",2206,"Multi-academy trust","AURORA ACADEMIES TRUST","South East and South London",4,4,231,15.1,50.6,49.4,12.1,0,4,0,0,4,3,-0.3,-1.1,0.5,"-1.3","-2.4","-0.1",0.8,-0.4,2,3,-0.1,-0.9,0.6,"-1.1","-2.2","-0.1",1,-0.1,2.1,4,-1.6,-2.3,-0.9,"-1.8","-2.8","-0.8",-1.4,-2.4,-0.4,-0.3,-1.1,0.5,"-1.3","-2.4","-0.1",0.8,-0.4,2,-0.1,-0.9,0.6,"-1.2","-2.2","-0.1",0.9,-0.2,2,-1.7,-2.4,-0.9,"-1.8","-2.9","-0.8",-1.4,-2.5,-0.4,"49%","39%","59%",18.2,"138390, 138391, 138392, 138400"
"TR00112",2209,"Multi-academy trust","AVANTI SCHOOLS TRUST","North West London and South Central",3,2,196,17.2,11.7,88.3,75,2,0,1,1,2,2,1.5,0.6,2.5,"SUPPM","SUPPM","SUPPM",1.8,0.8,2.8,2,2.2,1.3,3.1,"SUPPM","SUPPM","SUPPM",2.3,1.3,3.2,1,3.7,2.8,4.5,"SUPPM","SUPPM","SUPPM",4.3,3.4,5.2,1.5,0.5,2.5,"SUPPM","SUPPM","SUPPM",1.8,0.7,2.8,2.2,1.3,3.1,"SUPPM","SUPPM","SUPPM",2.3,1.3,3.2,3.7,2.8,4.5,"SUPPM","SUPPM","SUPPM",4.3,3.4,5.3,"78%","SUPPM","81%",6.1,"136930, 138688, 142489"
"TR03025",2212,"Multi-academy trust","AVOCET ACADEMY TRUST","East of England and North East London",3,2,69,16,30.4,69.6,0,3,0,0,0,3,4,-1.9,-3.4,-0.4,"SUPPM","SUPPM","SUPPM",-1.7,-3.5,0,3,-0.7,-2,0.7,"SUPPM","SUPPM","SUPPM",-0.4,-2,1.2,4,-2.8,-4.1,-1.5,"SUPPM","SUPPM","SUPPM",-2.6,-4.2,-1,-1.9,-3.4,-0.4,"SUPPM","SUPPM","SUPPM",-1.7,-3.5,0.1,-0.7,-2,0.7,"SUPPM","SUPPM","SUPPM",-0.4,-2.1,1.2,-2.8,-4.1,-1.5,"SUPPM","SUPPM","SUPPM",-2.6,-4.2,-1,"64%","SUPPM","63%",17.4,"141550, 141551, 141554"
"TR02682",2351,"Multi-academy trust","BLANDFORD EDUCATION TRUST","South West",3,3,108,16.7,23.1,76.9,0.9,3,0,0,0,3,2,2.9,1.7,4.1,"3.5","1","5.9",2.8,1.4,4.1,3,0.9,-0.2,2,"2.5","0.2","4.8",0.5,-0.7,1.7,3,0.6,-0.4,1.7,"1.3","-0.8","3.5",0.5,-0.7,1.6,2.9,1.7,4.1,"3.5","1","6",2.8,1.4,4.1,0.9,-0.2,2,"2.5","0.2","4.8",0.5,-0.8,1.7,0.6,-0.4,1.6,"1.3","-0.9","3.5",0.4,-0.8,1.6,"81%","72%","84%",13.9,"141043, 141046, 141061"
"TR00353",2497,"Multi-academy trust","BMAT EDUCATION","East of England and North East London",4,4,229,15.5,39.3,60.7,24.9,0,4,0,0,4,3,0.8,0,1.7,"-0.2","-1.5","1.1",1.6,0.5,2.7,3,0,-0.8,0.7,"-0.3","-1.5","0.9",0.2,-0.8,1.2,3,-0.2,-1,0.5,"-1.6","-2.8","-0.5",0.7,-0.2,1.7,0.8,0,1.7,"-0.2","-1.5","1.1",1.6,0.4,2.7,0,-0.8,0.8,"-0.3","-1.5","1",0.2,-0.9,1.2,-0.3,-1,0.5,"-1.6","-2.8","-0.5",0.7,-0.2,1.7,"64%","51%","72%",11.8,"139398, 139399, 140019, 140024"
"TR00718",4362,"Multi-academy trust","BOUDICA SCHOOLS TRUST","East of England and North East London",3,3,134,15.5,42.5,57.5,11.9,0,3,0,0,3,2,1.7,0.7,2.8,"1.4","-0.2","3.1",2,0.6,3.4,2,2.3,1.3,3.3,"2.2","0.7","3.7",2.4,1.1,3.7,3,0.9,-0.1,1.8,"-0.3","-1.7","1.2",1.7,0.5,3,1.7,0.7,2.8,"1.4","-0.2","3.1",2,0.5,3.4,2.3,1.3,3.3,"2.2","0.6","3.7",2.4,1.1,3.8,0.9,-0.1,1.8,"-0.3","-1.7","1.2",1.7,0.4,3,"71%","63%","77%",20.1,"140819, 140990, 141661"
"TR00263",2386,"Multi-academy trust","BOURNE EDUCATION TRUST","South East and South London",4,4,164,15.8,34.8,65.2,34.1,1,3,0,1,3,2,1.8,0.9,2.8,"0","-1.7","1.6",2.8,1.6,4,2,1.6,0.7,2.5,"0.3","-1.2","1.9",2.3,1.2,3.4,2,2,1.1,2.8,"1.5","0","2.9",2.2,1.2,3.3,1.8,0.9,2.8,"0","-1.7","1.6",2.8,1.6,4,1.6,0.7,2.5,"0.3","-1.2","1.9",2.3,1.2,3.4,2,1.1,2.8,"1.5","0","3",2.2,1.1,3.3,"71%","62%","77%",19.5,"139951, 140509, 140860, 142084"
"TR00278",2408,"Multi-academy trust","BRADFORD DIOCESAN ACADEMIES TRUST","Lancashire and West Yorkshire",5,5,220,14.9,41.8,58.2,62.7,2,3,0,2,3,4,-1.7,-2.5,-0.8,"-2.2","-3.5","-0.9",-1.3,-2.4,-0.2,2,1.3,0.5,2,"1.3","0.1","2.5",1.3,0.3,2.3,3,0.7,0,1.4,"0.1","-1","1.2",1.1,0.2,2.1,-1.7,-2.6,-0.8,"-2.2","-3.6","-0.9",-1.3,-2.4,-0.2,1.3,0.5,2,"1.3","0.1","2.5",1.3,0.2,2.3,0.7,0,1.4,"0.1","-1.1","1.3",1.1,0.2,2.1,"49%","36%","58%",20.9,"138916, 139201, 141098, 142824, 142946"
"TR00837",16351,"Multi-academy trust","BRADGATE EDUCATION PARTNERSHIP","East Midlands and Humber",3,2,45,17,6.7,93.3,2.2,3,0,0,2,1,3,1.2,-0.6,3,"SUPPM","SUPPM","SUPPM",1.1,-0.8,3,3,1,-0.7,2.7,"SUPPM","SUPPM","SUPPM",1,-0.8,2.7,3,0.9,-0.7,2.5,"SUPPM","SUPPM","SUPPM",0.9,-0.7,2.6,1.2,-0.7,3,"SUPPM","SUPPM","SUPPM",1.1,-0.9,3,1,-0.7,2.7,"SUPPM","SUPPM","SUPPM",1,-0.8,2.7,0.9,-0.7,2.5,"SUPPM","SUPPM","SUPPM",0.9,-0.7,2.6,"79%","SUPPM","78%",20,"138807, 143249, 143253"
"TR00294",2430,"Multi-academy trust","BRIDGE MULTI-ACADEMY TRUST","South West",9,9,229,16.1,22.3,77.7,1.3,7,2,0,7,2,4,-1.3,-2.1,-0.5,"-2.6","-4.4","-0.8",-0.9,-1.8,0,3,-0.4,-1.2,0.3,"-1.6","-3.2","0",-0.2,-1,0.7,3,-0.5,-1.2,0.2,"-2.6","-4.2","-1.1",0.1,-0.7,0.9,-1.3,-2.1,-0.5,"-2.7","-4.5","-0.9",-0.9,-1.8,0,-0.4,-1.2,0.3,"-1.6","-3.2","0.1",-0.2,-1,0.7,-0.6,-1.3,0.2,"-2.9","-4.5","-1.3",0,-0.8,0.8,"60%","46%","64%",13.1,"136957, 137366, 140020, 142038, 142953, 142954, 142955, 142956, 142959"
"TR00298",2437,"Multi-academy trust","BRIGHT FUTURES EDUCATIONAL TRUST","Lancashire and West Yorkshire",3,3,223,14.6,65,35,58.7,0,3,0,0,3,4,-1.8,-2.7,-1,"-1.6","-2.6","-0.6",-2.4,-4,-0.9,3,-0.8,-1.6,0,"-1","-2","-0.1",-0.3,-1.7,1.1,2,1.2,0.4,1.9,"1.1","0.2","2",1.3,0,2.7,-1.9,-2.7,-1,"-1.6","-2.7","-0.6",-2.4,-4,-0.9,-0.9,-1.7,-0.1,"-1.1","-2.1","-0.1",-0.3,-1.7,1.2,1.1,0.4,1.9,"1.1","0.2","2",1.3,-0.1,2.7,"48%","52%","41%",21.5,"138784, 138785, 141867"
"TR00299",2439,"Multi-academy trust","BRIGHT TRIBE TRUST","North",3,3,200,15.5,35,65,35,2,1,0,0,3,4,-1.6,-2.5,-0.7,"-2.2","-3.7","-0.7",-1.3,-2.4,-0.2,4,-1.1,-1.9,-0.2,"-1.6","-3","-0.2",-0.8,-1.8,0.2,4,-2,-2.7,-1.2,"-2","-3.3","-0.7",-1.9,-2.9,-1,-1.6,-2.5,-0.7,"-2.2","-3.7","-0.7",-1.3,-2.4,-0.2,-1.1,-1.9,-0.3,"-1.6","-3","-0.2",-0.9,-1.9,0.1,-2,-2.8,-1.2,"-2","-3.3","-0.7",-2,-3,-1,"50%","41%","55%",22.5,"140597, 141373, 141591"
"TR00301",2442,"Multi-academy trust","BRIGHTER FUTURES ACADEMY TRUST","Lancashire and West Yorkshire",3,3,73,15.8,37,63,4.1,2,1,0,0,3,3,0.9,-0.5,2.4,"0.3","-2","2.6",1.3,-0.5,3.1,3,-0.3,-1.6,1,"-2.6","-4.7","-0.4",1,-0.6,2.7,3,0.5,-0.8,1.7,"0.3","-1.7","2.4",0.6,-1,2.1,0.9,-0.5,2.4,"0.3","-2.1","2.7",1.3,-0.5,3.1,-0.3,-1.7,1,"-2.6","-4.8","-0.4",1,-0.7,2.7,0.5,-0.8,1.7,"0.3","-1.7","2.4",0.6,-1.1,2.2,"68%","59%","74%",34.2,"137699, 138398, 138657"
"TR03475",16146,"Multi-academy trust","BRONTE ACADEMY TRUST","Lancashire and West Yorkshire",3,3,119,17,17.6,82.4,0,3,0,0,3,0,3,-0.2,-1.3,0.9,"-0.6","-3.2","2.1",-0.1,-1.4,1.1,3,1,0,2.1,"0.5","-1.9","2.9",1.1,0,2.3,3,1,0,2,"1.4","-0.9","3.7",0.9,-0.1,2,-0.2,-1.3,0.9,"-0.6","-3.3","2.1",-0.1,-1.4,1.1,1,0,2.1,"0.5","-2","3",1.1,0,2.3,1,0,2,"1.4","-1","3.8",0.9,-0.2,2,"76%","57%","81%",16,"142948, 142949, 142950"
