RECTYPE,LEA,ESTAB,URN,SCHNAME,NFTYPE,FEEDER,ICLOSE,REGION,ALL_BAND,ALL_SCORE,ALL_COHORT,ALL_PROGRESSED,ALL_APPREN,ALL_HE,ALL_TOP3RD,ALL_RUSSELL,ALL_OXBRIDGE,ALL_HTECH,ACADAGEN_COHORT,ACADAGEN_PROGRESSED,ACADAGEN_SCORE,ACADAGEN_BAND,TLEV_COHORT,TLEV_PROGRESSED,TLEV_SCORE,TLEV_BAND,OTHER_COHORT,OTHER_PROGRESSED,OTHER_SCORE,OTHER_BAND,DIS_PROGRESSED,DIS_APPREN,DIS_HE,DIS_TOP3RD,DIS_RUSSELL,DIS_OXBRIDGE,DIS_HTECH
1,384,4023,136462,Ossett Academy and Sixth Form College,ACC,0,0,,3,-5,166,63%,2%,60%,17%,12%,0%,1%,146,62%,-9,4,20,70%,23,2,0,NA,NA,NA,47%,SUPP,SUPP,SUPP,0%,0%,SUPP
1,384,4026,136613,Airedale Academy,ACC,0,0,,5,-19,37,32%,0%,32%,0%,0%,0%,0%,37,32%,-19,4,0,NA,NA,NA,0,NA,NA,NA,29%,0%,29%,0%,0%,0%,0%
1,384,4030,137011,"Minsthorpe Community College, A Specialist Science College",ACC,0,0,,4,-16,61,46%,0%,44%,8%,7%,0%,2%,57,46%,-18,4,4,SUPP,SUPP,SUPP,0,NA,NA,NA,42%,0%,SUPP,0%,0%,0%,SUPP
1,384,4604,138951,St Wilfrid's Catholic High School & Sixth Form College: A Voluntary Academy,ACC,0,0,,3,5,180,73%,1%,71%,21%,17%,0%,1%,170,75%,6,3,10,40%,1,3,0,NA,NA,NA,54%,SUPP,38%,SUPP,SUPP,0%,SUPP
1,384,6905,135961,Outwood Grange Academy,AC,0,0,,3,3,141,74%,1%,70%,15%,14%,0%,2%,141,74%,3,3,0,NA,NA,NA,0,NA,NA,NA,69%,SUPP,SUPP,SUPP,SUPP,0%,SUPP
1,384,8000,130549,Wakefield College,General Further Education College,0,0,,4,-8,713,42%,2%,30%,2%,2%,0%,10%,380,48%,-12,4,274,35%,-6,3,59,34%,9,3,33%,SUPP,27%,2%,SUPP,0%,SUPP
1,384,8600,144732,New College Pontefract,ACC1619,0,0,,3,2,957,65%,1%,62%,15%,13%,1%,2%,853,67%,1,3,96,53%,13,2,8,25%,1,3,54%,2%,48%,9%,7%,SUPP,4%
LA,384,,,,,,,,NA,-3,,57%,1%,51%,10%,9%,SP,5%,1974,61%,-4,NA,406,42%,0,NA,82,30%,7,NA,60%,1%,54%,12%,10%,SUPP,5%
1,390,4001,141185,Thorp Academy,AC,0,0,,3,-7,121,56%,2%,52%,13%,12%,0%,2%,116,58%,-7,3,5,SUPP,SUPP,SUPP,0,NA,NA,NA,50%,SUPP,46%,SUPP,SUPP,0%,SUPP
1,390,4027,137942,Lord Lawson of Beamish Academy,ACC,0,0,,3,-6,141,57%,2%,48%,13%,11%,0%,7%,123,62%,-5,3,18,22%,-14,3,0,NA,NA,NA,32%,SUPP,26%,SUPP,SUPP,0%,SUPP
1,390,4029,137360,Whickham School,ACC,0,0,,3,-3,151,60%,2%,54%,15%,15%,0%,4%,132,61%,-5,3,19,47%,9,3,0,NA,NA,NA,57%,SUPP,SUPP,SUPP,SUPP,0%,SUPP
1,390,4043,137898,Joseph Swan Academy,ACC,0,1,,3,-5,76,61%,0%,59%,16%,12%,0%,1%,75,61%,-4,3,1,SUPP,SUPP,SUPP,0,NA,NA,NA,50%,0%,SUPP,SUPP,SUPP,0%,SUPP
1,390,4605,137852,Cardinal Hume Catholic School,ACC,0,0,,3,9,93,77%,0%,77%,24%,23%,0%,0%,85,79%,8,3,8,63%,16,3,0,NA,NA,NA,80%,0%,80%,15%,SUPP,0%,0%
1,390,4606,137851,St Thomas More Catholic School,ACC,0,0,,3,1,178,75%,2%,70%,26%,22%,1%,4%,161,78%,1,3,17,47%,1,3,0,NA,NA,NA,69%,SUPP,44%,SUPP,SUPP,SUPP,SUPP
1,390,6900,108420,Emmanuel College,CTC,0,0,,3,7,134,87%,0%,84%,45%,39%,3%,2%,124,89%,6,3,10,60%,12,3,0,NA,NA,NA,69%,0%,69%,23%,SUPP,0%,0%
1,390,8001,130551,Gateshead College,General Further Education College,0,0,,4,-10,547,39%,1%,31%,2%,1%,0%,8%,329,39%,-18,4,188,42%,3,3,30,27%,1,3,33%,0%,22%,0%,0%,0%,11%
LA,390,,,,,,,,NA,-4,,58%,1%,52%,15%,13%,SP,5%,1217,62%,-5,NA,266,42%,2,NA,30,27%,1,NA,61%,SUPP,55%,17%,15%,1%,SUPP
1,391,4000,140965,Studio West,SS,0,0,,3,-15,21,24%,10%,0%,0%,0%,0%,14%,16,19%,-24,5,3,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,0%,SUPP,0%,0%,0%,0%,SUPP
1,391,4429,136352,Gosforth Academy,ACC,0,0,,2,8,309,83%,1%,78%,32%,27%,1%,3%,308,83%,8,2,1,SUPP,SUPP,SUPP,0,NA,NA,NA,83%,0%,72%,21%,21%,0%,10%
1,391,4430,108524,Walbottle Campus,CY,0,0,,3,-3,91,58%,0%,53%,11%,11%,0%,5%,78,60%,-4,3,13,46%,6,3,0,NA,NA,NA,48%,0%,SUPP,SUPP,SUPP,0%,SUPP
1,391,4450,145528,Walker Riverside Academy,ACC,0,0,,3,-10,58,38%,0%,33%,2%,2%,0%,5%,37,49%,-7,3,16,13%,-23,3,5,SUPP,SUPP,SUPP,33%,0%,SUPP,SUPP,SUPP,0%,SUPP
1,391,4480,144271,Benfield School,ACC,0,0,,3,-13,32,47%,0%,47%,3%,3%,0%,0%,26,54%,-11,3,6,17%,-19,3,0,NA,NA,NA,30%,0%,30%,SUPP,SUPP,0%,0%
1,391,4485,138120,Kenton School,ACC,0,0,,4,-9,134,45%,0%,40%,9%,7%,0%,4%,101,52%,-7,3,33,21%,-16,3,0,NA,NA,NA,33%,0%,SUPP,10%,SUPP,0%,SUPP
1,391,4494,108531,Heaton Manor School,FD,0,1,,3,4,193,70%,0%,64%,30%,26%,1%,6%,187,71%,4,3,6,50%,17,3,0,NA,NA,NA,59%,0%,SUPP,22%,22%,SUPP,SUPP
1,391,4714,140081,St Mary's Catholic School,ACC,0,0,,2,15,74,85%,0%,84%,30%,24%,0%,1%,74,85%,15,2,0,NA,NA,NA,0,NA,NA,NA,78%,0%,SUPP,28%,22%,0%,SUPP
1,391,4715,137900,St Cuthbert's High School,ACC,0,0,,3,3,93,77%,1%,72%,32%,29%,2%,4%,93,77%,3,3,0,NA,NA,NA,0,NA,NA,NA,67%,SUPP,50%,SUPP,SUPP,SUPP,SUPP
1,391,4716,137708,Sacred Heart Catholic High School,ACC,0,0,,3,3,114,83%,0%,81%,42%,40%,2%,3%,113,84%,4,3,1,SUPP,SUPP,SUPP,0,NA,NA,NA,64%,0%,64%,29%,29%,SUPP,0%
1,391,6905,135423,Excelsior Academy,AC,0,0,,3,-2,81,46%,1%,38%,5%,5%,0%,6%,65,52%,2,3,16,19%,-18,3,0,NA,NA,NA,43%,SUPP,37%,SUPP,SUPP,0%,SUPP
1,391,8005,130552,NCG,General Further Education College,0,0,,3,-1,1787,48%,1%,32%,5%,5%,SP,15%,1014,54%,-5,4,680,44%,4,3,93,14%,-10,4,42%,SUPP,25%,4%,4%,SUPP,SUPP
LA,391,,,,,,,,NA,0,,56%,1%,44%,13%,11%,SP,11%,2133,63%,-1,NA,775,41%,2,NA,100,16%,-8,NA,60%,SUPP,49%,15%,13%,SP,SUPP
1,392,4000,139658,Kings Priory School,AC,0,0,,2,13,73,89%,0%,86%,44%,34%,4%,3%,73,89%,13,2,0,NA,NA,NA,0,NA,NA,NA,SUPP,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,392,4029,108638,Whitley Bay High School,FD,0,0,,3,3,268,79%,2%,75%,32%,26%,SP,3%,268,79%,3,3,0,NA,NA,NA,0,NA,NA,NA,71%,SUPP,50%,SUPP,SUPP,SUPP,SUPP
1,392,4030,108639,George Stephenson High School,FD,0,0,,3,-7,62,61%,0%,56%,24%,24%,2%,5%,60,63%,-6,3,1,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,73%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,392,4032,108640,Burnside College,FD,0,0,,3,1,85,68%,0%,66%,22%,20%,0%,2%,85,68%,1,3,0,NA,NA,NA,0,NA,NA,NA,67%,0%,SUPP,SUPP,SUPP,0%,SUPP
1,392,4033,108641,Churchill Community College,FD,0,0,,3,5,33,70%,0%,67%,24%,24%,0%,3%,31,71%,5,3,2,SUPP,SUPP,SUPP,0,NA,NA,NA,71%,0%,SUPP,SUPP,SUPP,0%,SUPP
1,392,4034,108642,Monkseaton High School,FD,0,0,,3,8,96,69%,1%,63%,7%,6%,0%,5%,94,69%,8,3,2,SUPP,SUPP,SUPP,0,NA,NA,NA,62%,SUPP,54%,SUPP,SUPP,0%,SUPP
1,392,4039,108645,Longbenton High School,FD,0,0,,3,0,69,68%,0%,64%,25%,23%,0%,4%,65,72%,2,3,1,SUPP,SUPP,SUPP,3,SUPP,SUPP,SUPP,43%,0%,43%,SUPP,SUPP,0%,0%
1,392,4605,137734,St Thomas More Roman Catholic Academy,ACC,0,0,,3,5,149,79%,2%,75%,26%,20%,1%,1%,145,79%,4,3,3,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,64%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
LA,392,,,,,,,,NA,2,,66%,1%,55%,19%,16%,1%,10%,1049,71%,1,NA,226,47%,5,NA,41,20%,-6,NA,67%,SUPP,58%,20%,17%,SUPP,SUPP
1,393,4004,144204,Harton Academy,ACC,0,0,,3,2,118,80%,3%,76%,29%,27%,1%,1%,118,80%,2,3,0,NA,NA,NA,0,NA,NA,NA,80%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,393,4603,139878,St Joseph's Catholic Academy,ACC,0,0,,3,2,168,66%,2%,60%,16%,16%,0%,4%,148,71%,3,3,17,35%,-10,3,3,SUPP,SUPP,SUPP,58%,0%,50%,17%,17%,0%,8%
1,393,4604,142601,St Wilfrid's RC College,ACC,0,0,,2,14,68,90%,0%,88%,34%,29%,0%,1%,68,90%,14,2,0,NA,NA,NA,0,NA,NA,NA,100%,0%,SUPP,38%,38%,0%,SUPP
1,393,8000,130555,Tyne Coast College,General Further Education College,0,0,,3,-3,249,39%,SP,22%,2%,2%,0%,16%,85,46%,-6,3,128,38%,-1,3,36,22%,-4,3,37%,SUPP,22%,SUPP,SUPP,0%,SUPP
LA,393,,,,,,,,NA,1,,60%,1%,51%,15%,14%,SP,8%,419,71%,3,NA,145,38%,-2,NA,39,21%,-5,NA,64%,2%,55%,17%,16%,SUPP,7%
1,394,4055,138103,Southmoor Academy,ACC,0,0,,3,4,58,72%,0%,71%,29%,26%,0%,2%,58,72%,4,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,0%,SUPP,SUPP,SUPP,0%,SUPP
1,394,4607,139538,St Aidan's Catholic Academy,ACC,0,0,,3,9,60,77%,0%,77%,33%,30%,2%,0%,60,77%,9,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,0%,SUPP,SUPP,SUPP,SUPP,0%
1,394,4609,108870,St Robert of Newminster Roman Catholic School,VA,0,0,,2,7,257,77%,2%,72%,23%,21%,0%,3%,245,78%,7,2,12,50%,9,3,0,NA,NA,NA,86%,0%,86%,14%,10%,0%,0%
1,394,4610,138054,St Anthony's Girls' Catholic Academy,ACC,0,0,,3,6,128,77%,1%,76%,22%,21%,1%,1%,115,80%,5,3,12,58%,15,3,1,SUPP,SUPP,SUPP,100%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,394,6010,138567,Christ's College,F,0,0,,3,11,22,86%,0%,82%,27%,18%,5%,5%,22,86%,11,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,394,8003,131347,City of Sunderland College,General Further Education College,0,0,,3,-3,1263,50%,SP,41%,5%,5%,SP,9%,871,53%,-8,4,305,50%,10,2,87,25%,1,3,41%,0%,31%,2%,2%,0%,11%
LA,394,,,,,,,,NA,0,,58%,1%,51%,11%,10%,SP,7%,1371,62%,-3,NA,329,50%,10,NA,88,25%,1,NA,62%,1%,55%,13%,12%,SP,6%
1,800,4002,140944,The Bath Studio School,SS,0,0,,3,6,40,48%,8%,40%,3%,0%,0%,0%,11,36%,-12,3,29,52%,12,3,0,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,0%,0%,0%
1,800,4107,136966,Hayesfield Girls School,ACC,0,0,,3,6,112,79%,1%,77%,39%,28%,3%,2%,112,79%,6,3,0,NA,NA,NA,0,NA,NA,NA,86%,SUPP,SUPP,57%,57%,SUPP,SUPP
1,800,4128,136335,Norton Hill Academy,ACC,0,0,,3,1,131,72%,1%,68%,22%,11%,1%,3%,129,72%,1,3,2,SUPP,SUPP,SUPP,0,NA,NA,NA,33%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,800,4130,145482,Chew Valley School,ACC,0,0,,3,-10,86,62%,2%,59%,27%,19%,1%,0%,86,62%,-10,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,800,4132,138522,Ralph Allen School,ACC,0,0,,3,-5,121,71%,1%,69%,28%,20%,1%,2%,121,71%,-5,3,0,NA,NA,NA,0,NA,NA,NA,73%,SUPP,SUPP,36%,36%,SUPP,SUPP
1,800,4133,136311,Somervale School Specialist Media Arts College,ACC,0,0,,3,8,16,81%,0%,81%,25%,19%,6%,0%,16,81%,8,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,0%,SUPP,SUPP,SUPP,SUPP,0%
1,800,4134,137548,Writhlington School,ACC,0,0,,3,-6,131,59%,2%,54%,11%,11%,0%,3%,117,60%,-8,3,14,50%,15,3,0,NA,NA,NA,38%,SUPP,SUPP,0%,0%,0%,SUPP
1,800,4138,137523,Wellsway School,ACC,0,0,,3,-5,118,71%,3%,66%,29%,19%,1%,2%,109,73%,-5,3,9,44%,-5,3,0,NA,NA,NA,50%,SUPP,SUPP,SUPP,0%,SUPP,SUPP
1,800,4607,109328,St Mark's CofE School,VA,0,0,,SUPP,SUPP,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,5,SUPP,SUPP,SUPP,0,SUPP,NA,NA,0,SUPP,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,800,4608,109329,Saint Gregory's Catholic College,VA,0,0,,2,12,68,81%,1%,79%,26%,21%,1%,0%,68,81%,12,2,0,NA,NA,NA,0,NA,NA,NA,90%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,800,5400,136520,Beechen Cliff School,ACC,0,1,,3,1,165,76%,0%,75%,43%,35%,4%,1%,165,76%,1,3,0,NA,NA,NA,0,NA,NA,NA,44%,0%,SUPP,SUPP,SUPP,0%,SUPP
1,800,5401,136483,Oldfield School,ACC,0,0,,3,-3,22,68%,0%,68%,14%,14%,0%,0%,22,68%,-3,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,0%,SUPP,SUPP,SUPP,0%,0%
1,800,8009,130558,Bath College,General Further Education College,0,0,,4,-12,333,33%,1%,27%,2%,1%,0%,5%,146,43%,-13,4,151,27%,-12,4,36,17%,-5,3,33%,SUPP,24%,SUPP,SUPP,0%,SUPP
LA,800,,,,,,,,NA,-3,,61%,1%,57%,21%,15%,1%,2%,1107,68%,-3,NA,205,33%,-6,NA,36,17%,-5,NA,62%,1%,59%,22%,16%,SUPP,2%
1,801,4007,141652,Oasis Academy Brislington,AC,0,0,,SUPP,SUPP,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,4,SUPP,SUPP,SUPP,0,SUPP,NA,NA,0,SUPP,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,801,4100,137440,Cotham School,ACC,1,0,,3,-5,196,66%,0%,63%,29%,26%,1%,3%,196,66%,-5,3,0,NA,NA,NA,0,NA,NA,NA,81%,0%,81%,22%,19%,SUPP,0%
1,801,4602,137627,St Bede's Catholic College,ACC,0,0,,3,10,62,81%,3%,76%,29%,26%,2%,2%,62,81%,10,3,0,NA,NA,NA,0,NA,NA,NA,73%,SUPP,SUPP,SUPP,0%,SUPP,SUPP
1,801,4603,109327,St Mary Redcliffe and Temple School,VA,0,0,,3,-4,274,76%,1%,74%,38%,31%,3%,1%,274,76%,-4,3,0,NA,NA,NA,0,NA,NA,NA,70%,SUPP,SUPP,26%,19%,SUPP,SUPP
1,801,4627,138855,Redland Green School,ACC,1,0,,3,1,209,78%,SP,77%,44%,37%,2%,SP,209,78%,1,3,0,NA,NA,NA,0,NA,NA,NA,48%,SUPP,SUPP,24%,14%,0%,SUPP
3,801,4900,135589,North Bristol Post 16 Centre,,,,,3,-2,405,72%,SP,70%,37%,31%,1%,2%,405,72%,-2,3,0,NA,NA,NA,0,NA,NA,NA,69%,SUPP,SUPP,22%,17%,0%,SUPP
1,801,6908,135575,Bristol Cathedral Choir School,AC,0,0,,2,13,83,92%,0%,87%,49%,45%,4%,5%,83,92%,13,2,0,NA,NA,NA,0,NA,NA,NA,88%,0%,88%,38%,38%,0%,0%
1,801,6909,135581,Colston's Girls' School,AC,0,0,,2,14,60,92%,2%,87%,40%,32%,5%,3%,60,92%,14,2,0,NA,NA,NA,0,NA,NA,NA,100%,SUPP,SUPP,31%,23%,SUPP,SUPP
1,801,6910,135597,Merchants' Academy,AC,0,0,,3,-3,30,50%,0%,47%,3%,0%,0%,3%,24,50%,-6,3,6,50%,12,3,0,NA,NA,NA,50%,0%,SUPP,SUPP,0%,0%,SUPP
1,801,8008,131094,City of Bristol College,General Further Education College,0,0,,4,-12,558,33%,1%,26%,3%,2%,0%,6%,209,46%,-10,4,329,26%,-14,4,20,5%,-19,3,22%,0%,17%,3%,SUPP,0%,6%
1,801,8600,130563,St Brendan's Sixth Form College,Sixth Form College,0,0,,4,-9,713,56%,1%,53%,13%,10%,SP,2%,713,56%,-9,4,0,NA,NA,NA,0,NA,NA,NA,52%,SUPP,49%,SUPP,SUPP,0%,SUPP
LA,801,,,,,,,,NA,-6,,58%,1%,54%,19%,16%,1%,3%,1963,64%,-4,NA,344,27%,-13,NA,20,5%,-19,NA,60%,SUPP,56%,22%,18%,SUPP,SUPP
1,802,4000,141040,North Somerset Enterprise and Technology College,F,0,1,,3,-8,112,42%,1%,35%,11%,8%,0%,6%,72,46%,-11,3,40,35%,-3,3,0,NA,NA,NA,44%,SUPP,30%,11%,11%,0%,SUPP
1,802,4129,136722,Backwell School,ACC,0,0,,3,-2,182,75%,1%,71%,43%,37%,2%,2%,180,74%,-3,3,2,SUPP,SUPP,SUPP,0,NA,NA,NA,50%,SUPP,42%,SUPP,SUPP,0%,SUPP
1,802,4135,136856,Gordano School,ACC,0,0,,3,1,190,72%,3%,68%,27%,23%,1%,1%,188,72%,1,3,2,SUPP,SUPP,SUPP,0,NA,NA,NA,57%,SUPP,50%,21%,21%,SUPP,SUPP
1,802,4136,137884,Clevedon School,ACC,0,0,,3,-1,77,71%,1%,65%,23%,19%,0%,5%,77,71%,-1,3,0,NA,NA,NA,0,NA,NA,NA,71%,SUPP,SUPP,SUPP,SUPP,0%,SUPP
1,802,4137,138466,Nailsea School,ACC,0,0,,4,-16,76,57%,1%,53%,18%,14%,1%,3%,76,57%,-16,4,0,NA,NA,NA,0,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,802,4139,137000,Churchill Academy & Sixth Form,ACC,0,0,,3,1,122,75%,2%,72%,33%,25%,1%,2%,122,75%,1,3,0,NA,NA,NA,0,NA,NA,NA,82%,SUPP,73%,27%,SUPP,SUPP,SUPP
1,802,4144,142853,St Katherine's School,ACC,0,0,,3,-8,40,55%,3%,45%,10%,8%,0%,8%,40,55%,-8,3,0,NA,NA,NA,0,NA,NA,NA,43%,SUPP,SUPP,SUPP,SUPP,0%,SUPP
1,802,8014,130564,Weston College,General Further Education College,0,0,,4,-6,660,43%,SP,30%,7%,5%,0%,13%,357,50%,-9,4,267,34%,-4,3,36,28%,4,3,25%,0%,16%,2%,SUPP,0%,9%
LA,802,,,,,,,,NA,-4,,56%,1%,47%,18%,15%,1%,7%,1112,63%,-5,NA,311,35%,-3,NA,36,28%,4,NA,59%,SUPP,51%,20%,16%,1%,SUPP
1,803,4000,139067,Abbeywood Community School,AC,0,0,,3,-10,68,56%,1%,51%,12%,10%,1%,3%,68,56%,-10,3,0,NA,NA,NA,0,NA,NA,NA,54%,SUPP,46%,0%,0%,SUPP,SUPP
1,803,4001,139669,Bristol Technology and Engineering Academy,UTC,0,0,,3,2,51,51%,4%,31%,12%,6%,0%,16%,14,50%,-14,3,37,51%,8,3,0,NA,NA,NA,44%,SUPP,33%,0%,0%,0%,SUPP
1,803,4005,141665,Sir Bernard Lovell Academy,AC,0,0,,4,-17,69,45%,1%,43%,9%,9%,0%,0%,64,47%,-18,4,4,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,0%
1,803,4006,142008,Mangotsfield School,AC,0,0,,3,-1,41,71%,2%,66%,10%,7%,2%,2%,41,71%,-1,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,803,4104,137753,Bradley Stoke Community School,ACC,0,0,,2,11,101,78%,3%,72%,19%,13%,1%,3%,96,77%,9,3,5,SUPP,SUPP,SUPP,0,NA,NA,NA,88%,0%,88%,SUPP,SUPP,SUPP,0%
1,803,4120,139348,The Castle School,ACC,0,0,,3,-2,165,72%,0%,68%,32%,27%,2%,4%,165,72%,-2,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,803,4146,109319,Brimsham Green School,CY,0,0,,4,-12,74,53%,7%,43%,5%,4%,0%,3%,74,53%,-12,4,0,NA,NA,NA,0,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP
1,803,4148,139345,Downend School,ACC,0,0,,3,-7,54,61%,0%,59%,26%,24%,0%,2%,54,61%,-7,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,0%,SUPP,SUPP,SUPP,0%,SUPP
1,803,4502,109324,Chipping Sodbury School,FD,0,0,,3,-10,68,56%,0%,56%,15%,10%,0%,0%,68,56%,-10,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,0%,SUPP,SUPP,SUPP,0%,0%
1,803,6906,135295,John Cabot Academy,AC,0,0,,3,0,232,63%,SP,60%,8%,5%,1%,3%,225,63%,-1,3,7,71%,37,2,0,NA,NA,NA,65%,SUPP,61%,SUPP,SUPP,SUPP,SUPP
1,803,8000,139238,South Gloucestershire and Stroud College,General Further Education College,0,0,,4,-10,868,35%,1%,28%,3%,2%,0%,6%,505,38%,-17,4,163,27%,-12,4,200,32%,9,2,27%,0%,24%,5%,3%,0%,3%
LA,803,,,,,,,,NA,-6,,51%,2%,46%,12%,9%,SP,4%,1700,56%,-8,NA,219,34%,-6,NA,203,31%,8,NA,53%,2%,48%,13%,10%,SUPP,4%
1,805,4001,139405,Dyke House Sports and Technology College,AC,0,0,,4,-15,42,52%,0%,50%,17%,17%,0%,2%,42,52%,-15,4,0,NA,NA,NA,0,NA,NA,NA,56%,0%,SUPP,SUPP,SUPP,0%,SUPP
1,805,4603,140867,The English Martyrs School and Sixth Form College,ACC,0,0,,3,8,127,80%,2%,78%,26%,25%,1%,1%,127,80%,8,3,0,NA,NA,NA,0,NA,NA,NA,72%,SUPP,SUPP,24%,20%,SUPP,SUPP
1,805,8000,130567,Hartlepool College of Further Education,General Further Education College,0,0,,3,0,370,42%,1%,16%,1%,1%,0%,25%,87,40%,-11,4,239,45%,4,3,44,30%,5,3,34%,SUPP,SUPP,SUPP,SUPP,0%,21%
LA,805,,,,,,,,NA,3,,59%,1%,47%,10%,10%,SP,11%,664,66%,2,NA,263,48%,6,NA,45,29%,4,NA,62%,1%,51%,12%,11%,SUPP,11%
1,806,4702,142382,Trinity Catholic College,ACC,0,0,,2,15,93,76%,0%,71%,12%,11%,0%,5%,83,76%,13,2,10,80%,34,2,0,NA,NA,NA,71%,0%,SUPP,SUPP,SUPP,0%,SUPP
1,806,6906,134223,The King's Academy,AC,0,0,,3,8,89,79%,1%,74%,19%,18%,0%,3%,89,79%,8,3,0,NA,NA,NA,0,NA,NA,NA,83%,SUPP,78%,SUPP,SUPP,0%,SUPP
1,806,6907,130908,Macmillan Academy,AC,0,0,,2,12,149,83%,1%,81%,19%,17%,1%,1%,129,84%,10,2,20,80%,27,2,0,NA,NA,NA,89%,SUPP,87%,11%,8%,SUPP,SUPP
1,806,8007,130570,Middlesbrough College,General Further Education College,0,0,,3,3,994,51%,1%,42%,3%,2%,0%,8%,522,60%,2,3,383,46%,6,2,89,22%,-1,3,47%,0%,39%,1%,1%,0%,8%
1,806,8150,130571,The Northern School of Art,"Art, Design and Performing Arts College",0,0,,1,33,161,79%,0%,76%,1%,1%,0%,3%,17,82%,6,3,144,78%,36,2,0,NA,NA,NA,81%,0%,SUPP,SUPP,SUPP,0%,SUPP
LA,806,,,,,,,,NA,8,,61%,SP,54%,6%,5%,SP,7%,840,68%,5,NA,557,56%,15,NA,89,22%,-1,NA,62%,1%,55%,7%,6%,SUPP,6%
1,807,4003,141013,Hillsview Academy,AC,0,1,,3,17,26,73%,0%,73%,4%,4%,0%,0%,24,75%,16,3,2,SUPP,SUPP,SUPP,0,NA,NA,NA,89%,0%,89%,SUPP,SUPP,0%,0%
1,807,4121,138845,Nunthorpe Academy,ACC,0,0,,2,17,77,94%,1%,91%,39%,35%,0%,1%,77,94%,17,2,0,NA,NA,NA,0,NA,NA,NA,83%,SUPP,SUPP,SUPP,SUPP,0%,SUPP
LA,807,,,,,,,,NA,-3,,48%,1%,36%,10%,9%,0%,11%,160,69%,4,NA,140,34%,-8,NA,42,14%,-10,NA,51%,SUPP,38%,12%,SUPP,0%,SUPP
1,808,4008,143063,Egglescliffe School,ACC,0,0,,3,8,148,86%,1%,85%,45%,41%,1%,0%,148,86%,8,2,0,NA,NA,NA,0,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,808,4023,139318,Conyers School,ACC,0,0,,2,14,97,91%,1%,89%,35%,33%,0%,1%,90,91%,12,2,7,86%,36,3,0,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP
1,808,8004,130576,Stockton Riverside College,General Further Education College,0,0,,3,-3,487,53%,SP,46%,6%,5%,SP,7%,329,64%,-1,3,141,32%,-5,3,17,6%,-18,3,36%,SUPP,26%,SUPP,SUPP,SUPP,SUPP
LA,808,,,,,,,,NA,1,,65%,1%,59%,18%,16%,SP,5%,567,74%,3,NA,148,34%,-3,NA,17,6%,-18,NA,71%,SUPP,67%,21%,19%,1%,SUPP
1,810,4626,144104,"St Mary's College, Voluntary Catholic Academy",ACC,0,0,,2,14,188,78%,0%,77%,18%,15%,0%,1%,169,78%,12,2,19,84%,35,2,0,NA,NA,NA,82%,0%,SUPP,15%,13%,0%,SUPP
1,810,6905,135598,Archbishop Sentamu Academy,AC,0,0,,4,-13,53,42%,0%,42%,6%,6%,0%,0%,50,44%,-12,3,1,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,50%,0%,50%,SUPP,SUPP,0%,0%
1,810,6906,135945,Sirius Academy West,AC,0,0,,3,2,40,50%,0%,50%,3%,3%,0%,0%,28,54%,1,3,12,42%,3,3,0,NA,NA,NA,36%,0%,36%,SUPP,SUPP,0%,0%
