RECTYPE,LEA,ESTAB,URN,SCHNAME,ICLOSE,NFTYPE,TPUP,ATT8SCR,P8PUP,TP8ADJ,P8MEA,P8CILOW,P8CIUPP,P8MEA_ORIG,P8CILOW_ORIG,P8CIUPP_ORIG,PTL2BASICS_94,PTL2BASICS_95,EBACCAPS,PTEBACC_E_PTQ_EE,PTEBACC_94,PTEBACC_95,PT5EM_94,P8_BANDING
1,909,4060,137269,Settlebeck School,0,ACC,35,41.7,33,0,-0.2,-0.64,0.24,-0.2,-0.64,0.25,57.1%,34.3%,3.31,2.9%,2.9%,2.9%,54.3%,3
1,909,4008,112377,Solway Community School,0,CY,23,34.4,23,0,-0.63,-1.15,-0.11,-0.63,-1.17,-0.1,34.8%,8.7%,2.88,21.7%,4.3%,4.3%,30.4%,5
1,909,5402,137369,Trinity School,0,ACC,270,45.3,268,5,-0.57,-0.73,-0.42,-0.59,-0.75,-0.43,69.3%,42.2%,4.06,40.4%,29.6%,16.3%,63.7%,5
1,909,4310,112393,Ullswater Community College,0,FD,229,38.7,223,1,-0.44,-0.61,-0.27,-0.44,-0.61,-0.27,50.2%,27.9%,3.13,8.3%,3.1%,2.2%,43.7%,4
1,909,4152,112385,Ulverston Victoria High School,0,CY,228,52.5,223,2,0.23,0.07,0.4,0.22,0.05,0.39,73.7%,50.4%,4.72,43.9%,35.5%,25.9%,72.4%,2
2,909,6044,112461,Underley Garden School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,909,4003,141041,Walney School,0,AC,129,41.2,127,4,-0.52,-0.75,-0.3,-0.57,-0.8,-0.34,53.5%,27.9%,3.48,5.4%,4.7%,2.3%,50.4%,5
1,909,6907,135632,West Lakes Academy,0,AC,196,50.8,196,1,0.27,0.09,0.45,0.27,0.08,0.45,75.5%,42.9%,4.45,59.7%,34.7%,23.5%,71.9%,2
1,909,4000,140406,The Whitehaven Academy,1,AC,95,39.4,95,2,-0.5,-0.76,-0.24,-0.5,-0.77,-0.24,49.5%,34.7%,3.55,27.4%,15.8%,10.5%,42.1%,4
1,909,4015,146634,The Whitehaven Academy,0,AC
1,909,5412,137252,William Howard School,0,ACC,246,46.3,242,2,-0.33,-0.49,-0.17,-0.34,-0.5,-0.17,63.8%,40.7%,3.83,29.3%,17.5%,10.6%,62.6%,4
1,909,6008,112446,Windermere School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,909,6053,134191,Wings School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,909,4007,141499,Workington Academy,0,AC,132,40.7,130,3,-0.46,-0.68,-0.24,-0.48,-0.7,-0.25,50.0%,27.3%,3.37,22.0%,15.9%,8.3%,46.2%,4
4,909,,,,,,4930,46,4811,46,-0.16,-0.19,-0.12,-0.16,-0.2,-0.13,63.7%,40.4%,3.97,31.3%,20.1%,13.5%,59.6%,4
1,916,6068,115808,The Acorn School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,916,6073,115810,Al-Ashraf Secondary School for Girls,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,916,7019,115825,Alderman Knight School,0,CYS,13,6.1,12,0,-1.42,-2.14,-0.69,-1.42,-2.16,-0.68,7.7%,7.7%,0.1,0.0%,0.0%,0.0%,7.7%,5
1,916,6905,136016,"All Saints' Academy, Cheltenham",0,AC,139,42.7,130,3,0.01,-0.21,0.24,0,-0.22,0.23,57.6%,32.4%,3.62,37.4%,11.5%,7.9%,54.7%,3
1,916,4032,115723,Archway School,0,CY,179,43.4,174,7,-0.45,-0.65,-0.26,-0.48,-0.67,-0.29,62.6%,42.5%,3.4,11.7%,8.4%,4.5%,59.2%,4
1,916,5408,136474,Balcarras School,0,ACC,211,60.9,186,1,0.83,0.64,1.01,0.82,0.63,1.01,83.9%,70.1%,5.64,71.1%,54.5%,43.6%,82.5%,1
1,916,4012,115720,Barnwood Park Arts College,0,FD,98,44.2,89,1,-0.14,-0.41,0.12,-0.15,-0.42,0.12,60.2%,35.7%,3.69,24.5%,19.4%,12.2%,56.1%,3
1,916,4007,140011,Beaufort Co-operative Academy,1,AC,180,35.1,169,5,-1.04,-1.23,-0.84,-1.06,-1.25,-0.86,37.2%,18.9%,3.04,14.4%,7.2%,5.6%,31.7%,5
2,916,7023,131549,Belmont School,0,CYS,16,0.4,15,0,-1.92,-2.56,-1.27,-1.92,-2.58,-1.25,0.0%,0.0%,0.03,0.0%,0.0%,0.0%,0.0%,5
2,916,7015,115821,Bettridge School,0,CYS,8,0.1,8,0,-1.49,-2.38,-0.6,-1.49,-2.39,-0.58,0.0%,0.0%,0,0.0%,0.0%,0.0%,0.0%,5
1,916,5418,136725,Cheltenham Bournside School and Sixth Form Centre,0,ACC,266,44.8,255,4,-0.25,-0.4,-0.09,-0.27,-0.43,-0.11,62.8%,35.3%,3.78,23.7%,8.3%,4.9%,59.0%,4
1,916,6033,115795,Cheltenham College,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,916,6036,115798,Cheltenham Ladies' College,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,916,5414,136960,Chipping Campden School,0,ACC,203,52.4,196,1,0.38,0.2,0.56,0.37,0.19,0.56,78.3%,57.1%,4.71,58.6%,40.4%,24.6%,76.4%,2
1,916,5412,136623,Chosen Hill School,0,ACC,224,43.7,215,2,-0.41,-0.58,-0.24,-0.42,-0.59,-0.24,62.5%,35.3%,3.8,26.8%,17.4%,10.3%,57.1%,4
1,916,5409,137634,Churchdown School,0,ACC,217,49.2,210,2,0.42,0.25,0.59,0.41,0.23,0.59,61.3%,35.9%,3.87,12.4%,7.4%,5.1%,59.4%,2
1,916,5420,136527,Cirencester Deer Park School,0,ACC,207,50.5,195,0,0.14,-0.04,0.32,0.14,-0.04,0.33,73.9%,53.1%,4.48,44.0%,27.1%,13.0%,70.0%,3
1,916,5419,137217,Cirencester Kingshill School,0,ACC,168,47.9,153,4,0.03,-0.17,0.24,0.01,-0.2,0.21,68.5%,39.3%,4.07,20.8%,17.3%,11.3%,65.5%,3
1,916,4024,136772,Cleeve School,0,ACC,235,48,230,3,-0.05,-0.22,0.12,-0.07,-0.24,0.1,69.4%,46.4%,4.33,41.3%,32.3%,22.1%,63.8%,3
1,916,5410,136292,The Cotswold Academy,0,ACC,217,56.6,201,1,0.36,0.18,0.54,0.35,0.17,0.53,79.7%,62.2%,5.15,48.4%,43.8%,37.3%,76.5%,2
2,916,6040,115802,Cotswold Chine School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,916,5404,136578,The Crypt School,0,ACC,128,69.2,116,1,0.67,0.43,0.9,0.66,0.42,0.89,98.4%,90.6%,6.32,65.6%,52.3%,35.2%,97.7%,1
1,916,4005,138421,The Dean Academy,0,AC,133,37.1,130,2,-0.45,-0.67,-0.23,-0.46,-0.68,-0.23,48.1%,24.1%,3.21,21.8%,10.5%,6.0%,45.9%,4
1,916,6035,115797,Dean Close School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,916,5422,137387,Dene Magna School,0,ACC,165,47.5,165,1,0.14,-0.06,0.33,0.14,-0.06,0.34,70.9%,42.4%,4.07,42.4%,26.7%,17.0%,67.3%,3
1,916,4002,136666,Denmark Road High School,0,ACC,131,75.9,111,0,0.9,0.67,1.14,0.9,0.66,1.15,100.0%,95.4%,7.27,90.1%,84.0%,77.9%,100.0%,1
1,916,6005,139772,Edward Jenner School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,916,4513,137097,Farmor's School,0,ACC,146,52.7,141,2,0.04,-0.17,0.25,0.04,-0.18,0.26,79.5%,52.7%,4.76,40.4%,37.7%,29.5%,78.1%,3
1,916,4009,144013,Five Acres High School,0,AC,108,49.2,107,0,0.66,0.42,0.91,0.66,0.42,0.91,68.5%,40.7%,4.14,32.4%,18.5%,11.1%,63.9%,1
1,916,4006,138496,The Forest High School,0,AC,74,38.9,72,3,-0.59,-0.89,-0.29,-0.6,-0.9,-0.3,59.5%,23.0%,3.4,17.6%,13.5%,6.8%,52.7%,5
1,916,6906,136199,Gloucester Academy,0,AC,147,26.5,131,4,-1.35,-1.57,-1.13,-1.37,-1.59,-1.14,24.5%,10.2%,2.22,36.1%,3.4%,3.4%,17.0%,5
2,916,7000,138428,Greenfield Academy,0,ACS,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,916,6072,115809,Hartmore School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,916,7025,134190,Heart of the Forest Community Special School,0,CYS,6,NE,NE,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NE,NE,NE,NE,NE,NE,NE
1,916,4017,145480,Henley Bank High School,0,AC,97,49.9,96,0,0.67,0.41,0.93,0.67,0.41,0.93,68.0%,38.1%,4.02,10.3%,8.2%,7.2%,68.0%,1
1,916,4018,147300,Holmleigh Park High School,0,AC
1,916,5406,137033,Katharine Lady Berkeley's School,0,ACC,250,54.8,238,1,0.15,-0.01,0.31,0.15,-0.02,0.32,82.0%,59.6%,5,52.8%,38.8%,31.2%,78.8%,3
1,916,6003,115780,"The King's School, Gloucester",0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,916,5424,115775,Maidenhill School,0,FD,100,40.4,100,1,-0.1,-0.35,0.15,-0.1,-0.36,0.16,58.0%,30.0%,3.39,8.0%,4.0%,0.0%,53.0%,3
1,916,5401,137123,Marling School,0,ACC,123,69.2,119,0,0.42,0.19,0.65,0.42,0.18,0.65,100.0%,94.3%,6.42,68.3%,60.2%,49.6%,100.0%,2
2,916,7024,131557,The Milestone School,0,CYS,19,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,916,5411,138746,Newent Community School and Sixth Form Centre,0,ACC,154,44.1,146,2,-0.17,-0.37,0.04,-0.17,-0.39,0.04,66.2%,37.0%,3.71,31.2%,18.8%,11.0%,61.0%,3
1,916,6078,134463,Oneschool Global Uk Gloucester Campus,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,916,6002,138871,"Oneschool Global Uk, Bristol Campus",0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,916,7004,147158,Paternoster School,0,ACS
2,916,7018,115824,Paternoster School,1,CYS,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,916,5403,136353,Pate's Grammar School,0,ACC,126,81.2,98,0,0.79,0.54,1.05,0.79,0.53,1.05,100.0%,99.2%,7.72,75.4%,74.6%,73.0%,100.0%,1
2,916,7001,138429,Peak Academy,0,ACS,8,14.8,7,0,-1.76,-2.71,-0.81,-1.76,-2.72,-0.79,12.5%,0.0%,1.25,0.0%,0.0%,0.0%,0.0%,5
1,916,5421,115772,Pittville School,0,FD,119,40.1,114,1,-0.33,-0.56,-0.09,-0.33,-0.57,-0.09,45.4%,33.6%,3.25,10.1%,6.7%,2.5%,43.7%,4
1,916,5407,115758,Rednock School,0,FD,174,43.6,167,2,-0.21,-0.4,-0.01,-0.23,-0.42,-0.03,54.0%,31.6%,3.68,21.8%,12.1%,8.6%,49.4%,4
1,916,6017,115787,Rendcomb College,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,916,5400,136767,Ribston Hall High School,0,ACC,119,66.1,112,0,0.41,0.17,0.65,0.41,0.17,0.65,96.6%,83.2%,5.91,52.9%,45.4%,42.0%,95.0%,2
1,916,6032,115794,St Edward's School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,916,4600,136982,St Peter's Catholic High School and Sixth Form Centre,0,ACC,231,43.3,219,1,-0.27,-0.44,-0.1,-0.28,-0.46,-0.11,57.6%,29.4%,3.72,17.3%,11.7%,6.9%,52.8%,4
2,916,7006,115813,St Rose's Special School,0,NMSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,916,4064,137298,Severn Vale School,0,ACC,232,45.7,224,3,-0.04,-0.21,0.13,-0.05,-0.22,0.12,67.2%,44.0%,3.77,11.2%,8.2%,5.2%,63.4%,3
1,916,4010,144761,SGS Berkeley Green UTC,0,UTC,91,33.6,88,3,-1.17,-1.44,-0.9,-1.21,-1.49,-0.94,33.0%,13.2%,2.64,0.0%,0.0%,0.0%,27.5%,SUPP
2,916,7017,115823,The Shrubberies School,0,CYS,13,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,916,4001,136306,Sir Thomas Rich's School,0,ACC,124,74.8,101,0,0.69,0.44,0.94,0.69,0.44,0.95,100.0%,98.4%,6.95,70.2%,66.1%,53.2%,100.0%,1
1,916,5428,136985,Sir William Romney's School,0,ACC,70,45.7,69,0,0.1,-0.21,0.4,0.1,-0.21,0.4,52.9%,31.4%,3.93,28.6%,12.9%,10.0%,51.4%,3
1,916,5402,136874,Stroud High School,0,ACC,129,75.7,120,0,0.91,0.68,1.14,0.91,0.68,1.14,99.2%,95.3%,6.97,60.5%,56.6%,54.3%,98.4%,1
1,916,5405,137752,Tewkesbury School,0,ACC,230,46.8,223,5,-0.11,-0.28,0.05,-0.14,-0.31,0.03,70.4%,46.5%,3.89,10.4%,9.6%,8.3%,61.3%,3
1,916,4068,137059,Thomas Keble School,0,ACC,133,50.2,130,0,0.39,0.17,0.61,0.39,0.16,0.61,78.2%,54.9%,4.36,31.6%,27.1%,18.0%,75.9%,2
1,916,6019,115789,Westonbirt School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,916,5417,136764,Winchcombe School,0,ACC,96,44.1,92,1,-0.32,-0.58,-0.06,-0.33,-0.6,-0.07,64.6%,31.3%,3.89,36.5%,19.8%,10.4%,58.3%,4
1,916,6006,143018,Wotton House International School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,916,6018,115788,Wycliffe College,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,916,5415,137382,Wyedean School and 6th Form Centre,0,ACC,141,44.8,94,2,-0.17,-0.43,0.09,-0.18,-0.45,0.08,56.0%,36.2%,3.72,23.4%,10.6%,7.1%,54.6%,3
1,916,6031,115793,Wynstones School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,916,,,,,,6390,49.5,5999,65,0.01,-0.02,0.04,0,-0.03,0.03,68.3%,47.5%,4.32,34.5%,25.2%,19.0%,64.9%,3
1,919,6000,117600,Abbot's Hill School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,919,4032,145430,Adeyfield School,0,AC,86,34.1,83,4,-0.42,-0.69,-0.14,-0.44,-0.72,-0.16,40.7%,17.4%,2.6,2.3%,2.3%,2.3%,38.4%,4
1,919,6003,117602,The Aldenham Foundation,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,919,7028,117684,Amwell View School,0,CYS,8,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,919,5406,117578,Ashlyns School,0,FD,207,51.5,193,0,0.37,0.19,0.55,0.37,0.18,0.55,70.0%,44.4%,4.49,36.7%,27.5%,22.7%,66.7%,2
1,919,4499,117552,The Astley Cooper School,0,CY,74,41.2,69,0,-0.3,-0.6,0.01,-0.3,-0.6,0.01,60.8%,31.1%,3.34,10.8%,0.0%,0.0%,50.0%,3
1,919,4026,144623,Barclay Academy,0,AC
1,919,4047,117515,Barclay School,1,CY,126,43.9,123,2,-0.42,-0.65,-0.2,-0.43,-0.66,-0.2,65.1%,38.1%,3.78,31.7%,18.3%,10.3%,59.5%,4
1,919,4066,117518,Barnwell School,0,FD,157,42.1,149,0,-0.21,-0.42,-0.01,-0.21,-0.42,0,54.8%,33.8%,3.41,6.4%,6.4%,5.1%,52.9%,4
2,919,7016,117674,Batchwood School,0,CYS,14,9.6,14,0,-2.33,-3,-1.66,-2.33,-3.02,-1.65,0.0%,0.0%,0.83,0.0%,0.0%,0.0%,0.0%,5
1,919,4043,138286,Beaumont School,0,ACC,181,60.7,173,1,0.61,0.42,0.8,0.61,0.42,0.81,87.3%,72.9%,5.74,86.7%,61.3%,44.2%,86.7%,1
1,919,6005,117604,Berkhamsted Senior School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,919,4200,137637,Birchwood High School,0,ACC,232,46.4,222,1,-0.06,-0.23,0.11,-0.06,-0.23,0.11,63.4%,38.8%,4.16,51.7%,29.7%,16.4%,58.6%,3
1,919,4099,137757,Bishop's Hatfield Girls' School,0,ACC,124,58.1,117,0,0.44,0.21,0.68,0.44,0.21,0.68,81.5%,60.5%,5.34,70.2%,62.9%,41.9%,79.8%,2
1,919,6007,117605,Bishop's Stortford College,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,919,5405,117577,The Bishop's Stortford High School,0,FD,156,56.2,153,0,0.16,-0.05,0.36,0.16,-0.05,0.36,88.5%,69.2%,5.46,73.7%,59.0%,46.2%,81.4%,3
2,919,7045,131060,Brandles School,0,CYS,10,3.7,10,0,-2.95,-3.74,-2.15,-2.95,-3.76,-2.14,0.0%,0.0%,0.22,0.0%,0.0%,0.0%,0.0%,5
2,919,7024,117681,Breakspeare School,0,CYS,6,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,919,4101,136396,The Broxbourne School,0,ACC,200,58.5,197,1,0.39,0.21,0.57,0.39,0.2,0.57,84.0%,63.5%,5.4,80.5%,61.0%,43.0%,83.0%,2
1,919,6906,135938,The Bushey Academy,0,AC,194,38.9,183,8,-0.64,-0.83,-0.46,-0.66,-0.85,-0.47,55.7%,33.0%,3.51,61.9%,15.5%,7.2%,47.9%,5
1,919,5408,137872,Bushey Meads School,0,ACC,166,49.6,159,2,-0.31,-0.51,-0.11,-0.32,-0.52,-0.12,76.5%,57.8%,4.08,7.2%,5.4%,4.2%,64.5%,4
1,919,4100,117528,The Cavendish School,1,FD,113,39.9,108,2,-0.51,-0.75,-0.26,-0.51,-0.76,-0.26,48.7%,26.5%,3.34,12.4%,8.0%,7.1%,43.4%,5
1,919,5419,117591,Chancellor's School,0,FD,173,51.8,172,1,0.09,-0.11,0.28,0.08,-0.11,0.28,78.6%,56.6%,4.8,71.1%,50.9%,31.8%,76.3%,3
1,919,4498,137090,The Chauncy School,0,ACC,165,48,160,3,0.31,0.11,0.51,0.3,0.09,0.5,64.2%,40.0%,4.27,46.1%,30.9%,20.0%,62.4%,2
2,919,7013,117672,The Collett School,0,CYS,15,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,919,4025,144402,Croxley Danes School,0,F
1,919,5407,136554,Dame Alice Owen's School,0,ACC,221,71.8,194,0,0.64,0.46,0.82,0.64,0.46,0.83,92.3%,85.1%,6.86,78.3%,72.4%,64.7%,92.3%,1
1,919,6062,117623,Egerton-Rothesay School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,919,4004,139416,The Elstree UTC,0,UTC,92,33.2,83,6,-1.18,-1.45,-0.9,-1.22,-1.5,-0.93,46.7%,22.8%,2.34,0.0%,0.0%,0.0%,34.8%,SUPP
2,919,7033,117686,Falconer School,0,CYS,17,11.9,15,0,-1.48,-2.13,-0.83,-1.48,-2.14,-0.82,0.0%,0.0%,0.91,0.0%,0.0%,0.0%,0.0%,5
1,919,4010,117504,Fearnhill School,0,FD,64,36.8,58,0,-0.24,-0.57,0.09,-0.24,-0.58,0.1,46.9%,26.6%,3.15,29.7%,21.9%,10.9%,45.3%,3
1,919,6905,135876,Francis Combe Academy,0,AC,183,37.4,171,3,-0.51,-0.7,-0.32,-0.52,-0.72,-0.32,53.0%,24.6%,3.17,44.3%,8.2%,3.8%,44.8%,5
1,919,4141,137002,Freman College,0,ACC,229,53.3,228,0,0.45,0.28,0.61,0.45,0.28,0.62,79.9%,59.4%,4.84,52.8%,48.5%,29.3%,76.0%,SUPP
2,919,7008,117667,Garston Manor School,0,CYS,20,0.4,18,0,-1.57,-2.17,-0.98,-1.57,-2.18,-0.97,0.0%,0.0%,0.03,0.0%,0.0%,0.0%,0.0%,5
1,919,5425,145297,Goffs - Churchgate Academy,0,ACC,47,48.6,42,0,0.47,0.08,0.86,0.47,0.08,0.87,59.6%,34.0%,3.59,27.7%,14.9%,8.5%,53.2%,2
1,919,5415,137532,Goffs School,0,ACC,209,53.2,208,0,0.27,0.09,0.44,0.27,0.09,0.44,71.3%,49.8%,4.6,57.4%,36.8%,25.4%,68.4%,2
2,919,7042,117690,Greenside School,0,CYS,7,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,919,6221,117648,Haberdashers' Aske's Boys' School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,919,6222,117649,Haberdashers' Aske's School for Girls,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,919,7014,142257,Hailey Hall School,0,ACCS,12,13.5,11,0,-1.24,-2,-0.48,-1.24,-2.01,-0.47,8.3%,0.0%,0.61,0.0%,0.0%,0.0%,8.3%,5
1,919,6015,117607,Haileybury and Imperial Service College,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,919,4022,142051,Haileybury Turnford,0,AC,145,39.5,142,2,-0.14,-0.36,0.07,-0.15,-0.36,0.07,53.1%,31.7%,3.13,17.9%,9.0%,4.1%,46.2%,3
2,919,7032,117685,Heathlands School,0,CYS,7,7.7,7,0,-1.11,-2.06,-0.16,-1.11,-2.08,-0.14,0.0%,0.0%,0.74,0.0%,0.0%,0.0%,0.0%,5
1,919,4005,117500,The Hemel Hempstead School,0,FD,178,52,176,0,0.08,-0.11,0.27,0.08,-0.11,0.27,78.7%,56.7%,4.7,46.6%,33.1%,22.5%,71.3%,3
1,919,5420,140786,The Hertfordshire & Essex High School and Science College,0,ACC,185,59.6,180,0,0.62,0.43,0.81,0.62,0.43,0.81,88.6%,63.2%,5.55,75.7%,55.7%,37.3%,87.6%,1
1,919,4001,138747,Hertswood Academy,0,ACC,175,38.6,162,6,-0.52,-0.72,-0.32,-0.56,-0.76,-0.36,55.4%,29.1%,3.3,48.6%,22.9%,10.9%,48.6%,5
1,919,4122,117537,The Highfield School,0,FD,169,45.2,167,2,0.02,-0.18,0.21,0.01,-0.19,0.21,53.3%,36.1%,3.78,13.0%,12.4%,7.7%,52.1%,3
1,919,4008,139154,Hitchin Boys' School,0,ACC,158,59.2,154,1,0.42,0.22,0.62,0.42,0.21,0.63,88.0%,75.3%,5.78,82.9%,68.4%,53.8%,84.2%,2
1,919,4009,137288,Hitchin Girls' School,0,ACC,171,59.2,164,0,0.58,0.38,0.77,0.58,0.38,0.78,90.6%,64.9%,5.36,48.0%,40.4%,28.7%,87.1%,1
1,919,5427,136482,Hockerill Anglo-European College,0,ACC,119,65.1,90,0,0.57,0.31,0.84,0.57,0.3,0.84,90.8%,73.9%,6.57,98.3%,83.2%,72.3%,89.1%,1
1,919,6231,117657,Immanuel College,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,919,4619,117557,John F Kennedy Catholic School,0,VA,179,50.8,177,1,0.06,-0.13,0.25,0.05,-0.15,0.24,73.7%,50.3%,4.31,20.7%,16.8%,11.7%,72.1%,3
1,919,5413,137895,The John Henry Newman Catholic School,0,ACC,227,54.7,222,2,0.27,0.1,0.44,0.27,0.1,0.44,80.2%,57.7%,5.08,76.2%,51.1%,34.8%,77.5%,2
1,919,5426,136607,The John Warner School,0,ACC,209,46.3,203,0,-0.12,-0.3,0.06,-0.12,-0.3,0.06,64.6%,46.4%,4.22,78.5%,30.6%,12.4%,56.9%,3
1,919,4096,139036,Kings Langley School,0,ACC,171,48.8,169,3,-0.05,-0.25,0.14,-0.06,-0.26,0.14,71.9%,49.1%,4.19,31.0%,21.1%,14.6%,66.7%,3
1,919,6224,117650,The King's School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,919,4016,136608,The Knights Templar School,0,ACC,204,50.3,197,0,0.11,-0.07,0.29,0.11,-0.07,0.29,72.1%,50.5%,4.79,67.2%,42.2%,32.4%,65.2%,3
2,919,7007,138485,Knightsfield School,0,ACCS,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,919,7023,117680,Lakeside School,0,CYS,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,919,4033,146440,Laureate Academy,0,AC
1,919,5416,137156,Leventhorpe,0,ACC,171,51.3,167,1,-0.13,-0.33,0.06,-0.13,-0.33,0.07,79.5%,48.5%,4.36,25.7%,21.6%,15.2%,75.4%,3
1,919,4080,137110,Longdean School,0,ACC,183,43.6,167,2,-0.39,-0.58,-0.19,-0.39,-0.59,-0.19,60.1%,36.1%,3.79,50.8%,16.4%,8.2%,52.5%,4
2,919,7022,117679,Lonsdale School,0,CYS,11,4.6,9,0,-1.78,-2.62,-0.95,-1.78,-2.64,-0.93,9.1%,0.0%,0.23,0.0%,0.0%,0.0%,9.1%,5
1,919,4620,138106,Loreto College,0,ACC,147,59.3,140,0,0.8,0.59,1.02,0.8,0.59,1.02,83.7%,66.7%,5.55,73.5%,63.9%,45.6%,83.7%,1
1,919,5414,138042,The Marlborough Science Academy,0,ACC,196,41.7,188,3,-0.44,-0.62,-0.25,-0.44,-0.62,-0.25,57.1%,34.7%,3.69,44.4%,24.0%,13.8%,51.5%,4
1,919,4116,117534,Marriotts School,0,CY,230,44.9,221,2,0.11,-0.06,0.28,0.1,-0.07,0.27,54.8%,30.0%,3.56,29.1%,19.1%,10.9%,51.7%,3
1,919,6036,117616,Merchant Taylors' School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
