RECTYPE,LEA,ESTAB,URN,SCHNAME,ICLOSE,NFTYPE,TPUP,ATT8SCR,P8PUP,TP8ADJ,P8MEA,P8CILOW,P8CIUPP,P8MEA_ORIG,P8CILOW_ORIG,P8CIUPP_ORIG,PTL2BASICS_94,PTL2BASICS_95,EBACCAPS,PTEBACC_E_PTQ_EE,PTEBACC_94,PTEBACC_95,PT5EM_94,P8_BANDING
1,895,6007,111473,The King's School In Macclesfield,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,895,4163,138002,Knutsford Academy,0,ACC,150,56,144,0,0.25,0.04,0.46,0.25,0.03,0.46,89.3%,64.0%,5.01,56.0%,25.3%,18.0%,80.0%,2
1,895,4002,140813,Knutsford Academy The Studio,0,SS,28,21,26,1,-1.66,-2.16,-1.17,-1.71,-2.21,-1.2,10.7%,3.6%,1.7,0.0%,0.0%,0.0%,3.6%,SUPP
1,895,4001,137064,The Macclesfield Academy,0,AC,82,44,75,0,-0.12,-0.41,0.17,-0.12,-0.42,0.17,62.2%,28.0%,3.95,35.4%,22.0%,13.4%,53.7%,3
1,895,4143,111419,Malbank School and Sixth Form College,0,FD,185,45.1,182,1,-0.13,-0.32,0.05,-0.15,-0.34,0.04,64.9%,43.2%,3.7,18.9%,13.0%,9.2%,57.3%,3
1,895,4127,111410,Middlewich High School,0,CY,115,42,113,4,-0.47,-0.71,-0.24,-0.5,-0.74,-0.26,67.0%,40.0%,3.47,18.3%,7.0%,2.6%,64.3%,4
2,895,7001,141559,NAS Church Lawton School,0,FS,6,6.5,6,0,-2.73,-3.75,-1.7,-2.73,-3.77,-1.68,16.7%,0.0%,0.53,0.0%,0.0%,0.0%,0.0%,5
1,895,4003,142472,The Oaks Academy,0,AC,63,28.8,58,2,-1.01,-1.34,-0.68,-1.05,-1.39,-0.72,22.2%,9.5%,2.45,34.9%,9.5%,1.6%,19.0%,5
2,895,6035,134725,"Oracle School, Cheshire",0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,895,7112,111508,Park Lane School,0,CYS,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,895,4211,111436,Poynton High School,0,CY,230,54.9,222,0,0.29,0.12,0.46,0.29,0.12,0.47,82.6%,55.7%,4.97,52.2%,37.0%,23.0%,80.0%,2
1,895,4139,111417,Ruskin Community High School,0,CY,92,43.8,84,0,0.02,-0.25,0.3,0.02,-0.25,0.3,66.3%,45.7%,3.51,4.3%,2.2%,2.2%,54.3%,3
2,895,7000,140176,St John's Wood Academy,0,ACS,6,6.5,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0.0%,0.0%,0.61,0.0%,0.0%,0.0%,0.0%
1,895,4612,139764,St Thomas More Catholic High School,0,ACC,132,53,126,0,0.29,0.07,0.51,0.29,0.06,0.52,75.8%,56.8%,4.71,64.4%,40.9%,25.0%,74.2%,2
1,895,4123,136340,Sandbach High School and Sixth Form College,0,ACC,199,57.4,192,0,0.42,0.24,0.6,0.42,0.24,0.61,83.4%,61.3%,5.04,57.3%,34.2%,24.1%,82.9%,2
1,895,6010,137491,Sandbach School,0,F,196,49.5,195,3,-0.06,-0.24,0.12,-0.08,-0.26,0.11,72.4%,53.6%,4.19,18.9%,9.7%,5.6%,70.9%,3
1,895,4144,142237,Shavington Academy,0,ACC,99,45.4,97,1,-0.05,-0.31,0.2,-0.06,-0.32,0.2,62.6%,36.4%,3.76,27.3%,14.1%,5.1%,59.6%,3
1,895,4000,139953,Sir William Stanier Community School,0,AC,131,29.3,124,9,-1.11,-1.34,-0.89,-1.16,-1.39,-0.93,32.1%,14.5%,2.33,11.5%,3.1%,1.5%,29.0%,5
2,895,7111,111507,Springfield School,0,CYS,7,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,895,4116,140791,Tytherington School,0,ACC,163,48.3,158,4,-0.23,-0.43,-0.03,-0.25,-0.46,-0.05,73.0%,54.0%,4.41,44.8%,37.4%,25.8%,66.3%,4
1,895,4225,111443,Wilmslow High School,0,CY,309,54.4,290,2,0.3,0.15,0.45,0.3,0.15,0.45,78.0%,57.6%,4.77,30.7%,27.8%,20.7%,74.4%,2
4,895,,,,,,3727,49.2,3602,43,0,-0.04,0.04,-0.01,-0.05,0.03,70.8%,49.7%,4.25,35.7%,22.3%,15.4%,66.2%,3
1,896,6018,111484,Abbey Gate College,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,896,7208,111517,Archers Brook SEMH Residential School,0,CYS,17,16.8,17,0,-2.19,-2.8,-1.58,-2.19,-2.81,-1.57,11.8%,0.0%,1.49,0.0%,0.0%,0.0%,11.8%,5
1,896,4158,111424,Bishop Heber High School,0,FD,207,55.5,146,0,0.29,0.08,0.5,0.29,0.08,0.5,83.1%,56.5%,4.94,59.9%,32.4%,21.7%,79.7%,2
1,896,4623,136543,The Bishops' Blue Coat Church of England High School,0,ACC,175,49.3,163,0,-0.04,-0.24,0.15,-0.04,-0.24,0.16,68.6%,46.3%,4.24,20.6%,16.0%,10.9%,63.4%,3
1,896,4006,111396,"Blacon High School, A Specialist Sports College",0,FD,69,40.8,68,1,-0.68,-0.98,-0.37,-0.68,-0.99,-0.37,62.3%,23.2%,3.33,27.5%,8.7%,1.4%,59.4%,5
1,896,4603,139343,"The Catholic High School, Chester A Specialist Science College",0,ACC,126,45.4,110,2,-0.07,-0.31,0.17,-0.07,-0.32,0.17,61.9%,34.9%,3.82,14.3%,11.1%,8.7%,57.9%,3
1,896,4003,144742,Chester International School,0,SS,56,31.6,43,7,-1.12,-1.5,-0.73,-1.28,-1.67,-0.89,46.4%,25.0%,2.6,25.0%,8.9%,1.8%,41.1%,SUPP
1,896,4149,136645,Christleton High School,0,ACC,203,57.1,195,3,0.37,0.19,0.55,0.35,0.17,0.54,84.7%,65.0%,5.37,77.3%,54.7%,39.4%,82.8%,2
2,896,7105,140093,Cloughwood Academy,0,ACCS,10,4.5,10,0,-2.2,-3,-1.41,-2.2,-3.01,-1.39,0.0%,0.0%,0.08,0.0%,0.0%,0.0%,0.0%,5
1,896,4134,138743,"The County High School, Leftwich",0,ACC,195,58.9,193,0,0.79,0.61,0.97,0.79,0.6,0.97,88.2%,72.3%,5.63,93.3%,59.5%,38.5%,84.6%,1
1,896,6017,111483,Cransley School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,896,7000,111494,Dee Banks School,0,CYS,6,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
2,896,7118,111511,Dorin Park School & Specialist SEN College,0,CYS,11,0.5,11,0,-1.58,-2.34,-0.82,-1.58,-2.35,-0.81,0.0%,0.0%,0.02,0.0%,0.0%,0.0%,0.0%,5
1,896,4611,111451,Ellesmere Port Catholic High School,0,VA,132,43,127,5,-0.23,-0.45,-0.01,-0.26,-0.48,-0.03,58.3%,28.8%,3.44,18.9%,10.6%,4.5%,55.3%,4
1,896,4009,146742,Ellesmere Port Church of England College,0,AC
1,896,6005,111471,The Grange School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,896,6027,131791,Greater Grace School of Christian Education,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,896,7106,111503,Greenbank School,0,CYS,13,3,13,0,-1.96,-2.66,-1.26,-1.96,-2.67,-1.25,15.4%,0.0%,0.1,0.0%,0.0%,0.0%,0.0%,5
1,896,6016,111482,The Hammond,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,896,4001,138148,Hartford Church of England High School,0,VA,174,47.5,164,2,-0.22,-0.41,-0.02,-0.23,-0.43,-0.03,73.0%,47.7%,4.41,71.3%,40.2%,22.4%,69.0%,4
2,896,7109,111505,Hebden Green Community School,0,CYS,6,NE,NE,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NE,NE,NE,NE,NE,NE,NE
1,896,4221,111440,Helsby High School,0,CY,208,51.3,199,1,0,-0.18,0.18,-0.01,-0.19,0.17,72.1%,49.0%,4.55,50.5%,34.6%,22.6%,70.7%,3
2,896,6028,131792,iMap Centre,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,896,6002,142332,Jefferson House,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,896,6019,111485,The King's School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,896,4100,138318,Neston High School,0,ACC,270,44.9,260,0,-0.25,-0.41,-0.1,-0.25,-0.41,-0.09,66.3%,41.5%,3.71,30.4%,13.0%,6.3%,62.6%,4
2,896,7108,111504,Oaklands School,0,CYS,30,2.9,28,0,-1.55,-2.03,-1.08,-1.55,-2.04,-1.07,0.0%,0.0%,0.35,0.0%,0.0%,0.0%,0.0%,5
1,896,4002,143817,Queen's Park High School,0,AC,62,42.7,52,0,-0.21,-0.56,0.13,-0.21,-0.57,0.14,54.8%,30.6%,3.74,27.4%,11.3%,8.1%,45.2%,3
1,896,6020,111486,The Queen's School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,896,4000,137582,The Rudheath Senior Academy,0,AC,87,37.1,86,0,-0.46,-0.73,-0.19,-0.46,-0.73,-0.18,48.3%,20.7%,3.55,74.7%,12.6%,4.6%,43.7%,4
2,896,7110,142302,The Russett School,0,ACCS,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,896,4610,111450,St Nicholas Catholic High School,0,VA,219,52.4,209,3,0.15,-0.02,0.32,0.11,-0.06,0.29,73.5%,54.3%,4.9,80.4%,47.5%,28.8%,71.2%,3
1,896,4135,138483,Tarporley High School and Sixth Form College,0,ACC,175,57.7,173,1,0.34,0.15,0.53,0.34,0.15,0.54,80.0%,62.3%,5.03,41.1%,32.6%,26.3%,78.3%,2
1,896,6905,135941,University of Chester CE Academy,1,AC,142,33.1,135,6,-0.78,-1,-0.57,-0.81,-1.03,-0.59,36.6%,18.3%,2.84,35.9%,11.3%,4.9%,31.0%,5
1,896,4153,111422,Upton-by-Chester High School,0,FD,236,49.3,217,3,-0.01,-0.18,0.16,-0.02,-0.19,0.15,66.9%,45.3%,4.66,60.2%,37.7%,20.8%,63.6%,3
1,896,4132,111414,Weaverham High School,0,FD,203,47.7,200,6,-0.13,-0.31,0.05,-0.15,-0.33,0.04,67.0%,43.3%,4.21,44.3%,25.1%,15.8%,60.6%,3
1,896,4167,111429,The Whitby High School,0,FD,273,43.2,270,0,-0.18,-0.34,-0.03,-0.18,-0.34,-0.03,51.6%,34.4%,3.85,47.6%,32.6%,21.2%,48.7%,4
1,896,6906,136184,The Winsford Academy,0,AC,153,39,150,2,-0.28,-0.48,-0.07,-0.29,-0.5,-0.09,47.1%,23.5%,3.34,20.3%,14.4%,7.8%,41.8%,4
4,896,,,,,,3462,46.8,3254,40,-0.1,-0.14,-0.06,-0.11,-0.15,-0.06,65.2%,43.2%,4.17,47.9%,28.4%,17.8%,61.5%,4
1,908,4154,136383,Bodmin College,0,ACC,215,42.3,210,3,-0.35,-0.52,-0.18,-0.36,-0.54,-0.18,55.3%,37.2%,3.4,9.8%,7.0%,4.7%,51.6%,4
1,908,4004,145108,Brannel School,0,AC,127,40.4,126,1,-0.05,-0.27,0.18,-0.05,-0.28,0.18,52.8%,27.6%,3.46,14.2%,7.9%,3.1%,48.0%,3
1,908,4150,112045,Budehaven Community School,0,FD,170,43.9,166,0,-0.23,-0.43,-0.04,-0.23,-0.43,-0.03,65.3%,34.7%,3.97,60.0%,22.4%,11.2%,54.7%,4
1,908,4002,143649,Callington Community College,0,ACC,209,40.5,208,3,-0.49,-0.66,-0.31,-0.49,-0.67,-0.32,50.2%,26.8%,3.6,54.5%,14.8%,6.2%,45.0%,4
1,908,4158,136524,Camborne Science and International Academy,0,ACC,200,47.4,199,3,0.1,-0.08,0.28,0.09,-0.09,0.27,65.5%,44.5%,3.85,25.0%,17.5%,9.5%,63.5%,3
1,908,4006,146325,Cape Cornwall School,0,AC,56,45.8,54,2,-0.04,-0.38,0.31,-0.06,-0.41,0.29,66.1%,55.4%,4.04,28.6%,25.0%,21.4%,64.3%,3
2,908,7004,143166,Curnow School,0,ACCS,7,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
2,908,7003,143173,Doubletrees School,0,ACCS,8,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,908,4152,137223,Falmouth School,0,ACC,123,48.2,122,0,0.26,0.03,0.49,0.26,0.03,0.49,62.6%,39.8%,4,27.6%,17.1%,13.8%,59.3%,2
1,908,4001,140836,Fowey River Academy,0,AC,118,45,118,1,-0.17,-0.41,0.06,-0.18,-0.41,0.06,57.6%,34.7%,3.93,54.2%,22.9%,13.6%,56.8%,3
1,908,4171,145211,Hayle Academy,0,ACC,92,40,86,1,-0.5,-0.77,-0.23,-0.5,-0.78,-0.22,52.2%,29.3%,3.59,22.8%,16.3%,12.0%,51.1%,4
1,908,4146,143981,Helston Community College,0,ACC,197,46.3,194,2,-0.14,-0.32,0.04,-0.15,-0.33,0.04,67.0%,42.1%,3.92,23.4%,12.7%,9.1%,61.9%,3
1,908,4173,112067,Humphry Davy School,0,FD,120,42.7,116,2,-0.26,-0.5,-0.03,-0.27,-0.51,-0.04,58.3%,31.7%,3.65,30.8%,19.2%,13.3%,56.7%,4
1,908,4009,139155,Launceston College,0,ACC,193,44.6,188,3,-0.26,-0.45,-0.08,-0.28,-0.47,-0.09,60.6%,39.4%,4.09,73.1%,30.1%,14.0%,56.5%,4
1,908,4167,144291,Liskeard School and Community College,0,ACC,174,40.6,173,1,-0.38,-0.57,-0.19,-0.38,-0.58,-0.19,55.2%,24.7%,3.41,26.4%,13.2%,9.8%,45.4%,4
1,908,4168,137839,Looe Community Academy,0,ACC,102,46.2,100,1,0.23,-0.03,0.48,0.2,-0.06,0.45,69.6%,40.2%,4.25,53.9%,34.3%,23.5%,60.8%,3
1,908,4172,136873,Mounts Bay Academy,0,ACC,214,48,205,2,-0.1,-0.28,0.07,-0.11,-0.29,0.07,71.5%,41.6%,4.26,72.0%,33.2%,15.9%,70.1%,3
1,908,4164,143993,Mullion School,0,ACC,105,43.5,101,0,-0.13,-0.38,0.12,-0.13,-0.38,0.13,60.0%,33.3%,3.79,27.6%,14.3%,7.6%,55.2%,3
2,908,7005,143167,Nancealverne School,0,ACCS,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,908,4165,136533,Newquay Tretherras,0,ACC,262,46.3,257,1,-0.19,-0.35,-0.03,-0.19,-0.35,-0.03,61.8%,40.1%,3.86,13.4%,11.5%,7.3%,59.2%,4
2,908,6003,140942,Oak Tree School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,908,4166,136567,Penair School,0,ACC,182,46.5,173,1,-0.15,-0.34,0.04,-0.15,-0.35,0.04,67.0%,46.2%,3.86,30.2%,16.5%,11.5%,63.2%,3
2,908,7002,137478,Pencalenick School,0,ACCS,28,2.2,25,0,-1.45,-1.95,-0.95,-1.45,-1.96,-0.94,0.0%,0.0%,0.31,0.0%,0.0%,0.0%,0.0%,5
1,908,4156,136573,Penrice Academy,0,ACC,278,52.8,271,1,0.49,0.33,0.64,0.48,0.33,0.64,74.5%,51.1%,4.44,11.9%,9.4%,6.5%,73.7%,2
1,908,4149,136852,Penryn College,0,ACC,214,52.1,212,1,0.52,0.34,0.69,0.51,0.33,0.69,73.8%,50.9%,4.55,35.5%,28.0%,19.2%,70.6%,1
1,908,4007,147442,Poltair School,0,AC
1,908,4157,112052,Poltair School,1,FD,115,39.1,109,0,-0.21,-0.45,0.03,-0.21,-0.46,0.03,47.8%,22.6%,3.25,22.6%,16.5%,8.7%,46.1%,3
1,908,4163,136614,Pool Academy,0,ACC,169,39.4,168,1,-0.42,-0.62,-0.23,-0.42,-0.62,-0.23,51.5%,28.4%,3.4,24.9%,12.4%,7.1%,43.2%,4
1,908,4159,112054,Redruth School,0,FD,186,47.8,180,3,0.28,0.1,0.47,0.25,0.06,0.44,67.2%,43.5%,3.99,17.7%,14.5%,10.8%,63.4%,2
1,908,4160,112055,Richard Lander School,0,CY,280,51.9,269,0,0.29,0.14,0.44,0.29,0.13,0.45,73.2%,50.7%,4.42,27.9%,21.4%,14.6%,70.7%,2
1,908,4162,136572,The Roseland Academy,0,ACC,123,50.4,121,0,0.73,0.5,0.95,0.73,0.49,0.96,70.7%,52.0%,4.39,47.2%,27.6%,21.1%,66.7%,1
1,908,4000,140675,St Ives School,0,AC,92,51.5,89,1,0.35,0.09,0.62,0.35,0.07,0.62,71.7%,44.6%,4.24,22.8%,18.5%,13.0%,71.7%,2
1,908,6040,112071,St Joseph's School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,908,6089,112082,St Piran's School (Gb) Ltd,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,908,4143,136575,Saltash Community School,0,ACC,197,42.1,192,2,-0.39,-0.57,-0.21,-0.4,-0.58,-0.21,62.4%,34.5%,3.56,28.9%,11.7%,4.6%,53.8%,4
1,908,4141,112039,Sir James Smith's Community School,0,FD,83,41.6,81,1,-0.28,-0.56,0,-0.29,-0.57,0,57.8%,31.3%,3.91,66.3%,31.3%,14.5%,53.0%,3
2,908,6096,135405,T Plus Centre (Taliesin Education),0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,908,4144,112041,Torpoint Community College,0,FD,101,44.6,97,0,-0.17,-0.42,0.09,-0.17,-0.43,0.09,61.4%,31.7%,3.55,13.9%,9.9%,7.9%,57.4%,3
1,908,4005,145843,Treviglas Academy,0,AC
1,908,4135,112038,Treviglas Community College,1,CY,142,43.7,131,3,-0.03,-0.25,0.19,-0.03,-0.25,0.2,59.2%,35.9%,3.58,12.0%,7.7%,6.3%,49.3%,3
1,908,6080,112077,Truro High School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,908,6079,112076,Truro School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,908,4153,138024,Wadebridge School,0,ACC,210,47.2,207,1,0.19,0.02,0.37,0.19,0.01,0.37,65.2%,39.5%,4.05,29.5%,16.2%,9.5%,61.4%,2
4,908,,,,,,5102,45.3,4973,41,-0.05,-0.09,-0.01,-0.06,-0.09,-0.02,62.6%,38.7%,3.87,31.6%,17.3%,10.6%,58.4%,4
1,909,5407,137251,Appleby Grammar School,0,ACC,70,44.1,70,2,-0.2,-0.5,0.1,-0.22,-0.53,0.09,62.9%,32.9%,4.03,57.1%,32.9%,15.7%,60.0%,3
1,909,6032,112453,Austin Friars,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,909,4001,112375,Beacon Hill Community School,0,CY,18,34.7,18,0,-0.7,-1.29,-0.1,-0.7,-1.3,-0.09,33.3%,11.1%,2.56,5.6%,5.6%,0.0%,27.8%,5
1,909,5413,137254,Caldew School,0,ACC,175,44.6,172,0,-0.22,-0.41,-0.02,-0.22,-0.41,-0.02,61.1%,41.1%,3.99,56.0%,9.7%,6.3%,56.0%,4
2,909,6054,134781,Cambian Whinfell School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,909,5410,137338,Cartmel Priory CofE School,0,ACC,69,56.9,68,0,0.51,0.2,0.81,0.51,0.2,0.82,79.7%,52.2%,4.36,24.6%,24.6%,17.4%,76.8%,1
1,909,6025,141106,Chetwynde School,0,F,55,51.7,35,0,0.09,-0.33,0.52,0.09,-0.34,0.52,69.1%,40.0%,4.71,49.1%,25.5%,18.2%,61.8%,3
1,909,4103,142306,Cockermouth School,0,ACC,207,54.3,203,1,0.52,0.34,0.7,0.52,0.34,0.7,80.7%,62.8%,5.02,48.3%,41.5%,32.9%,75.8%,1
1,909,5405,137205,Dallam School,0,ACC,132,48.1,114,3,-0.19,-0.43,0.04,-0.22,-0.46,0.02,72.0%,48.5%,4.11,31.8%,28.8%,19.7%,69.7%,3
1,909,4150,112383,Dowdales School,0,CY,195,46.3,190,1,-0.03,-0.21,0.15,-0.03,-0.22,0.15,62.6%,38.5%,4.05,33.3%,21.0%,12.3%,60.5%,3
2,909,6050,132112,Eden Park Academy,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,909,4002,140600,Energy Coast UTC,0,UTC,73,35.1,72,1,-0.83,-1.13,-0.54,-0.85,-1.15,-0.55,45.2%,15.1%,2.82,0.0%,0.0%,0.0%,35.6%,SUPP
1,909,6908,135940,Furness Academy,0,AC,84,41,83,1,-0.46,-0.74,-0.18,-0.47,-0.75,-0.19,46.4%,23.8%,2.89,0.0%,0.0%,0.0%,41.7%,4
2,909,7001,141993,George Hastwell School Special Academy,0,ACS,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,909,7022,146250,James Rennie School,0,ACCS,9,2.9,8,0,-1.23,-2.12,-0.35,-1.23,-2.14,-0.33,11.1%,11.1%,0.13,0.0%,0.0%,0.0%,0.0%,5
1,909,4151,112384,John Ruskin School,0,CY,28,47,28,0,0.33,-0.14,0.81,0.33,-0.15,0.82,67.9%,42.9%,3.84,10.7%,7.1%,3.6%,67.9%,3
1,909,5414,136902,Keswick School,0,ACC,187,52.5,180,3,0.17,-0.02,0.36,0.16,-0.03,0.35,76.5%,53.5%,4.47,25.1%,20.9%,17.6%,74.3%,3
2,909,6056,135410,Kirby Moor School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,909,5400,136671,Kirkbie Kendal School,0,ACC,135,50,134,0,0.23,0.01,0.45,0.23,0.01,0.45,77.8%,50.4%,4.39,33.3%,20.7%,10.4%,71.9%,2
1,909,5406,137107,Kirkby Stephen Grammar School,0,ACC,69,42.2,69,1,-0.26,-0.56,0.04,-0.31,-0.62,0,59.4%,36.2%,3.63,15.9%,8.7%,7.2%,56.5%,3
1,909,4056,112379,The Lakes School,0,CY,85,44.5,81,0,-0.17,-0.45,0.11,-0.17,-0.46,0.11,64.7%,31.8%,3.66,16.5%,11.8%,11.8%,61.2%,3
1,909,6001,112442,Lime House School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,909,7002,112464,Mayfield School,0,CYS,11,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,909,4204,112388,Millom School,0,CY,91,42.7,89,0,-0.15,-0.42,0.11,-0.15,-0.42,0.12,54.9%,28.6%,3.49,3.3%,2.2%,1.1%,50.5%,3
1,909,6009,145465,Moorfield Learning Centre,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,909,4501,112397,The Nelson Thomlinson School,0,VC,227,50.6,222,3,0.16,-0.01,0.33,0.15,-0.03,0.32,71.8%,47.6%,4.69,56.4%,38.3%,29.5%,67.0%,3
1,909,4104,112382,Netherhall School,0,CY,95,40,94,0,-0.46,-0.72,-0.2,-0.46,-0.72,-0.19,53.7%,32.6%,3.23,22.1%,7.4%,5.3%,44.2%,4
1,909,4630,112399,Newman Catholic School,0,VA,97,39.3,95,2,-0.75,-1.01,-0.49,-0.76,-1.02,-0.5,45.4%,20.6%,3.26,21.6%,5.2%,2.1%,41.2%,5
2,909,6027,112452,Oversands School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,909,6097,135555,Progress Schools - Carlisle,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,909,5401,136732,Queen Elizabeth Grammar School Penrith,0,ACC,126,63.8,120,0,0.24,0.01,0.47,0.24,0.01,0.48,96.8%,86.5%,5.99,82.5%,65.9%,46.8%,95.2%,2
1,909,5411,136357,Queen Elizabeth School,0,ACC,131,57,127,0,0.39,0.17,0.62,0.39,0.16,0.62,85.5%,56.5%,5.21,55.0%,44.3%,31.3%,80.9%,2
1,909,4013,143749,Queen Elizabeth Studio School,0,SS,88,39.5,87,0,-0.31,-0.58,-0.04,-0.31,-0.58,-0.04,46.6%,25.0%,3.19,6.8%,4.5%,2.3%,44.3%,SUPP
1,909,5404,136526,The Queen Katherine School,0,ACC,206,48.5,204,3,0.03,-0.15,0.2,0.01,-0.17,0.19,66.5%,46.1%,4.12,13.1%,11.2%,9.7%,61.7%,3
1,909,6906,135621,Richard Rose Central Academy,0,AC,122,36.8,120,2,-0.7,-0.93,-0.47,-0.72,-0.95,-0.48,43.4%,23.8%,3.32,50.8%,23.0%,6.6%,39.3%,5
1,909,6905,135620,Richard Rose Morton Academy,0,AC,84,39,84,1,-0.73,-1,-0.45,-0.76,-1.04,-0.48,46.4%,22.6%,3.14,20.2%,8.3%,3.6%,38.1%,5
1,909,4622,112398,St Benedict's Catholic High School,0,VA,148,43.9,146,1,-0.13,-0.34,0.08,-0.14,-0.35,0.08,54.1%,31.8%,3.59,20.3%,12.2%,8.1%,52.0%,3
1,909,4634,112400,St Bernard's Catholic High School,0,VA,165,43.8,164,1,-0.26,-0.45,-0.06,-0.26,-0.46,-0.06,61.2%,40.0%,3.53,4.2%,2.4%,1.8%,55.2%,4
1,909,4810,112401,"St Joseph's Catholic High School, Business and Enterprise College",0,VA,132,44.9,131,2,-0.3,-0.51,-0.08,-0.3,-0.53,-0.08,60.6%,40.9%,3.76,36.4%,14.4%,7.6%,59.1%,4
1,909,4011,112378,Samuel King's School,0,FD,21,42.5,20,0,0.29,-0.28,0.85,0.29,-0.29,0.86,52.4%,33.3%,3.24,4.8%,0.0%,0.0%,47.6%,3
2,909,7006,112465,Sandgate School,0,CYS,6,0.7,6,0,-1.62,-2.64,-0.59,-1.62,-2.66,-0.57,0.0%,0.0%,0.03,0.0%,0.0%,0.0%,0.0%,5
2,909,7013,112466,Sandside Lodge School,0,CYS,9,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,909,6026,112451,Sedbergh School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
