TIME_PERIOD,TIME_IDENTIFIER,TRUST_GROUP_TYPE,TRUST_NAME,TRUST_UID,TRUST_ID,TRUST_COMPANIES_HOUSE_NUMBER,TRUST_UKPRN,TRUST_LEADREGION,INSTITUTIONS_MATPTINC,NUMINST_MATPTINC,NUMINST_CONVERTER_MATPTINC,NUMINST_SPONSOR_MATPTINC,NUMINST_FREE_MATPTINC,NUMINST_STUDIO_MATPTINC,NUMINST_UTC_MATPTINC,NUMINST_FSM6CLA1A_MATPTINC,NUMINST_3_MATPTINC,NUMINST_4_MATPTINC,NUMINST_5PLUS_MATPTINC,TPUP_MATPTINC,KS2ASS_MATPTINC,PFSM6CLA1A_MATPTINC,PNOTFSM6CLA1A_MATPTINC,PEALGRP2_MATPTINC,PSEN_ALL4_MATPTINC,ATT8SCR_WGTAVG,P8MEACOV,P8MEA_WGTAVG,P8CILOW,P8CIUPP,PTL2BASICS_95_WGTAVG,EBACCAPS_WGTAVG,PTEBACC_95_WGTAVG,PTEBACC_94_WGTAVG,PTEBACC_E_PTQ_EE_WGTAVG,ATT8SCR_WGTAVG_FSM6CLA1A,P8MEA_WGTAVG_FSM6CLA1A,P8CILOW_FSM6CLA1A,P8CIUPP_FSM6CLA1A,PTL2BASICS_95_WGTAVG_FSM6CLA1A,EBACCAPS_WGTAVG_FSM6CLA1A,PTEBACC_95_WGTAVG_FSM6CLA1A,PTEBACC_94_WGTAVG_FSM6CLA1A,PTEBACC_E_PTQ_EE_WGTAVG_FSM6CLA1A,ATT8SCR_WGTAVG_NFSM6CLA1A,P8MEA_WGTAVG_NFSM6CLA1A,P8CILOW_NFSM6CLA1A,P8CIUPP_NFSM6CLA1A,PTL2BASICS_95_WGTAVG_NFSM6CLA1A,EBACCAPS_WGTAVG_NFSM6CLA1A,PTEBACC_95_WGTAVG_NFSM6CLA1A,PTEBACC_94_WGTAVG_NFSM6CLA1A,PTEBACC_E_PTQ_EE_WGTAVG_NFSM6CLA1A,P8_BANDING,INSTITUTIONS_INMAT,NUMINST_INMAT,NUMINST_CONVERTER_INMAT,NUMINST_SPONSOR_INMAT,NUMINST_FREE_INMAT,NUMINST_STUDIO_INMAT,NUMINST_UTC_INMAT,TPUP_INMAT,PFSM6CLA1A_INMAT,PNOTFSM6CLA1A_INMAT
202324,Academic year,Multi-academy trust,Community Academies Trust,2755,TR00552,7472736,10058454,West Midlands,136459;138936;139536;139766;142285,5,2,3,0,0,0,5,0,0,5,879,103,35%,65%,10%,23%,36.4,94%,-0.73,-0.82,-0.63,23%,3.11,7%,11%,22%,28.6,-1.22,-1.39,-1.06,13%,2.39,1%,4%,12%,40.5,-0.46,-0.58,-0.34,29%,3.5,10%,15%,28%,Well below average,136459;138936;139536;139766;142285,5,2,3,0,0,0,879,35%,65%
202324,Academic year,Multi-academy trust,Middlesex Learning Trust,16751,TR00556,7445586,10058414,London,136418;142727;148692,3,3,0,0,0,0,3,1,0,2,640,105.1,27%,73%,31%,16%,52.5,91%,0.36,0.24,0.47,61%,4.63,21%,25%,32%,45.1,-0.02,-0.24,0.2,47%,3.88,11%,14%,23%,55.1,0.49,0.36,0.63,66%,4.89,25%,30%,35%,Above average,136418;142727;148692,3,3,0,0,0,0,640,27%,73%
202324,Academic year,Multi-academy trust,The Learning Alliance,2766,TR00558,7538467,10058540,North West,136655;138002;139953;140813;142890;147654,6,2,2,0,1,1,6,1,4,1,701,103.9,26%,74%,13%,15%,40.6,92%,-0.52,-0.63,-0.41,37%,3.54,12%,19%,42%,29.1,-1.1,-1.31,-0.88,18%,2.39,3%,6%,19%,44.3,-0.33,-0.45,-0.2,44%,3.92,15%,24%,49%,Well below average,136655;138002;139953;140813;142890;147654,6,2,2,0,1,1,701,26%,74%
202324,Academic year,Multi-academy trust,The Co-Operative Academies Trust,2777,TR00567,7747126,10059286,North West,136102;136174;136987;137065;142762;144588;144627;146315;146404;147177,10,3,7,0,0,0,10,0,0,10,2331,102.5,43%,57%,34%,17%,39.7,90%,-0.34,-0.4,-0.28,32%,3.37,7%,12%,27%,32.9,-0.67,-0.76,-0.57,21%,2.75,4%,7%,23%,44.8,-0.09,-0.17,-0.01,41%,3.84,10%,15%,30%,Below average,136102;136174;136987;137065;142762;144588;144627;146315;146404;147177,10,3,7,0,0,0,2331,43%,57%
202324,Academic year,Multi-academy trust,Creative Education Trust,2816,TR00604,7617529,10058707,East Midlands,135665;137100;137541;137781;138858;139068;139819;139961;141331;145952;146539,11,2,9,0,0,0,11,0,0,11,2389,102.3,32%,68%,22%,12%,40.9,93%,-0.16,-0.22,-0.1,33%,3.52,9%,15%,25%,31.6,-0.65,-0.75,-0.54,18%,2.65,3%,6%,14%,45.4,0.08,0.01,0.15,41%,3.94,12%,19%,30%,Below average,135665;137100;137541;137781;138858;139068;139819;139961;141331;145952;146539,11,2,9,0,0,0,2389,32%,68%
202324,Academic year,Multi-academy trust,Aldridge Education,2096,TR00628,5670663,10058195,North West,135580;136164;137063;139924;141321;144900;146303,7,1,4,0,1,1,7,0,0,7,1078,103.4,35%,65%,20%,16%,40.4,91%,-0.39,-0.48,-0.3,35%,3.44,11%,14%,23%,34.1,-0.7,-0.85,-0.56,24%,2.86,5%,8%,18%,43.9,-0.22,-0.33,-0.11,41%,3.76,14%,17%,27%,Below average,135580;136164;137063;139924;141321;144900;146303,7,1,4,0,1,1,1078,35%,65%
202324,Academic year,Multi-academy trust,The David Ross Education Trust,2854,TR00633,6182612,10058206,East Midlands,135294;136201;136479;137200;138757;138783;139060;141166;141391;141874;144739,11,3,7,1,0,0,11,0,0,11,1410,103.1,31%,69%,15%,21%,41.3,94%,-0.25,-0.32,-0.17,34%,3.75,14%,23%,42%,33.8,-0.7,-0.84,-0.56,22%,3.01,8%,12%,30%,44.6,-0.04,-0.13,0.05,40%,4.07,17%,28%,47%,Below average,135294;136201;136479;137200;138757;138783;139060;141166;141391;141874;144739,11,3,7,1,0,0,1410,31%,69%
202324,Academic year,Multi-academy trust,The De Ferrers Trust,15884,TR00635,7442789,10058411,West Midlands,136414;144069;144533,3,3,0,0,0,0,3,0,0,3,825,103.3,26%,74%,11%,17%,44.8,97%,0.04,-0.06,0.14,47%,3.88,11%,15%,19%,33.8,-0.56,-0.75,-0.37,27%,2.89,5%,8%,12%,48.7,0.25,0.13,0.36,55%,4.22,13%,17%,21%,Average,136414;144069;144533,3,3,0,0,0,0,825,26%,74%
202324,Academic year,Multi-academy trust,The Dean Trust,2864,TR00637,8027943,10055366,North West,138123;138124;140412;141884;144519;146797,6,2,4,0,0,0,6,0,0,6,1108,103.5,42%,58%,20%,20%,41.9,93%,-0.36,-0.45,-0.28,36%,3.84,15%,25%,64%,34.2,-0.76,-0.89,-0.63,22%,3.08,7%,14%,55%,47.4,-0.06,-0.17,0.06,46%,4.39,20%,33%,70%,Below average,138123;138124;140412;141884;144519;146797;150009,7,3,4,0,0,0,1373,44%,56%
202324,Academic year,Multi-academy trust,The Diocese Of Westminster Academy Trust,2928,TR00665,7944160,10059577,East of England,137895;137922;137925;137938;137994;137995,6,6,0,0,0,0,6,0,0,6,1178,105.6,16%,84%,45%,12%,55.1,91%,0.71,0.62,0.79,58%,5.04,32%,44%,67%,46.5,0.37,0.15,0.59,40%,4.21,20%,29%,63%,56.8,0.76,0.67,0.86,62%,5.2,35%,46%,67%,Well above average,137895;137922;137925;137938;137994;137995,6,6,0,0,0,0,1178,16%,84%
202324,Academic year,Multi-academy trust,Diverse Academies Trust,2936,TR00669,7664012,10058867,East Midlands,136624;137117;137319;138964;139956;144486,6,3,3,0,0,0,6,0,0,6,1182,103.3,25%,75%,9%,19%,40,95%,-0.44,-0.52,-0.36,30%,3.44,9%,13%,25%,32.2,-0.79,-0.95,-0.63,17%,2.72,7%,10%,20%,42.6,-0.32,-0.42,-0.22,35%,3.69,10%,15%,27%,Below average,136624;137117;137319;138964;139956;144486,6,3,3,0,0,0,1182,25%,75%
202324,Academic year,Multi-academy trust,Dixons Academies Trust,2939,TR00671,2303464,10058150,Yorkshire and the Humber,130909;135866;137277;138251;141002;144743;146198;146363;148655,9,0,5,4,0,0,9,1,0,8,1421,103.9,38%,62%,27%,17%,46.5,93%,0.11,0.03,0.19,46%,4.29,22%,34%,79%,40.1,-0.18,-0.31,-0.06,35%,3.67,17%,27%,71%,50.3,0.28,0.18,0.38,52%,4.65,25%,39%,83%,Above average,130909;135866;137277;138251;141002;144743;146198;146363;148655;148792;148965;149530,12,0,8,4,0,0,1867,43%,57%
202324,Academic year,Multi-academy trust,E-Act,2974,TR00699,6526376,10058234,South West,135907;135911;135934;135973;136032;136115;137706;137954;138073;138235;138374;146316;146518,13,0,13,0,0,0,13,0,0,13,2361,101.8,47%,53%,36%,16%,39.2,90%,-0.22,-0.28,-0.16,34%,3.37,9%,14%,26%,34.9,-0.45,-0.53,-0.36,27%,2.96,6%,11%,23%,42.9,-0.02,-0.1,0.06,40%,3.72,12%,17%,29%,Below average,135907;135911;135934;135973;136032;136115;137706;137954;138073;138235;138374;146316;146518,13,0,13,0,0,0,2361,47%,53%
202324,Academic year,Multi-academy trust,Stour Vale Academy Trust,16572,TR00704,7865663,10059465,West Midlands,137701;137812;139872;141712,4,4,0,0,0,0,4,1,0,3,890,103.8,30%,70%,19%,14%,46.3,93%,0.04,-0.05,0.14,48%,4.14,21%,32%,47%,37.8,-0.32,-0.5,-0.14,27%,3.3,11%,20%,36%,49.5,0.17,0.06,0.29,55%,4.46,25%,37%,51%,Average,137701;137812;139872;141712,4,4,0,0,0,0,890,30%,70%
202324,Academic year,Multi-academy trust,Penrose Learning Trust,16707,TR00707,7682993,10058940,East of England,136195;136918;137218;144214,4,3,1,0,0,0,4,0,0,4,684,103.9,24%,76%,5%,18%,42.7,94%,-0.28,-0.39,-0.17,35%,3.69,11%,15%,23%,35.2,-0.82,-1.05,-0.6,20%,3.02,7%,11%,17%,45,-0.12,-0.24,0.01,40%,3.9,12%,17%,24%,Below average,136195;136918;137218;144214,4,3,1,0,0,0,684,24%,76%
202324,Academic year,Multi-academy trust,Education For The 21st Century,3015,TR00727,7559170,10058616,London,135305;136464;136540;144465,4,2,1,1,0,0,4,0,0,4,810,105.3,25%,75%,11%,18%,43.6,95%,-0.43,-0.53,-0.33,44%,3.89,16%,23%,41%,32.2,-1.12,-1.31,-0.92,20%,2.79,4%,9%,28%,47.4,-0.2,-0.31,-0.08,52%,4.26,20%,28%,45%,Below average,135305;136464;136540;144465,4,2,1,1,0,0,810,25%,75%
202324,Academic year,Multi-academy trust,Excalibur Academies Trust,3065,TR00761,8146633,10059937,South West,138623;141705;142121;142822,4,2,1,1,0,0,4,0,0,4,737,104.2,23%,77%,19%,19%,47.7,91%,0.11,0,0.21,46%,4.26,22%,30%,43%,37.9,-0.17,-0.39,0.05,26%,3.16,7%,12%,26%,50.7,0.19,0.07,0.31,52%,4.6,26%,36%,48%,Average,138623;138855;141705;142121;142822;145398,6,3,2,1,0,0,1183,20%,80%
202324,Academic year,Multi-academy trust,Fairfax Multi Academy Trust,3076,TR00767,7661164,10058852,West Midlands,136908;141318;143413;143895,4,1,3,0,0,0,4,0,0,4,705,103.3,45%,55%,16%,17%,40,91%,-0.49,-0.6,-0.38,32%,3.5,9%,13%,21%,31.1,-0.88,-1.05,-0.72,16%,2.69,5%,7%,16%,47.2,-0.17,-0.32,-0.02,46%,4.15,12%,18%,26%,Below average,136908;141318;143413;143895,4,1,3,0,0,0,705,45%,55%
202324,Academic year,Multi-academy trust,The Fallibroome Trust,3080,TR00770,7346144,10058338,North West,136184;136278;138662,3,2,1,0,0,0,3,0,0,3,603,104.2,23%,77%,3%,13%,44.4,98%,-0.17,-0.28,-0.05,39%,3.82,13%,18%,31%,28.3,-1.16,-1.39,-0.92,10%,2.31,1%,4%,15%,49.1,0.13,0,0.26,48%,4.26,17%,22%,35%,Below average,136184;136278;138662,3,2,1,0,0,0,603,23%,77%
202324,Academic year,Multi-academy trust,East Anglian Schools Trust Ltd,17335,TR00774,7667407,10058884,East of England,136834;136969;136998,3,3,0,0,0,0,3,0,0,3,764,104.9,16%,84%,3%,13%,47.7,97%,0.02,-0.08,0.13,46%,4.02,10%,13%,16%,33.8,-0.62,-0.88,-0.36,18%,2.85,2%,5%,8%,50.3,0.14,0.03,0.25,51%,4.23,11%,14%,17%,Average,136834;136969;136998,3,3,0,0,0,0,764,16%,84%
202324,Academic year,Multi-academy trust,Finham Park Multi-Academy Trust,15766,TR00790,7700317,10059110,West Midlands,136963;141939;142960;148429,4,3,0,1,0,0,4,1,0,3,687,104.3,25%,75%,26%,21%,43.1,90%,-0.2,-0.31,-0.09,40%,3.85,16%,24%,46%,29.6,-1.02,-1.25,-0.79,17%,2.51,5%,6%,20%,47.2,0.04,-0.09,0.17,47%,4.26,19%,29%,54%,Below average,136963;141939;142960;148429,4,3,0,1,0,0,687,25%,75%
202324,Academic year,Multi-academy trust,Beyond Schools Trust,3123,TR00810,7401701,10058382,South East,136337;137376;138511,3,2,1,0,0,0,3,0,0,3,502,103.9,29%,71%,15%,17%,45.1,96%,-0.05,-0.17,0.08,38%,4.05,23%,31%,43%,31.4,-0.74,-0.97,-0.5,14%,2.74,8%,12%,24%,50.7,0.24,0.09,0.39,48%,4.58,29%,39%,51%,Average,136337;137376;138511,3,2,1,0,0,0,502,29%,71%
202324,Academic year,Multi-academy trust,Future Academies,3152,TR00834,6543442,10043978,London,135676;135876;140966;143129;144623;146440;147785,7,0,6,1,0,0,7,1,2,4,1044,102.9,35%,65%,26%,18%,44.5,91%,0.05,-0.04,0.14,43%,4.15,21%,32%,60%,39.2,-0.26,-0.41,-0.11,33%,3.61,13%,23%,54%,47.3,0.23,0.11,0.34,49%,4.43,25%,38%,64%,Average,135676;135876;140966;143129;144623;146440;147785,7,0,6,1,0,0,1044,35%,65%
202324,Academic year,Multi-academy trust,Fylde Coast Academy Trust,3155,TR00836,8364709,10060294,North West,137342;137973;139675;141132;145863,5,2,2,1,0,0,5,0,0,5,813,104.1,44%,56%,4%,18%,35,96%,-1.04,-1.14,-0.94,25%,2.95,3%,7%,18%,27.8,-1.55,-1.7,-1.4,14%,2.33,1%,3%,11%,40.7,-0.64,-0.77,-0.5,35%,3.44,6%,10%,23%,Well below average,137342;137973;139675;141132;145863,5,2,2,1,0,0,813,44%,56%
202324,Academic year,Multi-academy trust,Glf Schools,3190,TR00860,7551959,10053217,South East,136534;137735;137736;140653;143808;143846;145898,7,4,2,1,0,0,7,0,0,7,1211,104.9,20%,80%,8%,20%,49,94%,0.08,0,0.16,52%,4.44,25%,33%,46%,32.5,-0.82,-1,-0.64,23%,2.83,8%,12%,26%,53.2,0.32,0.22,0.41,59%,4.84,29%,38%,50%,Average,136534;137735;137736;140653;143808;143846;145898,7,4,2,1,0,0,1211,20%,80%
202324,Academic year,Multi-academy trust,Lighthouse Schools Partnership,16340,TR00876,7662102,10058855,South West,136722;136856;145482,3,3,0,0,0,0,3,0,0,3,835,105.9,11%,89%,6%,15%,49.8,96%,0.03,-0.06,0.13,52%,4.58,28%,40%,62%,38.3,-0.44,-0.75,-0.13,28%,3.48,10%,18%,44%,51.2,0.09,-0.02,0.19,55%,4.72,30%,42%,64%,Average,136722;136856;137000;145482,4,4,0,0,0,0,1095,11%,89%
202324,Academic year,Multi-academy trust,The Gorse Academies Trust,3206,TR00878,7465701,10055363,Yorkshire and the Humber,136392;137577;140565;142056;146217;148793,6,2,3,1,0,0,6,1,0,5,1455,103.5,30%,70%,19%,11%,50,93%,0.5,0.42,0.57,52%,4.65,31%,48%,78%,38.5,-0.05,-0.19,0.08,32%,3.53,17%,30%,61%,54.7,0.73,0.64,0.82,61%,5.12,37%,56%,86%,Well above average,136392;137577;140565;142056;146217;148793,6,2,3,1,0,0,1455,30%,70%
202324,Academic year,Multi-academy trust,The Gosforth Federated Academies Limited,3209,TR00881,7431423,10058404,North East,136352;144279;146752,3,1,2,0,0,0,3,0,0,3,809,105.5,27%,73%,16%,13%,52.4,97%,0.37,0.27,0.47,58%,4.92,35%,49%,69%,42.2,-0.1,-0.29,0.09,35%,3.86,20%,29%,50%,56.1,0.54,0.42,0.65,66%,5.3,41%,56%,76%,Above average,136352;144279;146752,3,1,2,0,0,0,809,27%,73%
202324,Academic year,Multi-academy trust,The Great Schools Trust,15758,TR00892,7641004,10058757,North West,137675;138260;138562;147077,4,0,1,3,0,0,4,0,0,4,544,103.7,40%,60%,27%,15%,44,85%,-0.02,-0.15,0.1,43%,4.1,20%,34%,76%,34.8,-0.45,-0.65,-0.24,26%,3.18,8%,18%,60%,50.2,0.24,0.08,0.41,55%,4.72,28%,45%,86%,Average,137675;138260;138562;147077,4,0,1,3,0,0,544,40%,60%
202324,Academic year,Multi-academy trust,Great Academies Education Trust,3225,TR00893,6237630,10058215,North West,135508;139294;143319,3,2,1,0,0,0,3,0,0,3,640,103.1,38%,62%,17%,19%,37.9,94%,-0.57,-0.69,-0.46,29%,3.35,10%,17%,43%,30.8,-0.9,-1.09,-0.72,18%,2.67,4%,10%,31%,42.2,-0.37,-0.52,-0.23,35%,3.77,15%,21%,50%,Well below average,135508;139294;143319,3,2,1,0,0,0,640,38%,62%
202324,Academic year,Multi-academy trust,Southport Learning Trust,16810,TR00908,7790934,10059329,North West,137520;137604;144618,3,2,1,0,0,0,3,1,0,2,558,105.2,22%,78%,5%,15%,43.8,97%,-0.41,-0.52,-0.29,40%,3.99,17%,31%,70%,33.1,-1.15,-1.4,-0.9,20%,2.93,6%,13%,50%,46.8,-0.2,-0.34,-0.07,45%,4.28,21%,36%,76%,Below average,137297;137520;137604;144618;149828,5,4,1,0,0,0,907,23%,77%
202324,Academic year,Multi-academy trust,Greenshaw Learning Trust,5452,TR00911,7633694,10058734,South West,136626;136800;142040;142577;144013;144760;145135;145480;147219;147300;147935;148036,12,4,7,0,1,0,12,2,2,8,1994,103.5,31%,69%,19%,19%,47.1,93%,0.21,0.15,0.27,48%,4.16,17%,23%,32%,38.4,-0.26,-0.38,-0.15,33%,3.34,8%,13%,23%,51.1,0.43,0.35,0.51,56%,4.54,21%,27%,36%,Above average,136626;136800;142040;142577;144013;144760;145135;145480;147219;147300;147935;148036;149435,13,5,7,0,1,0,2170,30%,70%
202324,Academic year,Multi-academy trust,Greenwood Academies Trust,3252,TR00914,6864339,10058259,East Midlands,135881;136217;136948;137184;137880;139082;139957;147456,8,0,7,1,0,0,8,0,1,7,1617,101.5,41%,59%,33%,15%,40.3,90%,-0.09,-0.16,-0.02,34%,3.41,7%,11%,18%,33.2,-0.47,-0.58,-0.35,21%,2.76,3%,7%,13%,45.1,0.19,0.09,0.29,42%,3.86,9%,13%,21%,Below average,135881;136217;136948;137184;137763;137880;139082;139957;147456,9,1,7,1,0,0,1880,39%,61%
202324,Academic year,Multi-academy trust,"Every Child, Every Day Academy Trust",16253,TR00919,8185432,10060043,London,137678;138825;148407,3,3,0,0,0,0,3,1,0,2,545,106,18%,82%,19%,24%,56.4,93%,0.53,0.41,0.66,68%,5.23,37%,50%,67%,41.2,-0.21,-0.5,0.08,36%,3.66,13%,29%,46%,59.6,0.69,0.56,0.83,75%,5.56,42%,55%,71%,Well above average,137678;138825;148407,3,3,0,0,0,0,545,18%,82%
202324,Academic year,Multi-academy trust,Learning Partners Academy Trust,17054,TR00926,8303773,10060193,South East,136906;137003;139193;141200,4,3,1,0,0,0,4,3,0,1,802,106.9,10%,90%,14%,21%,56,93%,0.38,0.28,0.49,67%,5.14,29%,38%,60%,36.9,-0.59,-0.91,-0.27,29%,3.32,7%,14%,35%,58.1,0.49,0.39,0.6,71%,5.34,31%,41%,63%,Above average,136906;137003;139193;141200,4,3,1,0,0,0,802,10%,90%
202324,Academic year,Multi-academy trust,Haberdashers' Aske's Federation Trust,3279,TR00933,2535091,10058159,London,135070;135073;135951;147073,4,0,3,1,0,0,4,0,0,4,751,105.2,38%,62%,16%,19%,47.8,94%,-0.01,-0.12,0.09,48%,4.39,21%,31%,59%,42.2,-0.26,-0.43,-0.09,34%,3.85,16%,24%,54%,51.3,0.14,0.01,0.28,56%,4.72,24%,36%,61%,Average,135070;135073;135951;147073,4,0,3,1,0,0,751,38%,62%
202324,Academic year,Multi-academy trust,Impact Education Multi Academy Trust,16681,TR00943,8529006,10060453,Yorkshire and the Humber,140326;146367;147888,3,2,1,0,0,0,3,1,0,2,484,102.2,36%,64%,57%,14%,41.3,95%,-0.08,-0.21,0.05,35%,3.62,13%,21%,41%,38.6,-0.11,-0.32,0.11,29%,3.34,9%,14%,36%,42.8,-0.07,-0.23,0.09,38%,3.77,14%,25%,44%,Average,140326;146367;147888,3,2,1,0,0,0,484,36%,64%
202324,Academic year,Multi-academy trust,Empower Learning Academy Trust,16251,TR00946,7702119,10059123,London,136576;137197;139307,3,3,0,0,0,0,3,0,0,3,539,104.5,26%,74%,15%,19%,45.6,93%,-0.13,-0.25,0,47%,4.14,17%,28%,60%,35.9,-0.67,-0.91,-0.43,28%,3.14,5%,12%,38%,49,0.07,-0.07,0.21,54%,4.49,21%,34%,68%,Average,136576;137197;139307,3,3,0,0,0,0,539,26%,74%
202324,Academic year,Multi-academy trust,Harris Federation,3320,TR00968,6228587,10055126,London,131747;131897;132711;134225;135249;135311;135677;135816;135955;137121;137379;137549;138449;138495;139703;140935;140952;140985;143427;143428;143706;144750;145126;145140;145860;147537,26,3,18,5,0,0,26,0,0,26,4733,104.5,36%,64%,32%,14%,51.3,94%,0.48,0.43,0.52,55%,4.8,29%,44%,72%,45,0.16,0.09,0.23,41%,4.15,19%,32%,64%,54.9,0.66,0.61,0.71,63%,5.18,35%,50%,77%,Above average,131747;131897;132711;134225;134226;135249;135311;135677;135816;135955;137121;137379;137549;138449;138495;139703;140935;140952;140985;143427;143428;143706;144750;145126;145140;145860;147537;149431;150055,29,4,19,6,0,0,5125,37%,63%
202324,Academic year,Multi-academy trust,Red Kite Learning Trust,15727,TR00969,7523507,10054307,Yorkshire and the Humber,136497;138304;141883;146247,4,2,1,1,0,0,4,0,0,4,846,104.4,24%,76%,8%,17%,46.4,95%,-0.02,-0.11,0.08,47%,4.21,21%,31%,42%,28.2,-0.84,-1.04,-0.64,18%,2.52,5%,12%,22%,52.2,0.25,0.14,0.37,56%,4.76,26%,37%,48%,Average,136497;136896;138304;141883;146247,5,3,1,1,0,0,1073,24%,76%
202324,Academic year,Multi-academy trust,University Of Brighton Academies Trust,3339,TR00985,7185046,10032385,South East,136400;136401;142089,3,0,3,0,0,0,3,0,0,3,685,103.4,31%,69%,7%,13%,34.6,95%,-0.98,-1.09,-0.87,29%,2.88,5%,9%,16%,25.2,-1.53,-1.73,-1.34,14%,2.08,1%,3%,12%,38.8,-0.74,-0.87,-0.6,36%,3.24,7%,12%,18%,Well below average,136400;136401;142089,3,0,3,0,0,0,685,31%,69%
202324,Academic year,Multi-academy trust,The Four Stones Multi Academy Trust,17145,TR00994,7652306,10058796,West Midlands,136898;138032;148338,3,2,1,0,0,0,3,1,0,2,491,104,24%,76%,10%,15%,47.3,94%,0.05,-0.08,0.18,49%,4.33,26%,36%,70%,35.1,-0.41,-0.67,-0.15,22%,3.09,8%,14%,54%,51.1,0.2,0.05,0.34,58%,4.71,31%,43%,76%,Average,136898;138032;148338,3,2,1,0,0,0,491,24%,76%
202324,Academic year,Multi-academy trust,The Heath Family (North West),3372,TR01015,7614421,10058706,North West,136779;141694;142798,3,2,1,0,0,0,3,0,0,3,547,103.5,42%,58%,4%,19%,38.2,98%,-0.62,-0.74,-0.5,27%,3.24,8%,12%,23%,30.3,-1,-1.19,-0.82,16%,2.48,4%,7%,16%,44,-0.35,-0.51,-0.19,34%,3.78,10%,15%,29%,Well below average,136779;141694;142798,3,2,1,0,0,0,547,42%,58%
202324,Academic year,Multi-academy trust,The Wensum Trust,16054,TR01023,7982312,10059670,East of England,138039;138758;145089,3,3,0,0,0,0,3,0,0,3,470,103.6,27%,73%,8%,11%,41.1,97%,-0.35,-0.48,-0.22,37%,3.66,11%,16%,40%,30.5,-0.95,-1.2,-0.7,18%,2.61,2%,5%,26%,45,-0.13,-0.28,0.02,44%,4.04,14%,20%,45%,Below average,138039;138758;145089,3,3,0,0,0,0,470,27%,73%
202324,Academic year,Multi-academy trust,The Consortium Academy Trust,3403,TR01041,7665828,10058879,Yorkshire and the Humber,136921;137306;139629;144561;145722;146129,6,5,1,0,0,0,6,0,0,6,1188,104.9,26%,74%,3%,14%,42,98%,-0.54,-0.63,-0.46,37%,3.71,12%,19%,36%,31,-1.23,-1.39,-1.07,17%,2.69,3%,7%,20%,45.9,-0.3,-0.39,-0.21,43%,4.08,15%,23%,41%,Well below average,136921;137306;139629;144561;145722;146129,6,5,1,0,0,0,1188,26%,74%
202324,Academic year,Multi-academy trust,The Howard Partnership Trust,3493,TR01121,7597068,10058685,South East,136832;136833;142315;144503,4,4,0,0,0,0,4,0,0,4,961,106,15%,85%,10%,12%,47.8,94%,-0.26,-0.35,-0.16,50%,4.23,18%,26%,35%,29.7,-1.31,-1.55,-1.06,19%,2.48,3%,6%,10%,50.8,-0.08,-0.18,0.02,56%,4.53,21%,30%,39%,Below average,136832;136833;142315;144503,4,4,0,0,0,0,961,15%,85%
202324,Academic year,Multi-academy trust,The Education Alliance,3511,TR01133,7542211,10058551,Yorkshire and the Humber,136667;140866;142150;143854,4,3,1,0,0,0,4,0,0,4,1116,104.6,15%,85%,5%,12%,46.4,97%,-0.05,-0.13,0.04,45%,4.2,19%,28%,53%,34.4,-0.72,-0.94,-0.5,23%,3.02,6%,10%,38%,48.4,0.07,-0.02,0.16,48%,4.4,21%,31%,56%,Average,136667;140866;142150;143854,4,3,1,0,0,0,1116,15%,85%
202324,Academic year,Multi-academy trust,Eastern Learning Alliance,16402,TR01146,7899393,10059505,East of England,136887;137547;137826;145196,4,3,1,0,0,0,4,0,2,2,775,105.3,19%,81%,10%,16%,53.2,96%,0.45,0.35,0.55,56%,4.97,35%,44%,54%,35.3,-0.49,-0.73,-0.26,22%,3.09,7%,13%,24%,57.2,0.66,0.54,0.77,64%,5.38,41%,51%,61%,Above average,136887;137547;137826;145196;150263,5,3,2,0,0,0,876,19%,81%
202324,Academic year,Multi-academy trust,Wade Deacon Trust,3528,TR01148,8278808,10060154,North West,139368;139614;141693;144617,4,2,2,0,0,0,4,0,0,4,777,103,42%,58%,6%,16%,41.1,96%,-0.27,-0.37,-0.17,34%,3.6,13%,21%,44%,32.1,-0.73,-0.89,-0.57,18%,2.73,4%,9%,33%,47.5,0.07,-0.07,0.2,45%,4.22,19%,29%,52%,Below average,139368;139614;141693;144617,4,2,2,0,0,0,777,42%,58%
202324,Academic year,Multi-academy trust,Inspiration Trust,3531,TR01149,8179349,10060032,East of England,136204;137134;137431;137949;140188;140815;142059;142883;148826,9,2,5,2,0,0,9,1,1,7,1374,102.7,29%,71%,20%,13%,45.7,94%,0.24,0.16,0.31,50%,4.22,23%,32%,51%,36.8,-0.28,-0.43,-0.14,35%,3.3,11%,16%,34%,49.6,0.46,0.37,0.55,57%,4.62,28%,38%,59%,Above average,136204;137134;137431;137949;140188;140815;142059;142883;148826,9,2,5,2,0,0,1374,29%,71%
202324,Academic year,Multi-academy trust,Westcountry Schools Trust,3547,TR01159,7398467,10057945,South West,136336;136557;136558;136568;136569;140104;143649,7,7,0,0,0,0,7,1,1,5,1523,104.6,18%,82%,5%,18%,47.9,97%,0.07,0,0.15,50%,4.26,18%,25%,33%,36.6,-0.46,-0.63,-0.29,26%,3.18,8%,12%,21%,50.3,0.19,0.11,0.27,55%,4.49,20%,27%,36%,Average,136336;136557;136558;136568;136569;140104;143649,7,7,0,0,0,0,1523,18%,82%
